,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
1488,Flower;Sunflower;United_States;George_W._Bush;George_H._W._Bush,Flower,George_H._W._Bush,4,3,1,"[0.16585498066376464, 0.023007954436707216, 0.1930673709043758, 0.8496114841916171]","[0.006693540746908054, 0.0059301545675380695, 0.1460467051731195, 0.8496114841916171, 0.9999999999999968]","[False, True, True]","[False, True, True, True]",False,False
11059,Gettysburg_Address;Cornell_University;Carl_Sagan;Physics;String_theory,Gettysburg_Address,String_theory,4,3,1,"[0.03474889212895242, 0.07814181631264441, 0.040378113568843195, 0.34057049062778366]","[0.007914787635472037, 0.019088964168223158, 0.013573399226881985, 0.34057049062778366, 1.000000000000001]","[True, False, True]","[True, False, True, True]",False,False
12538,Common_Tern;Chordate;Reptile;Ornithischia;Stegosaurus,Common_Tern,Stegosaurus,4,3,1,"[0.022228021301907583, 0.13155894078961763, 0.07154666589812454, 0.13448209090559354]","[0.014940486621679211, 0.013676382573218423, 0.04930197839548581, 0.13448209090559354, 0.9999999999999984]","[True, False, True]","[False, True, True, True]",False,False
1286,Dominican_Republic;United_States;Chicago;Amtrak;Chicago_and_North_Western_Railway,Dominican_Republic,Chicago_and_North_Western_Railway,4,3,1,"[0.13945937266203623, 0.15332354963366376, 0.10273499182159992, 0.19054220188829213]","[0.018945243990903176, 0.08753586630151462, 0.4221170647033459, 0.19054220188829213, 1.0000000000000002]","[True, False, True]","[True, True, False, True]",False,False
2841,Jazz;20th_century;Nitrogen;Periodic_table;Helium,Jazz,Helium,4,3,1,"[0.07959263201887176, 0.039122906314959564, 0.0702607485710457, 0.09071044912246723]","[0.008967745752607843, 0.02699657591474985, 0.0936887597437139, 0.09071044912246723, 1.000000000000001]","[False, True, True]","[True, True, False, True]",False,False
16355,Theatre;Dance;Animal;Mammal;Zebra,Theatre,Zebra,4,3,1,"[0.1309595713347672, 0.013040777138701852, 0.0724197183196405, 0.02639381305403988]","[0.003615741833142461, 0.002698358304444707, 0.014429096082751143, 0.02639381305403988, 0.9999999999999984]","[False, True, False]","[False, True, True, True]",False,False
2275,Science;Mathematics;Geometry;Pythagorean_theorem;Pythagoras,Science,Pythagoras,4,3,1,"[0.34598846753432894, 0.2810634442344968, 0.14268288668567827, 0.2515751326187234]","[0.053792055531185, 0.12920387633606548, 0.05636596583259555, 0.2515751326187234, 1.0000000000000007]","[False, False, True]","[True, False, True, True]",False,False
6228,Pea;England;North_Sea;Atlantic_Ocean;Sea,Pea,Sea,4,3,1,"[0.028757105824692954, 0.09248809369323577, 0.2688909210919146, 0.24296893356285015]","[0.004310676996232052, 0.030093712417525745, 0.42576960490734367, 0.24296893356285015, 1.0]","[True, True, False]","[True, True, False, True]",False,False
11384,Abu_Dhabi;Petroleum;Oil_refinery;Industry;Engineering,Abu_Dhabi,Engineering,4,3,1,"[0.05983130693914787, 0.3342606949587549, 0.036421782608204493, 0.06990199440867566]","[0.014841773702003376, 0.03933028349946533, 0.029407378179690243, 0.06990199440867566, 0.9999999999999994]","[True, False, True]","[True, False, True, True]",False,False
7675,Electromagnetic_radiation;Maxwell%27s_equations;James_Clerk_Maxwell;University_of_Cambridge;Cambridge,Electromagnetic_radiation,Cambridge,4,3,1,"[0.7278227443381541, 0.2529003692074805, 0.13666816062649007, 0.7035041510633643]","[0.005528081330239226, 0.0035674125483209952, 0.09114430095724967, 0.7035041510633643, 0.9999999999999993]","[False, False, True]","[False, True, True, True]",False,False
8940,Pontiac%27s_Rebellion;Europe;Africa;South_Africa;Nelson_Mandela,Pontiac's Rebellion,Nelson_Mandela,4,3,1,"[0.03770302129885472, 0.20733258691597292, 0.5288559985334571, 0.19204783166425526]","[0.027926402338331706, 0.025991797262534578, 0.09868403950360613, 0.19204783166425526, 1.0000000000000013]","[True, True, False]","[False, True, True, True]",False,False
13771,Investment_banking;United_Kingdom;Europe;Italy;Dante_Alighieri,Investment_banking,Dante_Alighieri,4,3,1,"[0.04859861468799707, 0.2417890222080024, 0.23556807335006139, 0.07650451721941892]","[0.006418887088550205, 0.02387718371134683, 0.01880800643177844, 0.07650451721941892, 1.0000000000000013]","[True, False, False]","[True, False, True, True]",False,False
12154,Boris_Becker;John_McEnroe;United_States;Las_Vegas%2C_Nevada;Hoover_Dam,Boris_Becker,Hoover_Dam,4,3,1,"[0.31050530472299365, 0.03228620450997614, 0.07734775128775905, 0.04817592490977681]","[0.006508064712202597, 0.00786185975678837, 0.05541632358563695, 0.04817592490977681, 1.0000000000000009]","[False, True, False]","[True, True, False, True]",False,False
751,Bird;Fish;Whale_shark;Basking_shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.5256223883199337, 0.5481095192983088]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.5481095192983088, 1.0000000000000018]","[True, True, True]","[True, True, False, True]",True,False
11729,Atonality;World_War_II;Battle_of_Midway;Indonesia;Papua_New_Guinea,Atonality,Papua_New_Guinea,4,3,1,"[0.022182613136196717, 0.3251977582482111, 0.034548962549680054, 0.14474736459237167]","[0.014666754870166691, 0.07350835640864574, 0.031022717916030583, 0.14474736459237167, 0.9999999999999991]","[True, False, True]","[True, False, True, True]",False,False
4523,Pope_Pius_XII;Evolution;Armadillo;Mammal;Whale,Pope_Pius_XII,Whale,4,3,1,"[0.023889119734825822, 0.025213098893162207, 0.05277796133576183, 0.12432131992856543]","[0.00801745384303703, 0.08749436394708653, 0.012783194145872976, 0.12432131992856543, 1.0000000000000022]","[True, True, True]","[True, False, True, True]",True,False
13148,Forrest_Gump;HIV;Chimpanzee;Human;Brain,Forrest_Gump,Brain,4,3,1,"[0.016427157965968973, 0.029414314944028557, 0.29145900039330924, 0.24259367585682892]","[0.006632360897024999, 0.03447659834465948, 0.027116516855032993, 0.24259367585682892, 0.9999999999999993]","[True, True, False]","[True, False, True, True]",False,False
8557,Board_game;Egypt;North_Africa;Africa;Crocodile,Board_game,Crocodile,4,3,1,"[0.051111017746582596, 0.24714391357855517, 0.4192155578415994, 0.0405919406729411]","[0.004843529851801855, 0.026870464682612224, 0.023309272350461655, 0.0405919406729411, 0.9999999999999998]","[True, True, False]","[True, False, True, True]",False,False
4732,Brain;Animal;Human;Communication;Telephone,Brain,Telephone,4,3,1,"[0.054012050504966345, 0.07953121692482294, 0.11913196655893389, 0.06632914254902358]","[0.01987493081672035, 0.014789375884475014, 0.02916966508991262, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[False, True, True, True]",False,False
555,Batman;Scotland;Agriculture;Fossil_fuel;Wood,Batman,Wood,4,3,1,"[0.00982469648640849, 0.03521380311590698, 0.06934377730392101, 0.027329887064186476]","[0.007004201505419259, 0.013353649448705495, 0.0355263652021014, 0.027329887064186476, 1.0000000000000022]","[True, True, False]","[True, True, False, True]",False,False
17922,Asteroid;1_Ceres;Roman_mythology;Ancient_Rome;Civilization,Asteroid,Viking,4,3,0,"[0.3261357032362805, 0.11543267539210557, 0.30027725041004777, 0.2752098656240347]","[0.02065509267744417, 0.012580632290841208, 0.05623487711356864, 0.2752098656240347, 0.9999999999999989]","[False, True, False]","[False, True, True, True]",False,False
478,Batman;Crime;International_law;World_War_II;The_Holocaust,Batman,The_Holocaust,4,3,1,"[0.0256350094272862, 0.32061114384585765, 0.09074880412850399, 0.26402405846628035]","[0.014819786060020167, 0.06360617047467218, 0.048927957836385746, 0.26402405846628035, 0.9999999999999987]","[True, False, True]","[True, False, True, True]",False,False
8299,Apricot;2nd_century;21st_century;Mass_media;Newspaper,Apricot,Newspaper,4,3,1,"[0.014286036043497628, 0.03172035362189857, 0.07807088867240278, 0.2951212744036777]","[0.011431848444241449, 0.007030783982089621, 0.042395135047041566, 0.2951212744036777, 1.0000000000000009]","[True, True, True]","[False, True, True, True]",True,False
4150,Asteroid;Earth;Norse_mythology;Iceland;Viking,Asteroid,Viking,4,3,1,"[0.1618323538204031, 0.06377204397706032, 0.06463592946184231, 0.0954390856346632]","[0.012289411951835442, 0.022808198571852872, 0.11376638935732977, 0.0954390856346632, 1.0000000000000009]","[False, True, True]","[True, True, False, True]",False,False
9900,Yemen;United_States;Abraham_Lincoln;President_of_the_United_States;James_K._Polk,Yemen,James_K._Polk,4,3,1,"[0.13527418531503488, 0.12059845833811413, 0.15765720986383022, 0.17765619041005032]","[0.02237979022719785, 0.1285899506600435, 0.09885166409367464, 0.17765619041005032, 1.0000000000000024]","[False, True, True]","[True, False, True, True]",False,False
15359,Project_Vanguard;Earth;Gravitation;Physics;Speed_of_light,Project_Vanguard,Speed_of_light,4,3,1,"[0.11177467965768086, 0.22515184390324644, 0.2894604299693556, 0.20603939399976318]","[0.03384848388633035, 0.14374611927078645, 0.1382965485642602, 0.20603939399976318, 1.000000000000002]","[True, True, False]","[True, False, True, True]",False,False
4201,Asteroid;Carl_Friedrich_Gauss;Germany;Sweden;Viking,Asteroid,Viking,4,3,1,"[0.056976596230369735, 0.05200675181391487, 0.1700501983726938, 0.10170355034264474]","[0.012289411951835442, 0.01199379786363976, 0.05818928743667624, 0.10170355034264474, 1.0000000000000009]","[False, True, False]","[False, True, True, True]",False,False
19743,Asteroid;Telescope;France;Western_Roman_Empire;Mediterranean_Sea,Asteroid,Viking,4,3,0,"[0.04407779707224405, 0.02178833598757095, 0.09102093595142924, 0.04809436978915898]","[0.01230718804762739, 0.008455045033892997, 0.08170949746040922, 0.04809436978915898, 1.0000000000000016]","[False, True, False]","[False, True, False, True]",False,False
18639,2004_Atlantic_hurricane_season;Cayman_Islands;James_Bond;Sean_Connery;The_Lord_of_the_Rings_film_trilogy,2004_Atlantic_hurricane_season,Chromium,4,3,0,"[0.06950275540658306, 0.020365593510370587, 0.4742724549115013, 0.07752315797641811]","[0.0203995108188562, 0.01353285680627208, 0.12157661562572629, 0.07752315797641811, 0.9999999999999991]","[False, True, False]","[False, True, False, True]",False,False
19763,Formula_One;United_States;American_Civil_War;Florida;American_football,Formula_One,University_of_Texas_at_Austin,4,3,0,"[0.08133941046535371, 0.2762085796733708, 0.0693232943120916, 0.0572422690451768]","[0.07971078702912653, 0.07960483335210046, 0.029049529660886798, 0.0572422690451768, 1.0000000000000024]","[True, False, False]","[False, False, True, True]",False,False
5218,Lion;Chordate;Bird;Penguin;African_Penguin,Lion,African_Penguin,4,3,1,"[0.00683092779979549, 0.07013256252535652, 0.1100572093053463, 0.6559769417646384]","[0.042333880398839736, 0.03505563358406406, 0.1595339241307454, 0.6559769417646384, 0.9999999999999993]","[True, True, True]","[False, True, True, True]",True,False
18413,Spanish_language;Mass_media;Film;Actor;Drama,Spanish_language,Forrest_Gump,4,3,0,"[0.03657127547522597, 0.23066968455696998, 0.24665150151372892, 0.16193296315500216]","[0.02867264743447866, 0.06053834420567626, 0.04910295138003521, 0.16193296315500216, 1.0000000000000004]","[True, True, False]","[True, False, True, True]",False,False
19907,Imperial_Japanese_Navy;Japan;Electronics;Computer;Toy,Imperial_Japanese_Navy,Nintendo_Entertainment_System,4,3,0,"[0.4446954823776109, 0.022979916403456056, 0.149020251634912, 0.02594849460160499]","[0.015065964004316295, 0.027070417094432107, 0.013405135756852364, 0.02594849460160499, 1.0000000000000009]","[False, True, False]","[True, False, True, True]",False,False
9325,Fractal;Life;Energy;Force;Acceleration,Fractal,Acceleration,4,3,1,"[0.04245224622324082, 0.09686242490380192, 0.13862766340141144, 0.4477589734377027]","[0.023210937036429912, 0.021751209990964214, 0.0502095735401161, 0.4477589734377027, 0.9999999999999993]","[True, True, True]","[False, True, True, True]",True,False
5864,Shigin;Chinese_language;Asia;Mathematics;Trigonometry,Shigin,Trigonometry,4,3,1,"[0.11650016317218714, 0.09989902841871824, 0.028622634920177973, 0.09246121629389102]","[0.007119658398625618, 0.010180883969150647, 0.01013737143364626, 0.09246121629389102, 0.9999999999999994]","[False, False, True]","[True, False, True, True]",False,False
16379,Theatre;Dance;Animal;Mammal;Zebra,Theatre,Zebra,4,3,1,"[0.1309595713347672, 0.013040777138701852, 0.0724197183196405, 0.02639381305403988]","[0.003615741833142461, 0.002698358304444707, 0.014429096082751143, 0.02639381305403988, 0.9999999999999984]","[False, True, False]","[False, True, True, True]",False,False
4245,Asteroid;Carl_Friedrich_Gauss;Germany;Norway;Viking,Asteroid,Viking,4,3,1,"[0.056976596230369735, 0.05200675181391487, 0.15614089186541555, 0.07927414118969268]","[0.012289411951835442, 0.01199379786363976, 0.05818928743667624, 0.07927414118969268, 1.0000000000000009]","[False, True, False]","[False, True, True, True]",False,False
12485,Cochineal;France;Mediterranean_Sea;Mesopotamia;Babylonia,Cochineal,Babylonia,4,3,1,"[0.01726632963572045, 0.08170949746040922, 0.03311470209163287, 0.3836513777022074]","[0.007089255402958894, 0.03317154785892462, 0.01990361900760142, 0.3836513777022074, 1.0000000000000044]","[True, False, True]","[True, False, True, True]",False,False
5182,Brain;Cell_%28biology%29;Human;Communication;Telephone,Brain,Telephone,4,3,1,"[0.05426177373519288, 0.05703208298706938, 0.11913196655893389, 0.06632914254902358]","[0.01987493081672035, 0.08654242152480635, 0.02916966508991262, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, False, True, True]",False,False
16631,Theatre;Stage_%28theatre%29;Ancient_Rome;Horse;Zebra,Theatre,Zebra,4,3,1,"[0.21253257284335733, 0.02833518525469918, 0.04878520616040842, 0.10772198418471989]","[0.003615741833142461, 0.0033540797431572977, 0.007892552010126477, 0.10772198418471989, 0.9999999999999984]","[False, True, True]","[False, True, True, True]",False,False
20250,Budapest;Roman_Empire;Eastern_Orthodox_Church;Jesus;Roman_Empire,Budapest,Indo-Greek_Kingdom,4,3,0,"[0.024049790611455516, 0.09395452979544064, 0.13652128672080305, 0.04994021524330546]","[0.024049790611455516, 1.0000000000000016, 0.09395452979544064, 0.04994021524330546, 1.0000000000000016]","[True, True, False]","[True, False, False, True]",False,False
8660,EMD_GP30;United_States;World_Health_Organization;United_Nations;Human_rights,EMD_GP30,Human_rights,4,3,1,"[0.05109291953246598, 0.15071981839842055, 0.2227239626276867, 0.2529931750613338]","[0.006189280087778435, 0.13475028778048184, 0.05036932999754678, 0.2529931750613338, 1.0000000000000004]","[True, True, True]","[True, False, True, True]",True,False
5159,Brain;Vertebrate;Human;Communication;Telephone,Brain,Telephone,4,3,1,"[0.29538064394364627, 0.10297000933199717, 0.11913196655893389, 0.06632914254902358]","[0.01987493081672035, 0.005024285578512506, 0.02916966508991262, 0.06632914254902358, 1.0000000000000009]","[False, True, False]","[False, True, True, True]",False,False
9143,Triumph_of_the_Will;World_War_I;British_Empire;Australia;Australian_Open,Triumph_of_the_Will,Australian_Open,4,3,1,"[0.09525109331544711, 0.3364288645352186, 0.1775791933070099, 0.23060325848462715]","[0.015628332009891336, 0.039827054815698766, 0.036442870133978615, 0.23060325848462715, 0.999999999999999]","[True, False, True]","[True, False, True, True]",False,False
18584,Napoleonic_Wars;Napoleon_I_of_France;Paris;Global_city;New_York_City,Napoleonic_Wars,Superman,4,3,0,"[0.7442876777011974, 0.129255395494756, 0.2002233475137057, 0.3161271746477715]","[0.060887693424700316, 0.04250208776529448, 0.16648615986165297, 0.3161271746477715, 0.9999999999999997]","[False, True, True]","[False, True, True, True]",False,False
2944,Atom;Water;Ocean;Organism;Ecology,Atom,Ecology,4,3,1,"[0.07505222550841797, 0.15070175551566606, 0.06813670609339992, 0.49917440497099935]","[0.0497711073131367, 0.1173713460942949, 0.09851996448056416, 0.49917440497099935, 1.0000000000000018]","[True, False, True]","[True, False, True, True]",False,False
17996,Brain;Computer_science;Science;Technology;Radio,Brain,Telephone,4,3,0,"[0.04916586828560618, 0.29577111884041113, 0.19928980854498438, 0.05375927215651729]","[0.019858853843421745, 0.03810659291052098, 0.0269496275126142, 0.05375927215651729, 1.0000000000000022]","[True, False, False]","[True, False, True, True]",False,False
18475,Sumo;Alcohol;English_language;England;Nottingham,Sumo,The_Cat_in_the_Hat,4,3,0,"[0.008462584962319369, 0.02585435161303519, 0.24744514090634143, 0.11345593455903816]","[0.009928033363338985, 0.005768601699657123, 0.02441600573663588, 0.11345593455903816, 1.0000000000000007]","[True, True, False]","[False, True, True, True]",False,False
