,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
9384,Victor_Hugo;Spain;South_America;Venezuela;Caracas,Victor_Hugo,Caracas,4,3,1,"[0.0441326184500547, 0.1831570029467927, 0.2340726843111616, 0.35868361065028864]","[0.023351781682156115, 0.05056332100691912, 0.08633810369858157, 0.35868361065028864, 1.0000000000000002]","[True, True, True]","[True, True, True, True]",True,True
9823,Djibouti;Roman_Catholic_Church;Galileo_Galilei;Physics;Robert_Boyle,Djibouti,Robert_Boyle,4,3,1,"[0.017025221449313534, 0.06036313476227845, 0.12213021032918063, 0.08662570580923531]","[0.009369597592051233, 0.049407709678503206, 0.07140382459890646, 0.08662570580923531, 0.9999999999999991]","[True, True, False]","[True, True, True, True]",False,True
2786,Nutmeg;Potato;Scots_language;Scotland;Dundee,Nutmeg,Dundee,4,3,1,"[0.02462143977692701, 0.019365413470970178, 0.31898444351080285, 0.225722129086941]","[0.006720271526823214, 0.009843858132996906, 0.08553965978271391, 0.225722129086941, 0.9999999999999983]","[False, True, False]","[True, True, True, True]",False,True
7310,Singapore;Electronics;Physics;Mathematics;Trigonometry,Singapore,Trigonometry,4,3,1,"[0.01581714202008597, 0.06003386446108396, 0.16053298551507866, 0.09246121629389102]","[0.006194074425214875, 0.014055852591368743, 0.031056912253395685, 0.09246121629389102, 0.9999999999999994]","[True, True, False]","[True, True, True, True]",False,True
1174,Continent;Europe;United_Kingdom;Prime_Minister_of_the_United_Kingdom;List_of_Prime_Ministers_of_the_United_Kingdom,Continent,List_of_Prime_Ministers_of_the_United_Kingdom,4,3,1,"[0.22576520972650793, 0.2417890222080024, 0.18035057300383242, 0.3388155873342109]","[0.025435597501759825, 0.06433064790025972, 0.21930163096681574, 0.3388155873342109, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
8921,Refrigerator_car;United_States;Fine_art;Literature;Fiction,Refrigerator_car,Fiction,4,3,1,"[0.07227989721008589, 0.05766998984478008, 0.04914119417761776, 0.266923866039907]","[0.011467019788348595, 0.025932094147399595, 0.03241453103678995, 0.266923866039907, 0.9999999999999982]","[False, False, True]","[True, True, True, True]",False,True
1620,God;Christianity;Europe;Germany;Adolf_Hitler,God,Adolf_Hitler,4,3,1,"[0.2380727357099889, 0.09891701719850587, 0.28022349835787147, 0.18728362205446583]","[0.01603383016455556, 0.034665720573827476, 0.04570764666547644, 0.18728362205446583, 0.9999999999999986]","[False, True, False]","[True, True, True, True]",False,True
2575,Virus;Smallpox;Middle_East;Iran;Islamic_republic,Virus,Islamic_republic,4,3,1,"[0.13363886755705678, 0.01938548704064305, 0.23710175451242707, 0.27672316938122604]","[0.006493155507500414, 0.009622943547111447, 0.12031690580417151, 0.27672316938122604, 0.9999999999999983]","[False, True, True]","[True, True, True, True]",False,True
10969,History_of_computing_hardware;World_War_II;North_Africa;Africa;Senegal,History_of_computing_hardware,Senegal,4,3,1,"[0.078181627172992, 0.0586823916174655, 0.4192155578415994, 0.1364733416987346]","[0.011327770030675338, 0.037148482132998144, 0.07219533760803712, 0.1364733416987346, 0.9999999999999977]","[False, True, False]","[True, True, True, True]",False,True
31,Achilles;Apollo;Dolphin;United_States;Internet,Achilles,Internet,4,3,1,"[0.08325131249641074, 0.013606948318677285, 0.0304580924977965, 0.07585687426678714]","[0.005150464641409923, 0.00700102674615837, 0.00972374212402778, 0.07585687426678714, 1.0000000000000027]","[False, True, True]","[True, True, True, True]",False,True
3705,Pearl;China;Human;Literature;Poetry,Pearl,Poetry,4,3,1,"[0.03588034031333813, 0.11762552084483337, 0.08856755763786227, 0.397477595259643]","[0.00902370623760471, 0.05662201339068716, 0.06028070758164329, 0.397477595259643, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True
5112,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
6404,Rainforest;New_Zealand;United_Kingdom;London;Hyde_Park%2C_London,Rainforest,"Hyde Park, London",4,3,1,"[0.04531071612141394, 0.1647881231135545, 0.25594756589287465, 0.12401762765638488]","[0.01360429946191424, 0.02807923342830078, 0.052190966205559366, 0.12401762765638488, 0.9999999999999996]","[True, True, False]","[True, True, True, True]",False,True
11513,Alligator;United_States;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Harold_Macmillan,Alligator,Harold_Macmillan,4,3,1,"[0.054029724433850394, 0.2907991039224705, 0.18035057300383242, 0.32109986445307104]","[0.0044338623736223486, 0.0690679622409469, 0.11146548888408986, 0.32109986445307104, 1.0000000000000022]","[True, False, True]","[True, True, True, True]",False,True
5525,Water_resources;India;Liberal_democracy;Human_rights;Convention_on_the_Rights_of_the_Child,Water_resources,Convention_on_the_Rights_of_the_Child,4,3,1,"[0.05720460290382196, 0.103940274396007, 0.15901879283706066, 0.30553175331891047]","[0.015550548730472999, 0.04269764942645975, 0.08859929786930043, 0.30553175331891047, 0.9999999999999996]","[True, True, True]","[True, True, True, True]",True,True
127,American_Civil_War;United_States;Iraq;Kuwait;Kuwait_City,American_Civil_War,Kuwait_City,4,3,1,"[0.2762085796733708, 0.1602030414962463, 0.19667890445523145, 0.7295810015147738]","[0.017092596006700704, 0.04512050343411229, 0.13182045736431128, 0.7295810015147738, 0.9999999999999992]","[False, True, True]","[True, True, True, True]",False,True
2256,Roman_Empire;Architecture;Science;Pollution;Carbon_dioxide,Roman_Empire,Carbon_dioxide,4,3,1,"[0.046281119078045815, 0.10771311574568512, 0.0846063231204501, 0.13765690434160038]","[0.011951841310874813, 0.014154849673513338, 0.041952159401922096, 0.13765690434160038, 1.0000000000000027]","[True, False, True]","[True, True, True, True]",False,True
795,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
11980,Behavioral_finance;John_Maynard_Keynes;United_Kingdom;British_Empire;Second_Boer_War,Behavioral_finance,Second_Boer_War,4,3,1,"[0.10962927296832048, 0.04382717156443921, 0.325264486047702, 0.27574092213604573]","[0.010181402178584136, 0.029204462846735613, 0.1324386168285836, 0.27574092213604573, 0.9999999999999987]","[False, True, False]","[True, True, True, True]",False,True
6505,Google;Cereal;Human;Brain;Eye,Google,Eye,4,3,1,"[0.011068286187725592, 0.05531564003937554, 0.24259367585682892, 0.15615342602174184]","[0.00927373966751127, 0.017976633055719695, 0.11003338742623375, 0.15615342602174184, 1.000000000000001]","[True, True, False]","[True, True, True, True]",False,True
3740,Elephant_bird;Madagascar;United_States;California;Arnold_Schwarzenegger,Elephant_bird,Arnold_Schwarzenegger,4,3,1,"[0.056113295454304636, 0.13770507459385706, 0.21403081917738626, 0.10310048698557688]","[0.004007798972989038, 0.020495742301435114, 0.04388150333598229, 0.10310048698557688, 0.9999999999999973]","[True, True, False]","[True, True, True, True]",False,True
5143,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
7903,Star_Wars;Europe;Africa;Malawi;Lilongwe,Star_Wars,Lilongwe,4,3,1,"[0.025226870994920166, 0.20733258691597292, 0.24952699070027476, 0.3345003754783517]","[0.00688525396863296, 0.029447166895862825, 0.0727305768234136, 0.3345003754783517, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
8525,Wave;Earthquake;California;United_States;Baseball,Wave,Baseball,4,3,1,"[0.06725271188376365, 0.03114574386520834, 0.21403081917738626, 0.08267822831567623]","[0.012265664956461734, 0.019336059324380466, 0.02884485929756339, 0.08267822831567623, 0.999999999999998]","[False, True, False]","[True, True, True, True]",False,True
10507,Cotton;United_States;Russia;Ukraine;Moldovans,Cotton,Moldovans,4,3,1,"[0.05951187605229109, 0.24756651162775425, 0.313190719461793, 0.10904862978048474]","[0.0035313085871704498, 0.04900484482984256, 0.07877506737677943, 0.10904862978048474, 1.0000000000000016]","[True, True, False]","[True, True, True, True]",False,True
2381,Star_anise;Japan;United_States;Minnesota;Minneapolis%2C_Minnesota,Star_anise,"Minneapolis, Minnesota",4,3,1,"[0.034463275325350554, 0.21683861812763297, 0.15573618963360564, 0.423472028523207]","[0.004968699412733683, 0.05827129341271496, 0.11472617323589063, 0.423472028523207, 1.0000000000000038]","[True, False, True]","[True, True, True, True]",False,True
2461,The_Simpsons;United_States;Maize;Bean;Seed,The_Simpsons,Seed,4,3,1,"[0.05983790232643858, 0.07546147662443474, 0.024610754375853486, 0.10439411813039873]","[0.008138210029493316, 0.018378953229708755, 0.036807175879926636, 0.10439411813039873, 0.9999999999999988]","[True, False, True]","[True, True, True, True]",False,True
2827,15th_century;20th_century;Computer;Microsoft_Windows;Windows_Vista,15th_century,Windows_Vista,4,3,1,"[0.432973303768254, 0.04959957255731204, 0.10992155644157027, 0.7302788218385103]","[0.0033522435462775948, 0.022705199126005424, 0.1316915023851165, 0.7302788218385103, 0.9999999999999989]","[False, True, True]","[True, True, True, True]",False,True
5868,Cretaceous-Tertiary_extinction_event;India;United_Kingdom;British_monarchy;Edward_I_of_England,Cretaceous-Tertiary_extinction_event,Edward_I_of_England,4,3,1,"[0.05655893771803577, 0.15125540141972968, 0.4382186014161955, 0.27940725791867466]","[0.011420517937887509, 0.022210652512367816, 0.13759055354649444, 0.27940725791867466, 1.000000000000001]","[True, True, False]","[True, True, True, True]",False,True
6978,Pyramid;Earth;Plant;Seed;Bean,Pyramid,Bean,4,3,1,"[0.02651419649611107, 0.053232237468505264, 0.2134736108732882, 0.10439411813039873]","[0.004724199613703206, 0.008379202037967314, 0.05429965840601207, 0.10439411813039873, 1.0000000000000024]","[True, True, False]","[True, True, True, True]",False,True
1961,Mexico;Spain;North_Africa;Africa;Cheetah,Mexico,Cheetah,4,3,1,"[0.18474675963371232, 0.17590485930713995, 0.4192155578415994, 0.0613845255606442]","[0.015885033742415847, 0.021299620313928267, 0.026356662304132184, 0.0613845255606442, 0.9999999999999983]","[False, True, False]","[True, True, True, True]",False,True
10976,SD26;North_America;Europe;Greece;Athens,SD26,Athens,4,3,1,"[0.019284312341078164, 0.17836530050620195, 0.30017633405321076, 0.233789877439601]","[0.014527087263896555, 0.04524529476817682, 0.08112407302718765, 0.233789877439601, 1.0000000000000042]","[True, True, False]","[True, True, True, True]",False,True
336,Automobile;United_States;Moon;Solar_System;Pluto,Automobile,Pluto,4,3,1,"[0.0909640585292997, 0.059399143662697676, 0.19708901460874667, 0.437449702629857]","[0.012068189876308696, 0.020815901050360634, 0.11789582505527861, 0.437449702629857, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True
21,2004_Atlantic_hurricane_season;Bermuda;England;James_I_of_England;James_II_of_England,2004_Atlantic_hurricane_season,James_II_of_England,4,3,1,"[0.05789674777402546, 0.10160362308531923, 0.20885326270622695, 0.6512473584200507]","[0.021000396317391066, 0.044798112901460393, 0.17417953219582047, 0.6512473584200507, 0.9999999999999998]","[True, True, True]","[True, True, True, True]",True,True
4736,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
667,Batman;Crime;Religion;Christianity;Bible,Batman,Bible,4,3,1,"[0.0256350094272862, 0.07489177962671877, 0.21524810071320838, 0.25932098071498433]","[0.013614112745666583, 0.03693460850465564, 0.10069196031759108, 0.25932098071498433, 0.9999999999999992]","[True, True, True]","[True, True, True, True]",True,True
5959,Cleopatra_VII;Syria;Middle_East;China;Great_Wall_of_China,Cleopatra_VII,Great_Wall_of_China,4,3,1,"[0.018249230758054173, 0.1818135778553155, 0.09180494260071322, 0.21389305199102182]","[0.012929723390330914, 0.017540098265883163, 0.029307681672048363, 0.21389305199102182, 1.0000000000000016]","[True, False, True]","[True, True, True, True]",False,True
5473,Copper;United_States;United_Kingdom;Prime_Minister_of_the_United_Kingdom;List_of_Prime_Ministers_of_the_United_Kingdom,Copper,List_of_Prime_Ministers_of_the_United_Kingdom,4,3,1,"[0.04413762514990033, 0.2907991039224705, 0.18035057300383242, 0.3388155873342109]","[0.01501250989758828, 0.14031333297481094, 0.21930163096681574, 0.3388155873342109, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
2226,Reptile;Antarctica;Europe;Christianity;Jesus,Reptile,Jesus,4,3,1,"[0.0383475406980498, 0.0913816280548068, 0.09891701719850587, 0.4779450275366776]","[0.010042296704022022, 0.01313132279082076, 0.029326113305438533, 0.4779450275366776, 0.9999999999999987]","[True, True, True]","[True, True, True, True]",True,True
366,Bald_Eagle;Earth;Day;Time;Clock,Bald_Eagle,Clock,4,3,1,"[0.025051847499474516, 0.27087500022836536, 0.2400677078769343, 0.2704815692768324]","[0.00827068517869209, 0.031382809981859695, 0.12462921576366956, 0.2704815692768324, 1.000000000000002]","[True, False, True]","[True, True, True, True]",False,True
5109,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
9400,Mandan;Missouri_River;North_America;Africa;Mali,Mandan,Mali,4,3,1,"[0.09663544192344851, 0.07029991505654026, 0.15662271923661933, 0.14828804256638967]","[0.012733752194059594, 0.022827982214853923, 0.04548867389880411, 0.14828804256638967, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True
2264,Saffron;North_America;Florida;Tropical_cyclone;Hurricane_Camille,Saffron,Hurricane_Camille,4,3,1,"[0.017028046639650272, 0.09993165401611068, 0.08441646331019016, 0.2840133800724622]","[0.007340724880097294, 0.049420802002689224, 0.08708347195878867, 0.2840133800724622, 1.0000000000000016]","[True, False, True]","[True, True, True, True]",False,True
386,Barbados;Sugar;Smallpox;Common_cold;Virus,Barbados,Virus,4,3,1,"[0.06665077183693188, 0.017658357950090655, 0.09204513214699914, 0.2698607134401998]","[0.010546750839606676, 0.01516119848455477, 0.13363886755705678, 0.2698607134401998, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True
353,Auto_racing;Automobile;China;Confucianism;Confucius,Auto_racing,Confucius,4,3,1,"[0.184865278338166, 0.03394554505860953, 0.22764821898030832, 0.5920415009127874]","[0.009610203356080406, 0.01463684632267739, 0.179462116455023, 0.5920415009127874, 0.9999999999999989]","[False, True, True]","[True, True, True, True]",False,True
1302,Earth;Europe;Greek_mythology;Odyssey;Odysseus,Earth,Odysseus,4,3,1,"[0.08556400889779398, 0.07326764680667082, 0.12623479679842786, 0.8732646976157322]","[0.013521742478678858, 0.013668148452240977, 0.13527895612548874, 0.8732646976157322, 0.9999999999999971]","[False, True, True]","[True, True, True, True]",False,True
4461,Tooth_development;Calcium;Chemical_element;Mercury_%28element%29;Mercury_%28planet%29,Tooth_development,Mercury (planet),4,3,1,"[0.042259761765312695, 0.09859836766542768, 0.1082616082337463, 0.6989165024815762]","[0.011045496144545723, 0.032445499929807615, 0.06689960851904213, 0.6989165024815762, 1.000000000000002]","[True, True, True]","[True, True, True, True]",True,True
5494,Statistics;German_language;Latin;Byzantine_Empire;Manuel_I_Komnenos,Statistics,Manuel_I_Komnenos,4,3,1,"[0.03766887976337593, 0.23059394258067584, 0.09430226896540042, 0.5192836724905209]","[0.01371469734026486, 0.02170004344957174, 0.03842827025716071, 0.5192836724905209, 1.0000000000000027]","[True, False, True]","[True, True, True, True]",False,True
7281,Earthquake;Netherlands;Bicycle;Tour_de_France;Lance_Armstrong,Earthquake,Lance_Armstrong,4,3,1,"[0.02560095924074849, 0.057394867582011365, 0.11449852958438299, 0.4292000569226935]","[0.012127972964169882, 0.03789917509949469, 0.07489646300358478, 0.4292000569226935, 0.9999999999999999]","[True, True, True]","[True, True, True, True]",True,True
9345,Airship;Hydrogen;Organism;DNA;James_D._Watson,Airship,James_D._Watson,4,3,1,"[0.054465074016162615, 0.08074129173743148, 0.1986382061408818, 0.5864489991373795]","[0.00997329043122248, 0.042537854056071876, 0.07481656299881739, 0.5864489991373795, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
8724,Black_hole;Isaac_Newton;History_of_science;15th_century;2nd_century,Black_hole,2nd_century,4,3,1,"[0.03496687573775433, 0.1740661162837463, 0.06284927071872047, 0.49739195580072176]","[0.003317638172428661, 0.00486272198908807, 0.0431862840763272, 0.49739195580072176, 0.9999999999999994]","[True, False, True]","[True, True, True, True]",False,True
1221,Dog;Milk;Water;Ethanol;Beer,Dog,Beer,4,3,1,"[0.028210253749233225, 0.0466787581225464, 0.11019669773896226, 0.06910405938269681]","[0.020001254455541368, 0.0325260727391615, 0.061104588721800336, 0.06910405938269681, 0.9999999999999979]","[True, True, False]","[True, True, True, True]",False,True
8702,Gmail;United_Kingdom;Europe;Bosnia_and_Herzegovina;Sarajevo,Gmail,Sarajevo,4,3,1,"[0.01543203634519059, 0.2417890222080024, 0.17101222953880196, 0.3791185353691281]","[0.003004634213529681, 0.046553470667579186, 0.0938277715181821, 0.3791185353691281, 0.9999999999999997]","[True, False, True]","[True, True, True, True]",False,True
10637,Lithium;United_States;Cinema_of_the_United_States;Star_Wars_Episode_IV__A_New_Hope;Star_Wars,Lithium,Star_Wars,4,3,1,"[0.021728384779577798, 0.13966124285229717, 0.21861147949177906, 0.6712849143341247]","[0.00900457833109049, 0.05152529255423435, 0.20398414273754867, 0.6712849143341247, 1.0000000000000004]","[True, True, True]","[True, True, True, True]",True,True
669,Batman;Scotland;Church_of_England;Christianity;Bible,Batman,Bible,4,3,1,"[0.00982469648640849, 0.13081951920020346, 0.24917528656259613, 0.25932098071498433]","[0.013614112745666583, 0.03011549910997195, 0.056349785193073286, 0.25932098071498433, 0.9999999999999992]","[True, True, True]","[True, True, True, True]",True,True
81,AIDS;South_Africa;Religion;Christianity;Jesus,AIDS,Jesus,4,3,1,"[0.15647778122709802, 0.055588105793836155, 0.21524810071320838, 0.4779450275366776]","[0.009663559841482948, 0.02086153026035078, 0.0938903758319137, 0.4779450275366776, 0.9999999999999987]","[False, True, True]","[True, True, True, True]",False,True
2117,Ottoman_Empire;World_War_I;United_States;President_of_the_United_States;James_K._Polk,Ottoman_Empire,James_K._Polk,4,3,1,"[0.2087645848722293, 0.23215092065427903, 0.3235514638662403, 0.17765619041005032]","[0.02517771474818213, 0.06195704517717937, 0.1285899506600435, 0.17765619041005032, 1.0000000000000024]","[True, True, False]","[True, True, True, True]",False,True
9778,Snowy_Owl;Russia;United_States;Chicago;Michael_Jordan,Snowy_Owl,Michael_Jordan,4,3,1,"[0.026934228223569022, 0.24756651162775425, 0.15332354963366376, 0.0745405199050315]","[0.008323592297290665, 0.018755885751274633, 0.0441913458731828, 0.0745405199050315, 0.999999999999995]","[True, False, False]","[True, True, True, True]",False,True
9041,Great_Barrier_Reef;Australia;Music;Musical_instrument;Guitar,Great_Barrier_Reef,Guitar,4,3,1,"[0.08667885608891594, 0.048543843016461884, 0.11652589303264341, 0.20243487558218667]","[0.005281620473782932, 0.014058952086870894, 0.07597557580311025, 0.20243487558218667, 1.0000000000000024]","[False, True, True]","[True, True, True, True]",False,True
736,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
9153,Jake_Gyllenhaal;United_States;Television;Telecommunication;Telephone,Jake_Gyllenhaal,Telephone,4,3,1,"[0.02790077215172531, 0.06616390345677403, 0.224860563972886, 0.2754577294922465]","[0.004428684646169293, 0.0390901526009341, 0.08181015289323952, 0.2754577294922465, 1.0000000000000009]","[True, True, True]","[True, True, True, True]",True,True
4777,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
4136,Asteroid;Earth;Europe;Denmark;Viking,Asteroid,Viking,4,3,1,"[0.1618323538204031, 0.08556400889779398, 0.17117816002511407, 0.130823937394943]","[0.012289411951835442, 0.022808198571852872, 0.09356618772248869, 0.130823937394943, 1.0000000000000009]","[False, True, False]","[True, True, True, True]",False,True
12089,Blue_shark;South_America;Brazil;Football_%28soccer%29;Football,Blue_shark,Football,4,3,1,"[0.03405531028428084, 0.31008750953035497, 0.04549458166959656, 0.6707995858558472]","[0.011927130747667589, 0.026938601380583942, 0.042795136557771785, 0.6707995858558472, 0.9999999999999983]","[True, False, True]","[True, True, True, True]",False,True
4705,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
5197,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
2968,New_moon;Iran;United_Nations;France;French_language,New_moon,French_language,4,3,1,"[0.02897749544812562, 0.13926834825764578, 0.17337590903920866, 0.30480994070258877]","[0.011951760695759433, 0.04753621270794726, 0.09832783837858894, 0.30480994070258877, 1.0000000000000002]","[True, True, True]","[True, True, True, True]",True,True
4977,Brain;Southern_United_States;United_States;Computer;Telephone,Brain,Telephone,4,3,1,"[0.0234819759618668, 0.37858245913607974, 0.036229024125313446, 0.05165148359785569]","[0.01987493081672035, 0.024119126238859884, 0.0390901526009341, 0.05165148359785569, 1.0000000000000009]","[True, False, True]","[True, True, True, True]",False,True
7726,Coin;United_Kingdom;England;Portsmouth;Southampton,Coin,Southampton,4,3,1,"[0.048273362504904826, 0.5659328445737464, 0.08187196988391267, 0.11376319892803442]","[0.00872680043863157, 0.09051264186980103, 0.09770927906401583, 0.11376319892803442, 0.9999999999999996]","[True, False, True]","[True, True, True, True]",False,True
11924,Battle_of_Moscow;World_War_II;United_Kingdom;Ireland;U2,Battle_of_Moscow,U2,4,3,1,"[0.4566196676419975, 0.16681492776032184, 0.38426752940300796, 0.11406713627424277]","[0.017399744616163948, 0.03992364296085108, 0.0672002504413941, 0.11406713627424277, 1.0000000000000022]","[False, True, False]","[True, True, True, True]",False,True
6660,Roan_Antelope;East_Africa;Comoros;Indian_Ocean;Maldives,Roan_Antelope,Maldives,4,3,1,"[0.029856285910228732, 0.1318120957258419, 0.083871318951018, 0.17043164995023924]","[0.0046977531869931664, 0.05493164275263968, 0.09983341642125385, 0.17043164995023924, 0.9999999999999996]","[True, False, True]","[True, True, True, True]",False,True
7188,Chinese_language;English_language;England;History_of_Anglo-Saxon_England;Roman_Britain,Chinese_language,Roman_Britain,4,3,1,"[0.272624049712148, 0.24744514090634143, 0.34764683857242545, 0.23659850917505126]","[0.03192997151880895, 0.0824612500887562, 0.17457490093416267, 0.23659850917505126, 1.0000000000000013]","[False, True, False]","[True, True, True, True]",False,True
10839,Boolean_logic;19th_century;British_Empire;India;Goa,Boolean_logic,Goa,4,3,1,"[0.011662886701755082, 0.2299346985956033, 0.2601823126927008, 0.14191933274159438]","[0.005665999152171818, 0.02345816652799298, 0.05292631484270668, 0.14191933274159438, 0.9999999999999962]","[True, True, False]","[True, True, True, True]",False,True
2865,Tropical_Storm_Zeta_%282005%29;2005_Atlantic_hurricane_season;Atlantic_Ocean;Africa;Burkina_Faso,Tropical Storm Zeta (2005),Burkina_Faso,4,3,1,"[0.452109690188144, 0.11657069271949347, 0.1427463457463413, 0.14611836541335135]","[0.0167000194904374, 0.025446727896513997, 0.057401241995416644, 0.14611836541335135, 1.0000000000000027]","[False, True, True]","[True, True, True, True]",False,True
8847,Sugar;United_States;Hip_hop_music;Rapping;Tupac_Shakur,Sugar,Tupac_Shakur,4,3,1,"[0.05740387700758441, 0.07465012830427427, 0.7100915121494964, 0.1108981049923728]","[0.00513714083406771, 0.03222238459365511, 0.09766881587136937, 0.1108981049923728, 0.9999999999999979]","[True, True, False]","[True, True, True, True]",False,True
10915,Guatemala;United_Kingdom;Roman_Britain;Roman_Empire;Romulus_Augustus,Guatemala,Romulus_Augustus,4,3,1,"[0.0833258229455112, 0.19823078157023094, 0.3842635421407951, 0.3381468649893752]","[0.009902577247226334, 0.025855887634147513, 0.11919322015893347, 0.3381468649893752, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
8889,Sandur;Iceland;Atlantic_Ocean;United_States;Nuclear_weapon,Sandur,Nuclear_weapon,4,3,1,"[0.15841319422250177, 0.16715694687526264, 0.1937470081230291, 0.13216015222215857]","[0.006026332290167668, 0.019238589763478642, 0.02280894083821847, 0.13216015222215857, 0.9999999999999993]","[True, True, False]","[True, True, True, True]",False,True
8493,Venus;Nitrogen;Chemical_element;Periodic_table;Gallium,Venus,Gallium,4,3,1,"[0.03896132889983711, 0.11991359352101352, 0.42318001982105063, 0.09442133129268125]","[0.01651679338743514, 0.05494842323152614, 0.08737828823398557, 0.09442133129268125, 0.9999999999999992]","[True, True, False]","[True, True, True, True]",False,True
1902,Mali;France;Roman_Catholic_Church;Jesus;Josephus,Mali,Josephus,4,3,1,"[0.13949645488250756, 0.054226241307275595, 0.18869421453000393, 0.07846611901263457]","[0.007720925773430597, 0.027713670462482947, 0.0418423046487176, 0.07846611901263457, 1.0000000000000004]","[False, True, False]","[True, True, True, True]",False,True
12074,Blue_Wildebeest;East_Africa;20th_century;United_States;George_W._Bush,Blue_Wildebeest,George_W._Bush,4,3,1,"[0.07607914920167339, 0.06847870856531664, 0.2029312432823103, 0.1930673709043758]","[0.02124994929280615, 0.024177280607740225, 0.05161640339775176, 0.1930673709043758, 0.9999999999999984]","[False, True, False]","[True, True, True, True]",False,True
1703,Industry;Computer;Computer_and_video_games;Nintendo_Entertainment_System;Nintendo,Industry,Nintendo,4,3,1,"[0.048270034894639005, 0.1505697059933653, 0.3095694927751863, 0.6009771802358846]","[0.01886827117072351, 0.033503805884821186, 0.3810670737217536, 0.6009771802358846, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True
8795,Fatty_acid;Chemistry;World_War_II;Soviet_Union;Cold_War,Fatty_acid,Cold_War,4,3,1,"[0.05181149061543081, 0.02270986433010028, 0.3528750412569598, 0.4902879234342389]","[0.00467883560721619, 0.0208091003703299, 0.3675922672762954, 0.4902879234342389, 0.9999999999999992]","[False, True, True]","[True, True, True, True]",False,True
