path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom
achilles tendon;achilles;odysseus;cyclops;elephant;ivory,achilles tendon,ivory,5,4,1,0,1,0,3,2,1,"[0.4789700473306632, 0.16158494258075065, 0.3264267327017834, 0.038090255045271706, 0.2277137686849164]","[0.002528570912873026, 0.0024736650387674345, 0.0020233282196568934, 0.008735112830524945, 0.2277137686849164, 1.000000000000001]","[False, True, False, True]","[False, False, True, True, True]",False,False,5.0,-40.8,18.952572384771415,-65.0,-51.0,-37.0,-37.0,-14.0,4.0,-12.75,9.5,-23.0,-16.25,-14.0,-10.5,0.0,0,1,0,0,0.08514266410271426,1,0.07047806334292024,0,0.0574466128179907
applied mathematics;republic of ireland;20th century;film;charlie chaplin,applied mathematics,charlie chaplin,4,4,1,0,2,0,0,3,3,"[0.026208127733861847, 0.06800616902343408, 0.09701294799763431, 0.15628233612141657]","[0.0035852284880989772, 0.02377759187785106, 0.03838446232810717, 0.15628233612141657, 0.9999999999999984]","[True, True, True]","[True, True, True, True]",True,True,4.0,-188.0,140.68167376504067,-358.0,-262.75,-183.5,-108.75,-27.0,3.0,36.333333333333336,227.01174712629592,-222.0,-47.5,127.0,165.5,204.0,0,0,1,0,0.09911932822285877,0,0.0905591801238782,1,0.06974113786461475
tropical storm leslie (2000);bermuda;spain;christopher columbus;india;socialism,tropical storm leslie (2000),economy of india,5,4,0,2,1,1,1,1,5,"[0.07870735798469979, 0.08220454266185177, 0.1404001075447499, 0.03228610690544825, 0.06688973746125036]","[0.012375716563681284, 0.028378208055027575, 0.07866524950541354, 0.0175282237084293, 0.06688973746125036, 1.0]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-321.4,270.00333331275743,-650.0,-572.0,-178.0,-155.0,-52.0,4.0,-31.5,550.190573044165,-520.0,-501.25,-39.0,430.75,472.0,0,0,0,0,0.0800306569681242,0,0.0703870624997494,0,0.0696994348311209
ringed plover;canada;second boer war;united states;cinema of the united states;star wars episode iv  a new hope;darth vader,ringed plover,darth vader,6,4,1,2,0,0,1,4,3,"[0.04119966572583902, 0.12680724062254425, 0.10569205533452779, 0.13966124285229717, 0.21861147949177906, 0.37011012547777233]","[0.00429945245037716, 0.010510048241968972, 0.0163904405336155, 0.018242806678235406, 0.030049914590539333, 0.37011012547777233, 0.9999999999999963]","[True, False, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-437.6666666666667,596.7966711256579,-1577.0,-512.75,-200.5,-53.25,-27.0,5.0,111.0,1007.079440759268,-1481.0,12.0,266.0,486.0,1272.0,0,0,1,0,0.04476090570537496,0,0.04126976004995344,1,0.024584196511901656
algebra;mathematics;writing;language;sound;music;jazz;united kingdom;the beatles;i want to hold your hand,algebra,i want to hold your hand,9,4,1,2,5,1,1,1,7,"[0.1653146167399044, 0.035610739540031265, 0.1630893759999128, 0.05431262548281427, 0.06581091050574377, 0.3058948073630277, 0.0380482129386984, 0.11260174569806237, 0.6631664447852234]","[0.006937855241167585, 0.014621767207867634, 0.020519997883626927, 0.015658760228162656, 0.012135090521405647, 0.03856126299532847, 0.054883218255268984, 0.06714585670206599, 0.6631664447852234, 0.999999999999999]","[False, True, False, True, True, False, True, True]","[True, True, False, False, True, True, True, True, True]",False,False,9.0,-213.44444444444449,298.3027451730503,-996.0,-170.0,-102.0,-86.0,-57.0,8.0,13.5,452.0395052268267,-894.0,-36.0,31.0,104.25,769.0,0,0,0,0,0.025382855604176427,0,0.024124673539660607,0,0.02458616615228009
university;england;london;tower of london,university,sparrow,3,4,0,0,0,2,0,2,4,"[0.04516503971507603, 0.2820032973974934, 0.19370247055570222]","[0.03580941269449915, 0.09173422991623274, 0.19370247055570222, 1.0000000000000004]","[True, False]","[True, True, True]",False,True,3.0,-558.0,365.65967784266286,-781.0,-769.0,-757.0,-446.5,-136.0,2.0,322.5,422.14274836836887,24.0,173.25,322.5,471.75,621.0,0,0,1,0,0.10868494925339194,0,0.07106596656542453,1,0.1402890039342209
mass rapid transit (singapore);singapore;english language;united states;cold war,mass rapid transit (singapore),project vanguard,4,4,0,1,1,1,1,1,3,"[0.2157143158207433, 0.06884236690665942, 0.1636756083880345, 0.2099465090388991]","[0.0240833812183308, 0.041134689601639456, 0.04625561771840566, 0.2099465090388991, 0.9999999999999992]","[False, True, True]","[True, True, True, True]",False,True,4.0,-726.25,665.0174809732448,-1667.0,-910.25,-558.0,-374.0,-122.0,3.0,-112.0,1168.2093134365948,-1009.0,-772.5,-536.0,336.5,1209.0,0,0,0,0,0.10959743883636736,0,0.034116601624873295,0,0.14046292242616454
silicon;periodic table;list of elements by name;hydrogen,silicon,lake albert,3,4,0,1,0,0,1,2,2,"[0.0628091792560809, 0.34389940827765375, 0.0771914480436601]","[0.05897494957845754, 0.17022968363641197, 0.0771914480436601, 1.0000000000000002]","[True, False]","[True, False, True]",False,False,3.0,-225.0,64.8613906727261,-272.0,-262.0,-252.0,-201.5,-151.0,2.0,-60.5,57.27564927611035,-101.0,-80.75,-60.5,-40.25,-20.0,0,0,1,0,0.131873121921268,0,0.13230213248148673,1,0.11066437090147203
liberia;united states;liberal democracy;election;democracy;alexander the great,liberia,history of democracy,5,4,0,1,0,2,1,2,4,"[0.1266049273648309, 0.16629949489279391, 0.3902941189694271, 0.4018453467538895, 0.04051727204964566]","[0.014430822398564889, 0.050266998299729575, 0.02654667771394954, 0.02243656421288993, 0.04051727204964566, 1.0000000000000016]","[True, True, True, False]","[True, False, False, True, True]",False,False,5.0,-455.4,629.1909884923654,-1570.0,-317.0,-181.0,-120.0,-89.0,4.0,362.5,607.8796481760734,-92.0,22.75,144.5,484.25,1253.0,0,0,0,0,0.061779709249908776,0,0.08501374316700994,0,0.11048468125300097
ununhexium;russia;united states;california;lake tahoe,ununhexium,lake tahoe,4,4,1,2,0,0,0,3,5,"[0.028417978418547492, 0.24756651162775425, 0.21403081917738626, 0.11806099011593127]","[0.006734347430480257, 0.03208479332589381, 0.04866903619596878, 0.11806099011593127, 1.0000000000000018]","[True, False, False]","[True, True, True, True]",False,True,4.0,-692.25,682.4873014691677,-1654.0,-820.75,-537.0,-408.5,-41.0,3.0,163.33333333333334,1154.8637726300592,-1123.0,-310.5,502.0,806.5,1111.0,0,0,1,0,0.09097166357859028,0,0.15107037530018616,1,0.1028855298369109
star trek  deep space nine;united states;maize;pea;butter;edible salt,star trek  deep space nine,black pepper,5,4,0,2,0,2,2,0,2,"[0.051318505557295946, 0.07546147662443474, 0.03597171072290793, 0.03077075167896779, 0.024379827541979142]","[0.0060017803955121785, 0.027467814718196704, 0.015341580488188771, 0.025921089595035987, 0.024379827541979142, 1.000000000000001]","[True, False, False, False]","[True, False, True, False, True]",False,False,5.0,-419.2,653.3128653256416,-1563.0,-365.0,-66.0,-60.0,-42.0,4.0,375.75,565.9071625864676,-18.0,13.5,161.5,523.75,1198.0,0,0,0,0,0.06392312043392744,0,0.10749413276314017,0,0.10287619858598625
wayne rooney;england;christopher wren;magnetism;electrical resistance,wayne rooney,electrical resistance,4,4,1,0,1,1,0,3,4,"[0.09157021382589575, 0.06806986241304017, 0.01237131606822347, 0.10946690359447078]","[0.0041310054058913874, 0.014105968905993435, 0.004232434080003437, 0.10946690359447078, 1.0000000000000016]","[False, False, True]","[True, False, True, True]",False,False,4.0,-293.0,319.27000067863145,-765.0,-331.5,-173.0,-134.5,-61.0,3.0,234.66666666666663,299.38826518975884,28.0,63.0,98.0,338.0,578.0,0,0,1,0,0.09405975086680397,0,0.09334621330217222,1,0.096934300949272
firefly (tv series);united states;country;earth;south america;amazon river;biodiversity,firefly (tv series),amazon parrot,6,4,0,1,1,4,0,1,4,"[0.061886009819355284, 0.2788576314109416, 0.045261276046614146, 0.07640993057410175, 0.20173997954683423, 0.04654695846347404]","[0.01347594072777106, 0.07844155291633706, 0.033008561190650335, 0.07481280250218737, 0.04212902579555674, 0.04654695846347404, 0.9999999999999988]","[True, False, True, True, False]","[True, False, True, False, True, True]",False,False,6.0,-465.1666666666667,552.0555829503643,-1565.0,-370.5,-323.0,-159.25,-89.0,5.0,295.2,513.7652187526905,-74.0,28.0,88.0,243.0,1191.0,0,0,0,0,0.04642987912953795,0,0.05115142906252208,0,0.09685562219523354
john mcenroe;australian open;sydney;australia;kangaroo;wallaby,john mcenroe,wallaby,5,4,1,0,3,0,0,3,4,"[0.2004166901800835, 0.07312549035118464, 0.17151479441140907, 0.10016390456246896, 0.10084205566630683]","[0.0023103764014321907, 0.009591324736294114, 0.01718350762916098, 0.035617559306033664, 0.10084205566630683, 1.0000000000000004]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-169.2,241.5226697434425,-598.0,-100.0,-78.0,-48.0,-22.0,4.0,6.5,418.4172558583119,-520.0,-152.5,24.0,183.0,498.0,0,0,1,0,0.07712307975357646,0,0.062062666173690974,1,0.05697347627415944
j. r. r. tolkien;united states;canada;montreal;montreal metro,j. r. r. tolkien,montreal metro,4,4,1,0,0,3,0,2,4,"[0.03631371599113804, 0.28943270675633215, 0.18969698798456294, 0.45747094968999813]","[0.010727117754008005, 0.05951129075401272, 0.07404766262997489, 0.45747094968999813, 1.0000000000000027]","[True, False, True]","[True, True, True, True]",False,True,4.0,-666.0,722.6110064665959,-1605.0,-1048.5,-490.0,-107.5,-79.0,3.0,508.6666666666667,407.6141966778553,38.0,390.0,742.0,744.0,746.0,0,0,0,0,0.056036586032266654,0,0.16513237743085948,0,0.05691281060364422
columba;dark ages;20th century;nitrogen,columba,bromine,3,4,0,0,1,0,1,2,3,"[0.028015493933314643, 0.06927874264460583, 0.039122906314959564]","[0.004950682305442892, 0.014198179119370545, 0.039122906314959564, 1.0000000000000002]","[True, False]","[True, True, True]",False,True,3.0,-187.0,147.9290370414139,-328.0,-264.0,-200.0,-116.5,-33.0,2.0,-83.5,299.10616844190963,-295.0,-189.25,-83.5,22.25,128.0,0,0,1,0,0.1391160999487567,0,0.09371527030890894,1,0.0868314478006374
ho chi minh city;united states;television;film;animation;the lion king,ho chi minh city,the lion king,5,4,1,0,1,1,2,2,5,"[0.0814651430700687, 0.06616390345677403, 0.1588482733601337, 0.3288786045253524, 0.09326579797313383]","[0.007170239987812572, 0.027444302248325277, 0.0343616884128184, 0.15302796191567672, 0.09326579797313383, 0.9999999999999987]","[False, True, True, False]","[True, True, True, False, True]",False,False,5.0,-445.0,650.9397053491207,-1567.0,-450.0,-159.0,-41.0,-8.0,4.0,389.75,496.5758585889303,33.0,96.75,204.5,497.5,1117.0,0,0,0,0,0.05997042995752329,0,0.08381042803067817,0,0.08685592289456184
universe;german language;united kingdom;republic of ireland;united states;cinema of the united states,universe,diane keaton,5,4,0,1,1,0,1,3,4,"[0.02717458003090055, 0.07441443081849405, 0.38043427636273563, 0.1896516225796615, 0.13966124285229717]","[0.018538575709173808, 0.0437190181916013, 0.06784559442430921, 0.04233663622821922, 0.13966124285229717, 1.000000000000001]","[True, True, False, False]","[True, True, False, True, True]",False,False,5.0,-698.4,605.2923260706351,-1603.0,-1047.0,-305.0,-294.0,-243.0,4.0,-15.5,1239.7242973069992,-1309.0,-930.25,-25.5,889.25,1298.0,0,0,1,0,0.06226528607398922,0,0.09358402853186056,1,0.08902453460891058
stock;united states;volcano;magma;oxygen;hydrogen peroxide,stock,hydrogen peroxide,5,4,1,1,0,3,1,1,2,"[0.057839036311876424, 0.06750321276337654, 0.17671974040589225, 0.0703243002784752, 0.2264333513070868]","[0.009645853424205953, 0.015491976896863638, 0.042701889041841294, 0.023996600022457987, 0.2264333513070868, 1.000000000000001]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-468.0,628.8350340113057,-1562.0,-421.0,-220.0,-100.0,-37.0,4.0,381.25,538.9510645689459,-120.0,107.25,252.0,526.0,1141.0,0,0,0,0,0.05938960107897766,0,0.08221268925135912,0,0.08898900921818263
penguin;emperor penguin;fish;organism,penguin,apricot,3,4,0,1,0,0,1,2,0,"[0.7142871185082981, 0.045083230477814304, 0.08690071114660747]","[0.030575175623681745, 0.02641717216499099, 0.08690071114660747, 0.9999999999999994]","[False, True]","[False, True, True]",False,False,3.0,-82.66666666666667,65.25590650150632,-156.0,-108.5,-61.0,-46.0,-31.0,2.0,-15.0,155.56349186104046,-125.0,-70.0,-15.0,40.0,95.0,0,0,1,0,0.13421127250587442,0,0.10736363194053618,1,0.08231956299903417
florida east coast railway;coal;electricity;physics;acceleration,florida east coast railway,acceleration,4,4,1,1,1,1,1,1,4,"[0.015841714821890146, 0.07105583891019424, 0.1515114472623169, 0.12254142745771084]","[0.004887278473321461, 0.012982860033773433, 0.03501367883726856, 0.12254142745771084, 0.9999999999999993]","[True, True, False]","[True, True, True, True]",False,True,4.0,-148.75,20.678088241743563,-168.0,-165.0,-151.0,-134.75,-125.0,3.0,4.333333333333333,34.50120770833006,-30.0,-13.0,4.0,21.5,39.0,0,0,0,0,0.10092697795066677,0,0.10267012686886245,0,0.082375038703652
henry vi of england;france;aids;dna;protein;atom;chemical element;periodic table;rhodium,henry vi of england,rhodium,8,4,1,0,0,3,1,5,6,"[0.11915813264754956, 0.040650218286693754, 0.022512272751427743, 0.1716337569502609, 0.06131049362159926, 0.40888879072408474, 0.42318001982105063, 0.11096805932155679]","[0.00923646480618739, 0.019361283557309095, 0.010656659657024045, 0.012859270706748346, 0.02520885546855008, 0.07361720678502176, 0.11229530214554942, 0.11096805932155679, 1.0000000000000027]","[False, False, True, False, True, True, False]","[True, False, True, True, True, True, False, True]",False,False,8.0,-246.125,295.8211030335733,-976.0,-164.5,-143.5,-136.75,-97.0,7.0,118.71428571428572,310.07403109887287,-81.0,1.0,22.0,36.0,816.0,0,0,1,0,0.03348971655872335,0,0.04372346643515406,1,0.05722755727990157
angelica;iceland;internet;world wide web;google;gmail,angelica,gmail,5,4,1,0,1,1,3,1,3,"[0.008771698728294527, 0.03702981481555883, 0.3934715901446399, 0.08608079564840988, 0.41028130832026033]","[0.0005107205816924982, 0.008341547339259278, 0.07827550601849322, 0.07853038386322857, 0.41028130832026033, 1.0000000000000013]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-82.6,61.78430221342634,-162.0,-135.0,-52.0,-41.0,-23.0,4.0,28.0,58.13203362461469,-27.0,1.5,14.5,41.0,110.0,0,1,0,0,0.08140629560962065,1,0.07122199119952144,0,0.05721862629176559
2005 sumatra earthquake;united nations;united kingdom;charles dickens;a christmas carol,2005 sumatra earthquake,a christmas carol,4,4,1,0,1,0,1,3,3,"[0.03262571204879951, 0.1883090681413354, 0.05334494903240382, 0.1552340617052781]","[0.005391873574415902, 0.012274872747188394, 0.018726357064903016, 0.1552340617052781, 1.000000000000001]","[True, False, True]","[True, True, True, True]",False,True,4.0,-416.0,463.8642042667229,-1083.0,-533.25,-277.0,-159.75,-27.0,3.0,107.66666666666669,808.2334646210421,-733.0,-278.0,177.0,528.0,879.0,0,0,1,0,0.08943267607460696,0,0.07879058580378298,1,0.07519090239349643
myco-heterotrophy;plant;scotland;folklore;scottish mythology,myco-heterotrophy,scottish mythology,4,4,1,2,0,0,1,2,2,"[0.20257176459266404, 0.026148175122434805, 0.022332701091525617, 0.1547178860274764]","[0.009072775150048566, 0.021235749924924798, 0.24806095545548973, 0.1547178860274764, 0.9999999999999991]","[False, False, True]","[True, True, False, True]",False,False,4.0,-191.75,160.20689747947807,-406.0,-240.25,-171.0,-122.5,-19.0,3.0,55.333333333333336,245.66304836774563,-221.0,-41.5,138.0,193.5,249.0,0,0,0,0,0.10127472375035225,0,0.0962774644076705,0,0.07519029958706816
red dwarf;earth;north america;united states;sport,red dwarf,tiger woods,4,4,0,0,1,1,0,3,3,"[0.10590186405309736, 0.09456767540370772, 0.3308730019703287, 0.08507289258242368]","[0.012137678977687003, 0.02207325253310987, 0.024861960001271236, 0.08507289258242368, 0.9999999999999983]","[False, True, False]","[True, True, True, True]",False,True,4.0,-696.25,628.4384748459205,-1626.0,-801.0,-440.5,-335.75,-278.0,3.0,-25.666666666666668,1201.034692810051,-1100.0,-674.0,-248.0,511.5,1271.0,0,0,1,0,0.08814714593003693,0,0.07098173536907577,1,0.12154012618365462
citizenship;united kingdom;british monarchy;ireland,citizenship,color blindness,3,4,0,1,3,0,0,0,3,"[0.09616402411650031, 0.4382186014161955, 0.20987989371149493]","[0.060729048701885495, 0.38426752940300796, 0.20987989371149493, 1.0000000000000009]","[True, False]","[True, False, True]",False,False,3.0,-551.6666666666666,395.7831898064056,-994.0,-712.0,-430.0,-330.5,-231.0,2.0,282.0,680.2367235014588,-199.0,41.5,282.0,522.5,763.0,0,0,0,0,0.10820191561714775,0,0.1636287522885233,0,0.12136447847607458
swiss federal council;corporation;andrew carnegie;petroleum;oil reservoir,swiss federal council,henry h. rogers,4,4,0,1,0,0,1,3,0,"[0.055877211522630185, 0.06244486089377019, 0.02499254311703592, 0.41578893325752025]","[0.006175907101832396, 0.013717198356915627, 0.013343593928630847, 0.41578893325752025, 0.9999999999999994]","[True, False, True]","[True, False, True, True]",False,False,4.0,-92.5,80.10201828501785,-209.0,-110.75,-65.5,-47.25,-30.0,3.0,-8.333333333333334,157.35734280081542,-179.0,-78.0,23.0,77.0,131.0,0,0,1,0,0.10325535156559738,0,0.08869920026825037,1,0.06798256630254987
bean;estonia;european union;france;louis xiv of france;list of french monarchs,bean,list of french monarchs,5,4,1,2,0,2,1,1,3,"[0.018043490404640317, 0.14169089236977492, 0.28587086995307237, 0.2622582006672423, 0.3699298744316935]","[0.0021118590246625457, 0.021728788300895377, 0.031729302465022036, 0.22859326029847146, 0.3699298744316935, 1.0000000000000022]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-324.6,437.73199563203053,-1090.0,-288.0,-117.0,-77.0,-51.0,4.0,6.5,739.062694679326,-802.0,-358.75,-72.5,292.75,973.0,0,0,0,0,0.072050301282128,0,0.05659936798418284,0,0.06797325249012175
basketball;university of chicago;university of cambridge;cambridge;acorn computers,basketball,acorn computers,4,4,1,0,1,0,1,3,4,"[0.08285997148852568, 0.28533220766502, 0.7035041510633643, 0.09348678583549443]","[0.01665392281298541, 0.028342920660938978, 0.07142815470834352, 0.09348678583549443, 1.0000000000000022]","[True, True, False]","[True, True, True, True]",False,True,4.0,-70.75,29.87055406248769,-107.0,-86.75,-69.5,-53.5,-37.0,3.0,7.333333333333333,48.58326186386967,-48.0,-10.5,27.0,35.0,43.0,0,0,1,0,0.10370159248457772,0,0.08987475077474408,1,0.06990253114869874
great crested grebe;crustacean;fresh water;fish;chordate,great crested grebe,chromatophore,4,4,0,0,2,2,0,1,0,"[0.032374767453685664, 0.03820955327723915, 0.16395532223984266, 0.29440226900138056]","[0.02306755250846634, 0.046046147354199186, 0.030255865722393818, 0.29440226900138056, 0.999999999999999]","[True, True, True]","[True, False, True, True]",True,False,4.0,-148.0,143.86336109887975,-349.0,-203.5,-100.5,-45.0,-42.0,3.0,-101.0,99.54396013822236,-194.0,-153.5,-113.0,-54.5,4.0,0,0,0,0,0.10612049359255359,0,0.0948418731166352,0,0.06990101973774347
immanuel kant;isaac newton;alchemy;hydrochloric acid;zinc chloride;zinc;aluminium;aluminium chloride,immanuel kant,aluminium chloride,7,4,1,0,0,2,2,4,4,"[0.04534175500991324, 0.10695801027649887, 0.03986801776568561, 0.21870167592264678, 0.5116723945270821, 0.07147315646541195, 0.46528868912911053]","[0.0055014199378828135, 0.005604259653642687, 0.015852198130732523, 0.20945719557051634, 0.2939332491092985, 0.039958363461640715, 0.46528868912911053, 1.0000000000000018]","[True, False, True, True, False, True]","[True, True, True, True, False, True, True]",False,False,7.0,-96.0,36.3272166105066,-141.0,-116.5,-107.0,-80.0,-31.0,6.0,3.8333333333333335,60.82899527911559,-66.0,-37.5,-8.5,42.25,94.0,0,0,1,0,0.050587563680328,0,0.03945363555243826,1,0.04107655439602452
rabbit;japan;united kingdom;english channel;portsmouth;hampshire;dorset;weymouth,rabbit,weymouth,7,4,1,1,2,0,3,2,6,"[0.012798655897565596, 0.14506975007989995, 0.08481706652501457, 0.07811134439334529, 0.33909832421165, 0.253560634032289, 0.3379221657498622]","[0.004131590449119101, 0.031864691565917216, 0.08150975561494937, 0.06744214035889644, 0.04785631454060606, 0.0773996668172519, 0.3379221657498622, 1.0000000000000007]","[True, False, False, True, False, True]","[True, True, False, False, True, True, True]",False,False,7.0,-303.0,388.0073023367816,-1068.0,-404.0,-80.0,-58.0,-49.0,6.0,88.83333333333333,430.8338039971639,-486.0,-16.0,13.5,135.25,842.0,0,0,0,0,0.04186576387910906,0,0.050424213074330045,0,0.04107894038531819
vatican city;roman catholic church;christianity;religion;evolution;computer;internet;music;art;andy warhol;united states;california;film;dvd;sony,vatican city,serenity (film),14,4,0,1,3,2,1,8,12,"[0.212342244933775, 0.44790303236014606, 0.21524810071320838, 0.09312631985595854, 0.0428157660125164, 0.15508945232527868, 0.031160060060122598, 0.10507580021227184, 0.12784401205331777, 0.03622342347695567, 0.21403081917738626, 0.02491800278698393, 0.04747941425281685, 0.1612785013114993]","[0.019742422708820293, 0.00993608843629704, 0.009122903811346839, 0.012898082061742965, 0.008717449845303997, 0.05586503165034234, 0.03486664369376479, 0.042941887268262854, 0.011722955031045661, 0.01099444808352375, 0.03771261673170065, 0.02676994131551144, 0.0611440322931788, 0.1612785013114993, 1.0000000000000018]","[True, False, False, False, True, False, True, True, False, True, False, True, True]","[False, False, True, False, True, False, True, False, False, True, False, True, True, True]",False,False,14.0,-291.7142857142857,389.39902978256686,-1560.0,-263.0,-158.5,-130.75,-20.0,13.0,19.923076923076923,534.0409568467044,-1481.0,1.0,54.0,97.0,1017.0,0,0,1,0,0.006346464513922372,0,0.006194375157215544,1,0.008351652252146624
"the iron bridge;world heritage site;europe;arctic ocean;united kingdom;church of england;archbishop of canterbury;london;trafalgar square;national gallery, london;british house of commons;oxford;liberal democrats;parliament of the united kingdom;speaker of the british house of commons;united kingdom",the iron bridge,thomas samuel kuhn,15,4,0,1,1,3,6,5,12,"[0.04097841532167343, 0.1254317756927816, 0.1370712614150967, 0.06651849841164366, 0.2527908690519041, 0.4131994729689365, 0.07892625885595507, 0.16673328434869658, 0.24260141454055742, 0.06703910408452836, 0.037316805904928245, 0.0606309207262372, 0.1327525263280634, 0.37206028618251724, 0.08560473509138566]","[0.03730959683462239, 0.10623021175386249, 0.2417890222080024, 0.06651849841164366, 1.0000000000000027, 0.2527908690519041, 0.12130204377894052, 0.25594756589287465, 0.10625608962367725, 0.09133992475616308, 0.2143063408281593, 0.09301975113370789, 0.15301907801937956, 0.3111901355247522, 0.08560473509138566, 1.0000000000000027]","[True, True, False, True, True, False, True, True, False, False, True, True, True, False]","[True, True, False, True, False, False, True, False, False, True, False, True, True, False, True]",False,False,15.0,-320.26666666666665,372.4679212777288,-994.0,-433.5,-115.0,-85.5,-50.0,14.0,-63.642857142857146,551.464708005711,-925.0,-399.75,23.5,131.75,794.0,0,0,0,0,0.0053035223646455375,0,0.008271730460233053,0,0.00840671233742587
canola;fossil fuel;global warming;solar system;1 ceres,canola,ceres (dwarf planet),4,4,0,1,0,0,0,4,1,"[0.07605144506399134, 0.20292735953238153, 0.11734681572894033, 0.2773214720855387]","[0.004267455639867222, 0.011009441208080971, 0.029016472614057414, 0.2773214720855387, 1.0000000000000018]","[True, False, True]","[True, True, True, True]",False,True,4.0,-78.5,37.863790970618176,-129.0,-91.5,-73.5,-60.5,-38.0,3.0,-10.0,61.652250567193406,-50.0,-45.5,-41.0,10.0,61.0,0,0,1,0,0.10637105628595579,0,0.08306842080125235,1,0.0735543976122565
london;tide;ocean;whale;sperm whale,london,sperm whale,4,4,1,0,1,1,3,0,1,"[0.016921518666831444, 0.12114238291394105, 0.041113814132306054, 0.57525917411227]","[0.014941046672258158, 0.016023350092346098, 0.0366733952908424, 0.57525917411227, 1.0000000000000024]","[True, False, True]","[True, True, True, True]",False,True,4.0,-84.0,42.481368465089105,-138.0,-100.5,-81.5,-65.0,-35.0,3.0,34.333333333333336,19.13983629327412,13.0,26.5,40.0,45.0,50.0,0,1,0,0,0.10352629079042784,1,0.09236217884686176,0,0.07353681862487363
anteater;south america;north america;united states;president of the united states;bill clinton,anteater,liberal democrats,5,4,0,2,1,0,0,3,5,"[0.02929612521392372, 0.40199036560535073, 0.3308730019703287, 0.3235514638662403, 0.30117109565763056]","[0.005016591268797074, 0.024483584946676948, 0.02600002439298461, 0.09976316745509597, 0.30117109565763056, 1.0000000000000004]","[True, False, False, False]","[True, True, True, True, True]",False,True,5.0,-591.4,599.1329568634995,-1626.0,-507.0,-455.0,-250.0,-119.0,4.0,32.75,965.7564824184892,-1119.0,-472.5,39.5,544.75,1171.0,0,0,1,0,0.062174345208880766,0,0.04647780551284343,1,0.08441892440432108
anteater;south america;north america;united states;president of the united states;james k. polk,anteater,james k. polk,5,4,1,2,0,0,3,1,5,"[0.02929612521392372, 0.40199036560535073, 0.3308730019703287, 0.3235514638662403, 0.17765619041005032]","[0.0029345449207705877, 0.030855326507696925, 0.062048347014964374, 0.1285899506600435, 0.17765619041005032, 1.0000000000000024]","[True, False, False, False]","[True, True, True, True, True]",False,True,5.0,-581.8,608.8995812118777,-1626.0,-507.0,-455.0,-250.0,-71.0,4.0,44.75,971.0641499578354,-1119.0,-472.5,63.5,580.75,1171.0,0,1,0,0,0.064335239174534,1,0.04397107760218183,0,0.08440986968013126
puerto rico;united states;education in the united states;mathematics;algebra;elementary algebra,puerto rico,elementary algebra,5,4,1,2,1,0,0,3,3,"[0.17466350201989916, 0.26873149331585383, 0.06851741751623948, 0.1653146167399044, 0.4127363337435412]","[0.005256389197042305, 0.014593746223535844, 0.03795740998446686, 0.07484156281346477, 0.4127363337435412, 0.9999999999999988]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-447.0,658.8444429453739,-1609.0,-295.0,-229.0,-81.0,-21.0,4.0,397.0,612.6499816371498,60.0,64.5,107.0,439.5,1314.0,0,0,1,0,0.06159187947840153,0,0.056269926588986004,1,0.10843199258503482
walt disney;united states;atlantic ocean;tropical cyclone;global warming,walt disney,north atlantic oscillation,4,4,0,0,3,0,2,0,3,"[0.05649837121835663, 0.1937470081230291, 0.18221142015538325, 0.09398354594788205]","[0.009711198193416823, 0.06525163876266116, 0.06350643917906999, 0.09398354594788205, 1.0000000000000018]","[True, False, False]","[True, False, True, True]",False,False,4.0,-623.25,656.7000203035376,-1575.0,-800.25,-382.5,-205.5,-153.0,3.0,474.0,499.8609806736269,70.0,194.5,319.0,676.0,1033.0,0,0,0,0,0.06972244294697005,0,0.12153407546787098,0,0.10832914932500978
great comet of 1882;south africa;continent;europe;world war ii;nazi germany,great comet of 1882,atonality,5,4,0,0,1,1,1,3,5,"[0.047091908923851226, 0.1409114882824873, 0.22576520972650793, 0.16518653097644026, 0.3378407160120004]","[0.010128827907557154, 0.0637392063972993, 0.023768160319663324, 0.08726201994910306, 0.3378407160120004, 1.0000000000000007]","[True, True, False, True]","[True, False, True, True, True]",False,False,5.0,-525.8,389.8149561009685,-987.0,-908.0,-315.0,-257.0,-162.0,4.0,14.5,614.609632205679,-825.0,-147.0,116.0,277.5,651.0,0,0,1,0,0.0704082111585175,0,0.11534996072943576,1,0.054677138096375616
