path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
united states congress;richard nixon;indira gandhi;india;indian independence movement;sardar vallabhbhai patel,united states congress,sardar vallabhbhai patel,5,4,1,5.0,-188.2,244.95652675525918,-625.0,-105.0,-90.0,-65.0,-56.0,4.0,8.5,442.2431457919953,-560.0,-121.25,37.0,166.75,520.0,0,1,1,3,1,0.061817466152434226,0
orkney;scotland;glasgow;british empire,orkney,comet hale-bopp,3,4,0,3.0,-245.66666666666666,109.20317455703076,-371.0,-283.0,-195.0,-183.0,-171.0,2.0,88.0,158.39191898578665,-24.0,32.0,88.0,144.0,200.0,2,1,0,1,0,0.1149912259590049,1
james watt;glasgow;scotland;england;london,james watt,london sewerage system,4,4,0,4.0,-520.75,359.63164024688746,-861.0,-783.0,-574.0,-311.75,-74.0,3.0,-227.66666666666666,297.2445682150194,-470.0,-393.5,-317.0,-106.5,104.0,1,0,1,1,2,0.11499031709830293,0
osprey;carolus linnaeus;botany;biodiversity;industry;computer;internet;world wide web;mozilla firefox,osprey,mozilla firefox,8,4,1,8.0,-108.0,68.6648173583615,-240.0,-141.5,-99.5,-51.0,-33.0,7.0,29.571428571428573,90.88244631181011,-52.0,-44.5,19.0,68.5,192.0,5,3,0,0,1,0.03639212671894723,1
maseru;south africa;biodiversity;organism;animal;bird;swan;shelduck;goose,maseru,goose,8,4,1,8.0,-184.25,177.57392826651102,-535.0,-276.25,-123.5,-54.5,-25.0,7.0,41.142857142857146,235.08964855378653,-447.0,19.5,71.0,177.0,271.0,0,2,1,3,3,0.03640094071519037,0
basketball;canada;north america;earth;sun;milky way;star;proxima centauri,basketball,proxima centauri,7,4,1,7.0,-287.85714285714283,199.77105944174244,-598.0,-407.5,-299.0,-117.0,-69.0,6.0,88.16666666666667,74.42692165249525,-18.0,48.0,92.0,127.0,191.0,5,2,1,0,0,0.05719194586971572,1
e. e. cummings;modernist poetry in english;poland;nazi germany;adolf hitler;friedrich nietzsche;richard wagner,e. e. cummings,triumph of the will,6,4,0,6.0,-149.33333333333334,110.2155463928146,-337.0,-187.75,-128.5,-86.5,-22.0,5.0,-11.8,175.13052275374503,-315.0,22.0,45.0,51.0,138.0,2,1,1,3,0,0.05719838009132203,0
gaza strip;mediterranean sea;latin;portugal,gaza strip,music of trinidad and tobago,3,4,0,3.0,-356.6666666666667,142.58447788358077,-502.0,-426.5,-351.0,-284.0,-217.0,2.0,-67.0,308.2985565973347,-285.0,-176.0,-67.0,42.0,151.0,2,0,1,0,1,0.1305358567144304,1
roman villa;roman empire;christianity;middle ages,roman villa,yak,3,4,0,3.0,-304.6666666666667,81.61699169494875,-394.0,-340.0,-286.0,-260.0,-234.0,2.0,-26.0,189.50461735799473,-160.0,-93.0,-26.0,41.0,108.0,0,1,0,2,1,0.13035913666172816,0
leeds;egypt;africa;south africa;lesotho,leeds,african penguin,4,4,0,4.0,-402.0,180.49192041012066,-545.0,-527.0,-456.0,-331.0,-151.0,3.0,80.0,266.4507459175147,-154.0,-65.0,24.0,197.0,370.0,3,1,0,0,1,0.07441244418162833,1
henrik ibsen;italy;japan;mario;super mario bros.,henrik ibsen,super mario bros.,4,4,1,4.0,-335.0,318.85733486937386,-656.0,-583.25,-331.0,-82.75,-22.0,3.0,179.0,335.8987942818491,-97.0,-8.0,81.0,317.0,553.0,0,2,1,1,1,0.07441044059358667,0
socialism;money;coin;japan;mario;sonic the hedgehog (character),socialism,sonic the hedgehog (character),5,4,1,5.0,-167.6,239.18883753218918,-592.0,-103.0,-69.0,-56.0,-18.0,4.0,12.75,421.56879628359593,-536.0,-124.25,49.0,186.0,489.0,3,2,1,0,0,0.0586728401177009,1
great comet;solar system;earth;united states;minnesota;boundary waters canoe area wilderness,great comet,boundary waters canoe area wilderness,5,4,1,5.0,-500.8,664.444279078389,-1667.0,-348.0,-325.0,-103.0,-61.0,4.0,10.5,1106.3358441269088,-1342.0,-502.0,32.5,545.0,1319.0,1,0,1,2,2,0.05865173440191953,0
pinworm;animal;australian green tree frog;australia;melbourne,pinworm,melbourne,4,4,1,4.0,-312.0,267.17909099827904,-583.0,-514.75,-318.0,-115.25,-29.0,3.0,116.0,580.3610944920413,-554.0,-57.5,439.0,451.0,463.0,3,1,0,0,1,0.0711171732815285,1
corundum;greece;olympic games;baseball;babe ruth,corundum,babe ruth,4,4,1,4.0,-164.0,93.72655262339838,-253.0,-207.25,-185.5,-142.25,-32.0,3.0,73.66666666666667,67.89207121110192,13.0,37.0,61.0,104.0,147.0,1,1,3,0,0,0.07110146191113355,0
perl;unix;internet;asia;people's republic of china;police state,perl,police state,5,4,1,5.0,-212.8,178.46764412632336,-420.0,-388.0,-133.0,-90.0,-33.0,4.0,-14.25,247.74768751023018,-255.0,-138.75,-66.0,58.5,330.0,3,0,2,1,0,0.07076206161173973,1
phoenix (spacecraft);germany;adolf hitler;propaganda;nazism;adolf hitler;germany,phoenix (spacecraft),triumph of the will,6,4,0,6.0,-386.6666666666667,312.69068848730797,-819.0,-632.25,-221.0,-159.25,-151.0,5.0,-13.6,411.96941634058226,-662.0,-15.0,9.0,125.0,475.0,1,2,1,1,2,0.07077382661528271,0
irish theatre;slavery;hiv;tuberculosis;diabetes mellitus;stroke;brain;huntington's disease,irish theatre,tourette syndrome,7,4,0,7.0,-85.28571428571429,40.88485573621886,-148.0,-111.0,-67.0,-59.0,-42.0,6.0,13.333333333333334,33.326665999866634,-25.0,-8.75,6.0,35.75,61.0,5,0,1,1,1,0.045843924966347836,1
osaka;country;earth;calcium;potassium;sodium;sodium hydroxide;sodium sulfate,osaka,sodium sulfate,7,4,1,7.0,-129.71428571428572,86.9975369109461,-286.0,-156.0,-111.0,-85.5,-28.0,6.0,14.166666666666666,97.63486399164321,-173.0,8.0,41.5,78.0,88.0,3,2,3,0,0,0.045844001127041824,0
pentateuch;christianity;spain;france;germany;robert schumann,pentateuch,robert schumann,5,4,1,5.0,-596.8,350.02671326628774,-1046.0,-826.0,-586.0,-343.0,-183.0,4.0,40.0,491.96815615105277,-460.0,-297.25,-11.5,325.75,643.0,3,1,2,0,0,0.08241845820214769,1
oregano;flower;extinction;dinosaur;brachiosaurus,oregano,brachiosaurus,4,4,1,4.0,-103.0,23.678400846904054,-135.0,-111.75,-99.0,-90.25,-79.0,3.0,3.3333333333333335,52.00320502943384,-56.0,-15.5,25.0,33.0,41.0,0,1,0,3,1,0.08242401897817397,0
tornado;cloud;sulfuric acid;hydrogen;periodic table;bohrium,tornado,bohrium,5,4,1,5.0,-125.2,60.39205245725633,-197.0,-164.0,-139.0,-63.0,-63.0,4.0,-19.0,77.94442464559818,-134.0,-33.5,12.5,27.0,33.0,3,1,0,1,1,0.07193901443970407,1
"third servile war;rome;washington, d.c.;president of the united states;lyndon b. johnson",third servile war,lyndon b. johnson,4,4,1,4.0,-191.75,76.31677404083587,-240.0,-232.5,-224.5,-183.75,-78.0,3.0,47.0,92.24424101265076,-21.0,-5.5,10.0,81.0,152.0,1,1,1,1,1,0.07193188348009442,0
tokelau;tuna;oxygen;chemical element;californium;curium,tokelau,curium,5,4,1,5.0,-99.4,85.05468828935886,-215.0,-166.0,-45.0,-38.0,-33.0,4.0,1.25,127.15967652260419,-177.0,-35.25,30.5,67.0,121.0,3,0,2,1,0,0.06769557089500593,1
the cat in the hat;latin;portugal;africa;kenya;tanzania;mount kilimanjaro,the cat in the hat,mount kilimanjaro,6,4,1,6.0,-331.8333333333333,143.8338161444195,-527.0,-420.0,-333.0,-248.25,-129.0,5.0,62.8,143.17367076386637,-176.0,89.0,92.0,97.0,212.0,1,3,2,0,1,0.06769493753014484,0
earthquake;crust (geology);earth;tellurium;list of elements by name;cerium,earthquake,cerium,5,4,1,5.0,-149.0,79.94373021069256,-276.0,-154.0,-130.0,-129.0,-56.0,4.0,-18.5,152.57894131672737,-220.0,-73.75,-0.5,54.75,147.0,3,0,1,1,1,0.06486750982802206,1
marcus allen;american football;mexico;north america;south america;ecuador;cotopaxi,marcus allen,cotopaxi,6,4,1,6.0,-227.16666666666666,164.95383192477422,-475.0,-311.0,-229.5,-93.25,-43.0,5.0,4.8,191.19021941511548,-220.0,-188.0,129.0,147.0,156.0,2,1,0,2,2,0.0648751162084546,0
saturn;earth;europe;united kingdom;football (soccer);manchester;manchester united f.c.;david beckham,saturn,david beckham,7,4,1,7.0,-443.2857142857143,459.002074899346,-1129.0,-717.5,-305.0,-104.5,-25.0,6.0,46.666666666666664,487.73503735805843,-744.0,-63.25,36.5,237.5,743.0,4,0,2,0,2,0.05043863780347778,1
children's crusade;italy;age of enlightenment;chemistry;water;hydrogen;periodic table;samarium,children's crusade,samarium,7,4,1,7.0,-238.71428571428572,155.9751201161201,-568.0,-261.0,-164.0,-142.5,-132.0,6.0,71.16666666666667,188.58039841581274,-106.0,-31.5,17.5,95.75,424.0,2,2,0,1,3,0.05044354626368542,0
mongoose;europe;london;laurence olivier;royal national theatre,mongoose,royal national theatre,4,4,1,4.0,-458.75,459.59864737253815,-953.0,-796.25,-429.5,-92.0,-23.0,3.0,310.0,282.3880309078273,92.0,150.5,209.0,419.0,629.0,3,1,1,0,0,0.08798249450038371,1
nile;society;united states;president of the united states;zachary taylor,nile,zachary taylor,4,4,1,4.0,-545.0,705.4587160139139,-1569.0,-733.5,-271.0,-82.5,-69.0,3.0,6.0,1339.0683328344376,-1482.0,-548.0,386.0,750.0,1114.0,1,1,0,2,1,0.08797385820391071,0
ichthyosaur;dolphin;australia;germany,ichthyosaur,neighbours,3,4,0,3.0,-488.3333333333333,397.9727796386749,-827.0,-707.5,-588.0,-319.0,-50.0,2.0,-388.5,211.4249275747777,-538.0,-463.25,-388.5,-313.75,-239.0,2,0,1,1,0,0.1358747355065513,1
j. r. r. tolkien;united states;canada;montreal;montreal metro,j. r. r. tolkien,montreal metro,4,4,1,4.0,-666.0,722.6110064665959,-1605.0,-1048.5,-490.0,-107.5,-79.0,3.0,508.6666666666667,407.6141966778553,38.0,390.0,742.0,744.0,746.0,0,2,2,0,1,0.1357847844997064,0
goose;europe;africa;chad;sudan,goose,chadian-sudanese conflict,4,4,0,4.0,-531.75,323.5783006733713,-945.0,-711.75,-455.0,-275.0,-272.0,3.0,224.33333333333334,192.25590584773548,4.0,157.5,311.0,334.5,358.0,3,0,0,1,1,0.13242495181892266,1
john constable;england;british isles;great britain,john constable,yes minister,3,4,0,3.0,-418.0,291.94691298248046,-755.0,-506.0,-257.0,-249.5,-242.0,2.0,249.0,373.3523804664971,-15.0,117.0,249.0,381.0,513.0,1,0,2,1,0,0.132387198248181,0
batman;chemistry;bioinformatics;earth;food;calcium;earth;ecuador;banana,batman,banana,8,4,1,8.0,-163.75,94.71574013104384,-309.0,-214.5,-150.5,-84.25,-57.0,7.0,0.42857142857142855,146.07401907121965,-228.0,-79.5,57.0,107.5,118.0,5,4,0,0,0,0.04076551800910186,1
lovage;fruit;european union;united kingdom;prime minister of the united kingdom;british house of commons;speaker of the british house of commons;tony blair,lovage,politics of the united kingdom,7,4,0,7.0,-279.14285714285717,373.83437891283205,-1103.0,-257.5,-123.0,-85.0,-43.0,6.0,9.333333333333334,543.8483857350932,-816.0,-134.0,33.0,98.75,875.0,3,1,1,1,2,0.040776479283445535,0
bede;great britain;england;english language;india;chess;board game,bede,alternating current,6,4,0,6.0,-438.1666666666667,355.72653354320744,-784.0,-757.75,-458.5,-135.25,-43.0,5.0,29.4,426.6225498025157,-594.0,16.0,41.0,74.0,610.0,4,1,1,1,0,0.062138686738726655,1
jersey zoological park;english channel;great britain;united kingdom;british monarchy;magna carta,jersey zoological park,magna carta,5,4,1,5.0,-331.6,381.73786817658004,-1005.0,-231.0,-211.0,-141.0,-70.0,4.0,-17.75,647.1045124243842,-794.0,-304.25,-25.5,261.0,774.0,2,1,1,0,2,0.062152405404924956,0
computer programming;algorithm;evolution;history of earth;water;fresh water,computer programming,fresh water,5,4,1,5.0,-138.6,95.78517630614874,-286.0,-160.0,-134.0,-79.0,-34.0,4.0,-31.5,150.3118979544423,-207.0,-126.75,-22.5,72.75,126.0,3,0,1,1,1,0.06612905786765763,1
astatine;isaac asimov;united states;caribbean sea;atlantic ocean,astatine,blue whale,4,4,0,4.0,-558.25,697.3489681166334,-1584.0,-659.25,-310.0,-209.0,-29.0,3.0,-80.0,1401.0421121436714,-1555.0,-736.5,82.0,657.5,1233.0,1,3,0,0,1,0.06611872299720674,0
h5n1;animal;australian green tree frog;frog;african clawed frog,h5n1,african clawed frog,4,4,1,4.0,-159.5,241.76641619546749,-522.0,-164.25,-43.5,-38.75,-29.0,3.0,160.0,288.54289109246827,-16.0,-6.5,3.0,248.0,493.0,0,1,2,0,2,0.07186451911740312,0
beaver;animal;australian green tree frog;frog;sesame street,beaver,sesame street,4,4,1,4.0,-159.5,241.76641619546749,-522.0,-164.25,-43.5,-38.75,-29.0,3.0,160.0,288.54289109246827,-16.0,-6.5,3.0,248.0,493.0,3,0,1,0,1,0.07186451911740312,1
eukaryote;dna;thomas jefferson;president of the united states;richard nixon;vietnam,eukaryote,ho chi minh city,5,4,0,5.0,-138.6,53.910110369020764,-199.0,-195.0,-108.0,-104.0,-87.0,4.0,-22.75,95.46508960522341,-108.0,-98.25,-37.0,38.5,91.0,0,0,0,4,2,0.06993038585120136,0
achilles;ethiopia;africa;lion;antelope;bongo (antelope),achilles,bongo (antelope),5,4,1,5.0,-221.6,234.48944539147172,-604.0,-270.0,-155.0,-57.0,-22.0,4.0,33.25,344.1553670461448,-449.0,-86.0,124.0,243.25,334.0,3,0,1,1,1,0.06992666787678743,1
abhidhamma pitaka;university of bristol;england;atlantic ocean;french guiana,abhidhamma pitaka,french guiana,4,4,1,4.0,-340.25,335.56159394861226,-775.0,-508.75,-287.0,-118.5,-12.0,3.0,-47.333333333333336,621.3809888734393,-763.0,-248.5,266.0,310.5,355.0,3,0,0,1,1,0.09163907054848205,1
"coccinellidae;north america;california;los angeles, california;smog",coccinellidae,smog,4,4,1,4.0,-247.25,148.91020784351892,-418.0,-349.0,-226.5,-124.75,-118.0,3.0,97.0,108.58637115218465,-9.0,41.5,92.0,150.0,208.0,2,1,0,2,0,0.09163528708237632,0
pupil;human;society;civilization;revolution;history;sub-saharan africa;south africa;history of south africa in the apartheid era,pupil,history of south africa in the apartheid era,8,4,1,8.0,-154.75,102.2989317078699,-383.0,-177.5,-123.5,-97.0,-64.0,7.0,9.857142857142858,182.3480450232728,-319.0,-41.0,33.0,79.0,279.0,6,0,0,1,2,0.034631571333388005,1
architecture;science;nature;biosphere;life;animal;mammal;bat;vampire bat,architecture,vampire bat,8,4,1,8.0,-156.25,154.56644433474463,-505.0,-188.5,-85.5,-72.25,-33.0,7.0,20.428571428571427,222.2445028512945,-430.0,3.0,31.0,128.5,279.0,2,1,1,3,2,0.03463083654384926,0
history of puerto rico;united states;film;animation;the lion king,history of puerto rico,the lion king,4,4,1,4.0,-518.75,742.2485545062831,-1594.0,-722.5,-236.5,-32.75,-8.0,3.0,528.6666666666666,576.9526265936688,33.0,212.0,391.0,776.5,1162.0,3,0,0,1,1,0.0888700258658772,1
looney tunes;animation;the lion king;forrest gump,looney tunes,tom and jerry (mgm),3,4,0,3.0,-23.0,14.106735979665885,-36.0,-30.5,-25.0,-16.5,-8.0,2.0,5.5,31.81980515339464,-17.0,-5.75,5.5,16.75,28.0,0,1,1,2,0,0.08885964498017168,0
batman;spring heeled jack;nature;plant;fruit;banana,batman,banana,5,4,1,5.0,-115.0,98.60780902139545,-252.0,-177.0,-81.0,-60.0,-5.0,4.0,-19.0,133.27415353323389,-192.0,-89.25,10.0,80.25,96.0,0,2,1,2,1,0.0654294364708318,0
batman;spring heeled jack;nature;plant;fruit;banana,batman,banana,5,4,1,5.0,-115.0,98.60780902139545,-252.0,-177.0,-81.0,-60.0,-5.0,4.0,-19.0,133.27415353323389,-192.0,-89.25,10.0,80.25,96.0,3,1,1,0,1,0.0654294364708318,1
selenium;cancer;bird;reptile;turtle,selenium,boa,4,4,0,4.0,-151.75,90.77215064838629,-269.0,-188.75,-143.5,-106.5,-51.0,3.0,24.666666666666668,146.08330956455407,-144.0,-18.5,107.0,109.0,111.0,3,2,0,0,0,0.08109002226382878,1
computer programming;blaise pascal;paris;cholera;fresh water,computer programming,fresh water,4,4,1,4.0,-142.0,135.56548233234005,-331.0,-193.75,-103.0,-51.25,-31.0,3.0,-9.0,256.26743843102656,-300.0,-105.0,90.0,136.5,183.0,1,2,2,0,0,0.08108804844611509,0
"quartz;cleveland, ohio;new york city;baseball;jackie robinson",quartz,jackie robinson,4,4,1,4.0,-138.75,150.46677374091598,-353.0,-188.75,-86.5,-36.5,-29.0,3.0,3.3333333333333335,280.6676563719684,-314.0,-104.5,105.0,162.0,219.0,3,0,0,0,2,0.08001864610427883,1
zinc chloride;phase (matter);steel;chromium;list of elements by name,zinc chloride,mozilla firefox,4,4,0,4.0,-134.75,35.984950558068945,-164.0,-155.75,-146.0,-125.0,-83.0,3.0,3.6666666666666665,65.65312889218102,-70.0,-22.5,25.0,40.5,56.0,0,0,2,2,1,0.08002104642838982,0
continental crust;granite;water;hydrogen;periodic table;americium,continental crust,americium,5,4,1,5.0,-173.6,82.9897584042754,-284.0,-215.0,-164.0,-144.0,-61.0,4.0,-20.75,117.69274970589026,-154.0,-90.25,-24.5,45.0,120.0,3,0,0,2,1,0.06747399998707837,1
stratford-upon-avon;england;europe;owl;bird;penguin;african penguin,stratford-upon-avon,african penguin,6,4,1,6.0,-402.8333333333333,429.6395776306772,-1103.0,-632.25,-224.0,-105.25,-32.0,5.0,144.4,477.57125122854706,-349.0,-86.0,48.0,187.0,922.0,0,2,1,0,4,0.06747324965947253,0
bean;peanut;united states;world war i,bean,oil painting,3,4,0,3.0,-769.6666666666666,783.103015786131,-1587.0,-1141.5,-696.0,-361.0,-26.0,2.0,-335.0,1733.8258274694144,-1561.0,-948.0,-335.0,278.0,891.0,2,0,1,0,1,0.14741851950822277,1
bantu;africa;asia;india;africa,bantu,basil,4,4,0,4.0,-589.25,110.18582788483583,-746.0,-611.75,-561.5,-539.0,-488.0,3.0,-22.666666666666668,190.8411206562499,-179.0,-129.0,-79.0,55.5,190.0,1,0,1,2,1,0.14784924133328123,0
2-6-0;united states;north korea;china;yangtze river;beijing,2-6-0,giant panda,5,4,0,5.0,-531.4,598.4967000744449,-1553.0,-527.0,-364.0,-108.0,-105.0,4.0,362.0,603.2368246938069,-163.0,-38.5,211.0,611.5,1189.0,3,0,1,0,2,0.08208386440761171,1
calvin coolidge;japan;fishing;shark;angel shark,calvin coolidge,angel shark,4,4,1,4.0,-222.0,252.57606115122366,-590.0,-282.5,-131.0,-70.5,-36.0,3.0,184.66666666666666,196.86882265440948,46.0,72.0,98.0,254.0,410.0,1,0,0,2,2,0.0820791561886872,0
rotterdam;europe;africa;rainforest;monkey;ape,rotterdam,ape,5,4,1,5.0,-384.8,404.08130370013413,-961.0,-634.0,-255.0,-48.0,-26.0,4.0,233.75,158.47896811038785,22.0,160.75,267.0,340.0,379.0,3,2,0,0,1,0.10218180895048228,1
coin;china;yellow river;irrigation,coin,giant panda,3,4,0,3.0,-226.0,251.0398374760468,-515.0,-308.0,-101.0,-81.5,-62.0,2.0,226.5,265.1650429449553,39.0,132.75,226.5,320.25,414.0,0,0,0,1,3,0.10218532502740087,0
navassa island;united states;west virginia;american civil war,navassa island,history of south carolina,3,4,0,3.0,-703.0,784.6521522305281,-1605.0,-965.5,-326.0,-252.0,-178.0,2.0,713.5,799.7377695219852,148.0,430.75,713.5,996.25,1279.0,2,0,2,0,0,0.13381097966210234,1
william gilbert;james i of england;charles i of england;scotland,william gilbert,tiger woods,3,4,0,3.0,-176.33333333333334,174.8180005987179,-377.0,-236.0,-95.0,-76.0,-57.0,2.0,-160.0,172.5340546095176,-282.0,-221.0,-160.0,-99.0,-38.0,1,1,1,0,1,0.13346070748173366,0
central african republic;congo river;river;tide;ocean;tropical cyclone,central african republic,eye (cyclone),5,4,0,5.0,-106.6,33.40359262115379,-141.0,-134.0,-110.0,-88.0,-60.0,4.0,-20.25,46.04617247937118,-53.0,-50.75,-37.0,-6.5,46.0,3,1,1,1,0,0.06822157631296367,1
palestinian territories;united nations;united states;moon;mars;planetary habitability,palestinian territories,planetary habitability,5,4,1,5.0,-520.0,656.7815466348001,-1662.0,-425.0,-347.0,-97.0,-69.0,4.0,69.5,1056.4785847332637,-1315.0,-307.75,178.0,555.25,1237.0,1,4,1,0,0,0.06822557756916821,0
batman;chemistry;magnet;earth,batman,penguin,3,4,0,3.0,-142.0,117.3839852790831,-277.0,-181.0,-85.0,-74.5,-64.0,2.0,-96.0,165.46298679765212,-213.0,-154.5,-96.0,-37.5,21.0,2,0,0,1,1,0.11827553426769986,1
indo-greek kingdom;ancient rome;christianity;jesus,indo-greek kingdom,llywelyn the great,3,4,0,3.0,-267.0,142.16891362038328,-429.0,-319.0,-209.0,-186.0,-163.0,2.0,23.0,343.6538956566621,-220.0,-98.5,23.0,144.5,266.0,0,1,1,2,0,0.11831240327958704,0
sea of galilee;crusades;egypt;currency;gold;gold(iii) chloride,sea of galilee,gold(iii) chloride,5,4,1,5.0,-222.4,158.61210546487303,-411.0,-359.0,-199.0,-84.0,-59.0,4.0,-6.25,234.71738325058075,-352.0,-49.0,83.5,126.25,160.0,3,1,2,0,0,0.07602249869137381,1
atom;metal;lead;firearm;ak-47,atom,ak-47,4,4,1,4.0,-86.75,65.7539605904719,-148.0,-140.5,-90.0,-36.25,-19.0,3.0,43.0,46.357307945997036,10.0,16.5,23.0,59.5,96.0,2,2,0,0,1,0.07602352018212387,0
gnu;at&t;television;telecommunication;radio;radio frequency,gnu,radio frequency,5,4,1,5.0,-80.4,63.539751337253435,-166.0,-131.0,-40.0,-37.0,-28.0,4.0,-3.0,132.62227062852855,-138.0,-105.0,-1.5,100.5,129.0,3,1,2,0,0,0.062105108925119695,1
animation;the lion king;william shakespeare;macbeth;james i of england;william iii of england,animation,william iii of england,5,4,1,5.0,-67.2,60.130690998856814,-164.0,-73.0,-63.0,-28.0,-8.0,4.0,-16.25,119.8620735122944,-156.0,-65.25,-22.5,26.5,136.0,0,4,0,0,2,0.06209028038830971,0
wikispecies;wikipedia;encyclopædia britannica;rosetta stone;alexander the great;persian empire;iran,wikispecies,behistun inscription,6,4,0,6.0,-99.5,99.40372226430961,-282.0,-124.25,-62.0,-38.75,-15.0,5.0,-53.4,55.25667380507082,-144.0,-55.0,-45.0,-26.0,3.0,4,2,1,0,0,0.06217171185999844,1
bangkok;judaism;israel;science;chemistry;periodic table;dysprosium,bangkok,dysprosium,6,4,1,6.0,-195.33333333333334,76.82360748276969,-302.0,-253.75,-164.5,-145.0,-119.0,5.0,6.2,108.76442433075258,-109.0,-38.0,-21.0,16.0,183.0,1,3,1,2,0,0.06216784511446002,0
weston-super-mare;world war i;united states;american revolutionary war;france in the american revolutionary war,weston-super-mare,france in the american revolutionary war,4,4,1,4.0,-603.5,705.1649925135724,-1631.0,-718.25,-377.5,-262.75,-28.0,3.0,128.66666666666666,1263.624284877959,-1217.0,-452.0,313.0,801.5,1290.0,3,0,1,1,0,0.0618045411154304,1
war of the league of cambrai;henry viii of england;real tennis;20th century;united states;sport;china,war of the league of cambrai,tiger woods,6,4,0,6.0,-494.6666666666667,587.9318554617249,-1642.0,-470.5,-339.5,-147.0,-50.0,5.0,-84.2,929.822671265871,-1318.0,-274.0,-154.0,38.0,1287.0,2,1,1,2,1,0.06180930173380781,0
