path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
gaza strip;israel;jew;christianity;jesus,gaza strip,kite (bird),4,4,0,4.0,-321.5,132.65870997915414,-435.0,-429.0,-344.0,-236.5,-163.0,3.0,32.666666666666664,220.03939041301976,-174.0,-83.0,8.0,136.0,264.0,0,2,2,1,0,0.08508750069527526,0
james bond;united states;agriculture;soybean;plant;sugar beet;beet;binomial nomenclature;plant,james bond,chives,8,4,0,8.0,-380.0,513.3478352929911,-1585.0,-371.0,-213.0,-74.25,-34.0,7.0,198.57142857142858,445.90576625667495,-283.0,-60.0,122.0,309.5,1052.0,5,1,2,0,1,0.03654122145516153,1
craton;continent;plate tectonics;continental crust;jurassic;evolution;ice age;sea level rise;global warming,craton,time,8,4,0,8.0,-85.75,42.40535680446853,-144.0,-116.25,-79.0,-50.75,-34.0,7.0,-4.0,69.23631031956185,-94.0,-51.0,1.0,30.0,107.0,2,3,1,3,0,0.036542321861265825,0
mining;iron;steel;north america;atlantic ocean;united states;florida;amtrak,mining,florida east coast railway,7,4,0,7.0,-489.7142857142857,538.3145654991804,-1674.0,-453.5,-325.0,-204.0,-114.0,6.0,20.166666666666668,840.9029472339043,-1349.0,-199.0,98.0,284.0,1226.0,4,1,2,1,0,0.03729664720797149,1
fossil fuel;carbon;sun;planet;jupiter;roman mythology;greek mythology;zeus;statue of zeus at olympia,fossil fuel,statue of zeus at olympia,8,4,1,8.0,-111.75,66.33626459185051,-253.0,-120.25,-99.0,-77.75,-29.0,7.0,11.714285714285714,79.34253648099546,-142.0,-9.0,24.0,56.5,105.0,0,3,2,1,3,0.03729860320551211,0
weed;dandelion;flower;fruit,weed,kaffir lime,3,4,0,3.0,-82.66666666666667,65.9570567364352,-133.0,-120.0,-107.0,-57.5,-8.0,2.0,-62.5,51.61879502661797,-99.0,-80.75,-62.5,-44.25,-26.0,2,0,0,1,1,0.09248852256977454,1
aberystwyth;united kingdom;europe;asia;people's republic of china;beijing,aberystwyth,giant panda,5,4,0,5.0,-637.8,390.2091746743021,-1099.0,-982.0,-514.0,-420.0,-174.0,4.0,202.0,295.550334122633,-117.0,41.25,170.0,330.75,585.0,1,2,1,1,1,0.09250037031588862,0
svalbard;europe;spain;south america;caribbean sea;puerto rico,svalbard,history of puerto rico,5,4,0,5.0,-447.4,367.77003684367764,-956.0,-696.0,-331.0,-156.0,-98.0,4.0,214.5,130.09355607920529,58.0,145.75,217.5,286.25,365.0,3,0,0,2,1,0.10727903546026517,1
rhode island;u.s. state;united states constitution;government,rhode island,separation of powers under the united states constitution,3,4,0,3.0,-109.0,36.49657518178932,-151.0,-121.0,-91.0,-88.0,-85.0,2.0,-33.0,38.18376618407357,-60.0,-46.5,-33.0,-19.5,-6.0,0,2,1,1,0,0.10724630427133347,0
gautama buddha;india;united kingdom;football (soccer);london;tottenham hotspur f.c.,gautama buddha,tottenham hotspur f.c.,5,4,1,5.0,-555.6,347.1920217977366,-1051.0,-627.0,-606.0,-386.0,-108.0,4.0,129.75,532.6239292408857,-424.0,-271.0,139.0,539.75,665.0,3,2,0,0,1,0.056372002685094486,1
apostolic succession;england;francis bacon;science;physics;electric charge;maxwell's equations,apostolic succession,maxwell's equations,6,4,1,6.0,-243.16666666666666,259.50523437238536,-763.0,-181.0,-160.0,-148.75,-43.0,5.0,144.0,245.76106282322266,-12.0,19.0,32.0,104.0,577.0,3,1,1,1,1,0.05637841305113235,0
vietnam war;australia;mammal;bird,vietnam war,whooping crane,3,4,0,3.0,-384.0,180.15826375717546,-592.0,-437.5,-283.0,-280.0,-277.0,2.0,157.5,214.2533546995239,6.0,81.75,157.5,233.25,309.0,2,0,0,0,2,0.13609757185951307,1
j. r. r. tolkien;united states;canada;montreal;montreal metro,j. r. r. tolkien,montreal metro,4,4,1,4.0,-666.0,722.6110064665959,-1605.0,-1048.5,-490.0,-107.5,-79.0,3.0,508.6666666666667,407.6141966778553,38.0,390.0,742.0,744.0,746.0,1,2,1,0,1,0.1357847844997064,0
publishing;afghanistan;asia;continent;north america;canada,publishing,mackenzie river,5,4,0,5.0,-376.8,201.98440533863004,-646.0,-464.0,-421.0,-198.0,-155.0,4.0,-122.75,233.87657001076442,-266.0,-266.0,-224.0,-80.75,223.0,3,0,2,1,0,0.10198594431647601,1
"prr gg1;washington, d.c.;tourism;transport",prr gg1,treasure island,3,4,0,3.0,-171.33333333333334,46.3609030685699,-214.0,-196.0,-178.0,-150.0,-122.0,2.0,28.0,90.50966799187809,-36.0,-4.0,28.0,60.0,92.0,1,0,1,1,1,0.10196331492644956,0
battle of badr;islam;united states;hip hop music;synthesizer,battle of badr,synthesizer,4,4,1,4.0,-586.5,712.7367442938989,-1639.0,-666.25,-323.5,-243.75,-60.0,3.0,81.66666666666667,1326.8912289005957,-1334.0,-526.0,282.0,789.5,1297.0,3,1,0,1,0,0.06325445497167476,1
tijuana;california;film;charlie chaplin;actor;middle ages,tijuana,clone wars (star wars),5,4,0,5.0,-157.6,105.56893482459695,-263.0,-250.0,-177.0,-71.0,-27.0,4.0,3.25,145.86609155889064,-179.0,-77.75,21.0,102.0,150.0,1,0,1,4,0,0.06324236309108616,0
common cuckoo;africa;earth;planet;definition of planet,common cuckoo,definition of planet,4,4,1,4.0,-303.5,217.28706051365936,-491.0,-482.0,-335.5,-157.0,-52.0,3.0,146.33333333333334,137.60935045749375,12.0,76.0,140.0,213.5,287.0,3,0,0,0,2,0.07674479091868738,1
police;vietnam;south china sea;pacific ocean;vanuatu,police,zebra shark,4,4,0,4.0,-151.25,65.88563323416318,-206.0,-205.25,-163.5,-109.5,-72.0,3.0,28.0,141.742724681022,-133.0,-25.0,83.0,108.5,134.0,2,1,0,2,0,0.07674052104526098,0
biology;animal;australian green tree frog;chordate,biology,african clawed frog,3,4,0,3.0,-309.6666666666667,259.89292667045277,-542.0,-450.0,-358.0,-193.5,-29.0,2.0,92.0,595.383909759073,-329.0,-118.5,92.0,302.5,513.0,3,0,0,1,0,0.0763143746395475,1
thermodynamic temperature;united states;liberal democracy;election;government;democracy,thermodynamic temperature,history of democracy,5,4,0,5.0,-463.6,627.9114587264673,-1577.0,-317.0,-179.0,-156.0,-89.0,4.0,349.5,620.75250033058,-67.0,-34.0,102.5,486.0,1260.0,2,2,0,1,1,0.07632523662464478,0
congo river;amazon river;biodiversity;life;earth,congo river,doom,4,4,0,4.0,-125.75,107.02452989852372,-282.0,-140.25,-91.0,-76.5,-39.0,3.0,-81.0,96.317184344228,-189.0,-119.5,-50.0,-27.0,-4.0,3,1,0,1,0,0.0902302756060549,1
weapon;united states;moon;solar system;mercury (planet);caloris basin,weapon,caloris basin,5,4,1,5.0,-458.8,641.8373625771562,-1577.0,-425.0,-145.0,-95.0,-52.0,4.0,381.25,525.4987313654208,43.0,48.25,165.0,498.0,1152.0,2,3,0,1,0,0.0902103002988591,0
wikispecies;wikipedia;evolution;history of earth;dinosaur;madagascar,wikispecies,madagascar,5,4,1,5.0,-124.8,77.02077641779522,-193.0,-192.0,-145.0,-79.0,-15.0,4.0,-44.25,93.84517391249625,-130.0,-118.0,-56.5,17.25,66.0,3,0,1,1,1,0.06377839623491129,1
orkney;york;england;london underground;m25 motorway;m1 motorway,orkney,m1 motorway,5,4,1,5.0,-213.4,316.88688833714787,-765.0,-197.0,-68.0,-22.0,-15.0,4.0,11.5,529.4893766639705,-697.0,-179.5,87.5,278.5,568.0,0,1,1,3,1,0.06377685446218118,0
windows vista;bill gates;elizabeth ii of the united kingdom;george vi of the united kingdom,windows vista,stuttering,3,4,0,3.0,-100.33333333333333,67.41908730718129,-155.0,-138.0,-121.0,-73.0,-25.0,2.0,-48.0,115.96551211459379,-130.0,-89.0,-48.0,-7.0,34.0,2,1,0,1,0,0.09269596771933902,1
bushbuck;forest;biosphere;mount everest,bushbuck,visual arts,3,4,0,3.0,-46.666666666666664,21.548395145191982,-71.0,-55.0,-39.0,-34.5,-30.0,2.0,16.0,35.35533905932738,-9.0,3.5,16.0,28.5,41.0,1,1,2,0,0,0.09269236114203107,0
idolatry;mesopotamia;europe;british isles;great britain;england;london;regent's park;london zoo,idolatry,london zoo,8,4,1,8.0,-405.125,377.456690987759,-991.0,-763.75,-243.0,-105.75,-14.0,7.0,12.571428571428571,588.819399913323,-889.0,-277.5,27.0,371.5,762.0,5,1,2,1,0,0.03554660238385202,1
full moon;earth;united states;pacific ocean;south china sea;china;buddhism;india,full moon,economy of india,7,4,0,7.0,-561.8571428571429,522.6134417749026,-1667.0,-587.5,-477.0,-254.5,-105.0,6.0,-63.666666666666664,882.5156466979306,-1390.0,-423.0,-63.5,350.0,1190.0,0,2,4,1,1,0.03553882265115017,0
reza shah;soviet union;people's republic of china;shenzhou 6;shenzhou spacecraft,reza shah,shenzhou spacecraft,4,4,1,4.0,-205.75,169.23430503299264,-354.0,-349.5,-218.0,-74.25,-33.0,3.0,107.0,134.74791278531924,6.0,30.5,55.0,157.5,260.0,3,1,0,0,1,0.07589543023143178,1
romania;roman empire;africa;carnivore;hyena,romania,african wild dog,4,4,0,4.0,-275.5,199.60043420126453,-528.0,-345.0,-266.5,-197.0,-41.0,3.0,81.0,283.68820913108107,-244.0,-18.0,208.0,243.5,279.0,0,1,2,0,2,0.07589399039199783,0
chester a. arthur;bass (fish);north america;united states,chester a. arthur,black-backed jackal,3,4,0,3.0,-685.0,838.285750803388,-1626.0,-1018.5,-411.0,-214.5,-18.0,2.0,-804.0,581.2417741353421,-1215.0,-1009.5,-804.0,-598.5,-393.0,2,2,0,0,0,0.37423908532875116,1
cheetah;eagle;north america;united states,cheetah,tropical storm ana (2003),3,4,0,3.0,-715.3333333333334,809.6136938894582,-1626.0,-1034.5,-443.0,-260.0,-77.0,2.0,-774.5,577.7062402294093,-1183.0,-978.75,-774.5,-570.25,-366.0,0,0,1,3,0,0.382079338312515,0
giant panda;china;indus valley civilization;india,giant panda,economy of india,3,4,0,3.0,-433.6666666666667,278.56118418281704,-645.0,-591.5,-538.0,-328.0,-118.0,2.0,-53.5,669.6301217836605,-527.0,-290.25,-53.5,183.25,420.0,2,0,0,1,1,0.08449848646152477,1
svalbard;russian language;united states;president of the united states;gerald ford,svalbard,gerald ford,4,4,1,4.0,-574.75,711.7379550555574,-1614.0,-744.75,-303.0,-133.0,-79.0,3.0,24.0,1345.9751112111992,-1463.0,-543.5,376.0,767.5,1159.0,1,0,1,0,3,0.08449920004451,0
chinyingi;aids;united states;apollo 11;radio telescope;astronomy;solar system;90377 sedna,chinyingi,90377 sedna,7,4,1,7.0,-334.7142857142857,560.9289064536058,-1589.0,-240.5,-105.0,-72.0,-24.0,6.0,2.6666666666666665,896.5910253101281,-1509.0,-77.5,20.5,240.75,1280.0,4,0,2,1,1,0.02810077089572185,1
"b vitamins;cyanocobalamin;vitamin c;linus pauling;united states;u.s. state;columbus, ohio;cleveland, ohio",b vitamins,"cleveland, ohio",7,4,1,7.0,-314.57142857142856,580.0766780184775,-1601.0,-216.5,-57.0,-48.5,-14.0,6.0,-8.333333333333334,898.244881235995,-1555.0,-29.5,-1.0,235.25,1232.0,2,0,4,2,0,0.02810596212767132,0
temple of artemis;latin;english language;australia;kangaroo;wallaby,temple of artemis,wallaby,5,4,1,5.0,-375.4,300.38525263401334,-679.0,-625.0,-451.0,-100.0,-22.0,4.0,107.25,330.91124187612604,-174.0,-84.0,12.0,203.25,579.0,3,0,1,1,1,0.06626950909503287,1
probability theory;mathematics;computer science;computer programming;microsoft windows;windows xp,probability theory,windows xp,5,4,1,5.0,-71.4,56.67715589194645,-156.0,-101.0,-51.0,-25.0,-24.0,4.0,33.0,44.15880433163923,-26.0,13.75,41.0,60.25,76.0,1,2,2,1,0,0.06626777544181703,0
forest;biosphere;life;organism,forest,three laws of robotics,3,4,0,3.0,-56.0,23.302360395462088,-75.0,-69.0,-63.0,-46.5,-30.0,2.0,-16.5,40.30508652763321,-45.0,-30.75,-16.5,-2.25,12.0,2,0,0,0,2,0.0928586788283158,1
the broads;england;royal navy;united states;nato,the broads,u.s. navy marine mammal program,4,4,0,4.0,-755.25,609.2215661536176,-1613.0,-972.5,-570.5,-353.25,-267.0,3.0,125.66666666666667,1326.9824163617743,-1346.0,-427.0,492.0,861.5,1231.0,1,0,1,2,1,0.0928524034077442,0
ig farben building;magnesium;welding;metal;electricity;electronics;semiconductor;semiconductor device,ig farben building,semiconductor device,7,4,1,7.0,-86.57142857142857,48.38683410066952,-150.0,-117.5,-84.0,-58.5,-20.0,6.0,11.0,50.93132631298737,-83.0,4.25,25.5,32.5,66.0,4,1,3,0,0,0.0443502126016412,1
grape seed oil;myocardial infarction;united states;manifest destiny;southern united states;mark twain;mark twain house,grape seed oil,mark twain house,6,4,1,6.0,-349.3333333333333,604.309413021729,-1565.0,-252.0,-91.5,-42.75,-16.0,5.0,3.0,1001.1475915168552,-1534.0,-27.0,89.0,223.0,1264.0,0,4,1,1,1,0.04433804347064726,0
bat-eared fox;africa;elephant;mammal,bat-eared fox,yeti,3,4,0,3.0,-325.3333333333333,138.53639714289287,-485.0,-369.5,-254.0,-245.5,-237.0,2.0,124.0,151.32085117392117,17.0,70.5,124.0,177.5,231.0,2,1,0,1,0,0.12762058033285303,1
pennsylvania railroad;united states;atlantic ocean;united kingdom;london,pennsylvania railroad,london sewerage system,4,4,0,4.0,-988.25,445.8006841627769,-1563.0,-1212.0,-924.0,-700.25,-542.0,3.0,270.0,789.4662754038326,-553.0,-105.5,342.0,681.5,1021.0,0,0,1,1,3,0.12777456696535955,0
cataract;latin;science;mathematics;trigonometry;trigonometric function,cataract,trigonometric function,5,4,1,5.0,-181.8,161.96820675675826,-449.0,-189.0,-162.0,-73.0,-36.0,4.0,103.25,135.7457795537919,-27.0,21.0,76.5,158.75,287.0,1,0,2,1,2,0.06819607842533268,0
cataract;latin;science;mathematics;trigonometry;trigonometric function,cataract,trigonometric function,5,4,1,5.0,-181.8,161.96820675675826,-449.0,-189.0,-162.0,-73.0,-36.0,4.0,103.25,135.7457795537919,-27.0,21.0,76.5,158.75,287.0,3,0,1,2,0,0.06819607842533268,1
integrated circuit;germanium;mammal;whale;blue whale,integrated circuit,blue whale,4,4,1,4.0,-94.25,90.85657195088677,-228.0,-112.5,-57.5,-39.25,-34.0,3.0,2.3333333333333335,173.59243455097155,-187.0,-73.5,40.0,97.0,154.0,3,1,0,0,1,0.07707456500216663,1
iraq war;united kingdom;j. k. rowling;harry potter;lord voldemort,iraq war,lord voldemort,4,4,1,4.0,-317.75,477.14244903033585,-1027.0,-385.0,-109.0,-41.75,-26.0,3.0,333.6666666666667,455.2761067015633,21.0,72.5,124.0,490.0,856.0,1,1,0,0,3,0.07707368226449288,0
johnston atoll;united states;cinema of the united states;the godfather;diane keaton,johnston atoll,diane keaton,4,4,1,4.0,-479.5,729.4264870430742,-1556.0,-617.75,-170.0,-31.75,-22.0,3.0,511.3333333333333,653.3317176850771,13.0,141.5,270.0,760.5,1251.0,3,0,0,0,2,0.08115168910273399,1
nobel peace prize;peace;culture;literature;poetry,nobel peace prize,the cantos,4,4,0,4.0,-114.5,28.81550508551487,-136.0,-128.5,-125.0,-111.0,-72.0,3.0,-18.0,31.432467291003423,-52.0,-32.0,-12.0,-1.0,10.0,2,1,1,1,0,0.08115435689521097,0
kookaburra;platypus;united kingdom;canada;montreal;montreal metro,kookaburra,montreal metro,5,4,1,5.0,-388.2,447.70604195163594,-996.0,-737.0,-117.0,-79.0,-12.0,4.0,-16.75,688.0064801051417,-984.0,-217.5,148.5,349.25,620.0,3,0,2,1,0,0.08151946439182514,1
gender;oxygen;bacteria;cell (biology);ostrich,gender,ostrich,4,4,1,4.0,-122.5,73.7314948535111,-218.0,-155.75,-114.0,-80.75,-44.0,3.0,58.0,21.93171219946131,42.0,45.5,49.0,66.0,83.0,0,2,1,0,2,0.08150802270716277,0
borage;europe;africa;south africa;blue wildebeest;black wildebeest,borage,black wildebeest,5,4,1,5.0,-451.2,390.0585853432789,-970.0,-634.0,-521.0,-108.0,-23.0,4.0,236.75,162.53896968624684,85.0,106.0,224.5,355.25,413.0,3,1,1,1,0,0.08645793546676382,1
eukaryote;animal;mammal;bat;batman,eukaryote,batman,4,4,1,4.0,-207.75,211.51260797723936,-500.0,-294.5,-145.0,-58.25,-41.0,3.0,153.0,125.7417989373462,23.0,92.5,162.0,218.0,274.0,1,0,2,1,1,0.08645397332240694,0
philip ii of spain;spain;adolf hitler;world war ii;solomon islands,philip ii of spain,battle of the eastern solomons,4,4,0,4.0,-434.5,320.45852565763744,-827.0,-629.75,-380.0,-184.75,-151.0,3.0,137.66666666666666,683.2659316352114,-631.0,-131.5,368.0,522.0,676.0,3,0,1,0,1,0.08198589327096302,1
mount vesuvius;earth;planet;55 cancri;55 cancri c,mount vesuvius,55 cancri c,4,4,1,4.0,-140.0,125.10528899024747,-292.0,-217.0,-121.5,-44.5,-25.0,3.0,89.0,58.283788483591216,26.0,63.0,100.0,120.5,141.0,0,1,2,2,0,0.08197009987114014,0
abuja;brasília;english language;internet;openoffice.org;mozilla firefox;microsoft;world wide web;internet explorer,abuja,internet explorer,8,4,1,8.0,-128.625,205.51186097157506,-604.0,-102.0,-33.0,-28.0,-11.0,7.0,-2.5714285714285716,296.9959916356095,-593.0,-14.5,9.0,114.0,367.0,5,2,1,0,1,0.03184029178029433,1
isles of scilly;great britain;united kingdom;atlantic ocean;united states;nuclear power;energy;force;acceleration,isles of scilly,acceleration,8,4,1,8.0,-482.875,571.3913938798869,-1674.0,-563.25,-255.5,-122.75,-34.0,7.0,22.714285714285715,862.444145879549,-1258.0,-383.5,55.0,386.5,1356.0,3,2,0,2,2,0.03184001639565824,0
batman;chemistry;periodic table;potassium;banana,batman,banana,4,4,1,4.0,-133.5,56.90635582545533,-203.0,-168.5,-123.0,-88.0,-85.0,3.0,-1.3333333333333333,100.72404545754371,-72.0,-59.0,-46.0,34.0,114.0,2,1,0,1,1,0.08465820307955102,0
batman;chemistry;periodic table;potassium;banana,batman,banana,4,4,1,4.0,-133.5,56.90635582545533,-203.0,-168.5,-123.0,-88.0,-85.0,3.0,-1.3333333333333333,100.72404545754371,-72.0,-59.0,-46.0,34.0,114.0,3,1,0,0,1,0.08465820307955102,1
child;medicine;country;united kingdom;gibraltar;rock of gibraltar,child,rock of gibraltar,5,4,1,5.0,-295.6,392.37010589493184,-989.0,-214.0,-125.0,-106.0,-44.0,4.0,15.5,677.1068354895457,-864.0,-230.25,75.5,321.25,775.0,3,0,1,2,0,0.05983118373297598,1
order of the bath;united kingdom;united states dollar;united states;apollo 11;glynn lunney,order of the bath,glynn lunney,5,4,1,5.0,-653.4,635.5181350677572,-1591.0,-1001.0,-348.0,-309.0,-18.0,4.0,245.75,1073.6372369970534,-1243.0,-92.5,472.0,810.25,1282.0,1,1,3,0,1,0.05983675833212823,0
ivory-billed woodpecker;cornell university;new york city;london;london underground;double-decker bus,ivory-billed woodpecker,double-decker bus,5,4,1,5.0,-244.4,272.2660463590714,-656.0,-383.0,-127.0,-43.0,-13.0,4.0,7.5,401.1404575291137,-340.0,-289.75,-79.5,217.75,529.0,4,1,0,0,1,0.06979270577720376,1
caloris basin;solar system;earth;arabic language;middle east;abu dhabi,caloris basin,abu dhabi,5,4,1,5.0,-219.8,113.2638512500789,-325.0,-313.0,-264.0,-108.0,-89.0,4.0,4.75,163.47145520446887,-217.0,-45.25,30.5,80.5,175.0,1,1,1,0,3,0.06980527168834393,0
indus river;british east india company;great britain;viking;longship,indus river,longship,4,4,1,4.0,-114.5,70.2827622299143,-215.0,-137.0,-89.0,-66.5,-65.0,3.0,0.6666666666666666,131.9747450587927,-148.0,-51.0,46.0,75.0,104.0,3,2,0,0,0,0.08243012886125868,1
gulf of mexico;united states;education in the united states;university of chicago;princeton university,gulf of mexico,history of new jersey,4,4,0,4.0,-509.0,714.474632159883,-1570.0,-613.75,-202.5,-97.75,-61.0,3.0,503.0,672.020833010406,49.0,117.0,185.0,730.0,1275.0,2,0,1,2,0,0.08243342613199435,0
herbivore;human;crime;society,herbivore,absinthe,3,4,0,3.0,-143.33333333333334,57.50072463311513,-179.0,-176.5,-174.0,-125.5,-77.0,2.0,51.0,65.05382386916237,5.0,28.0,51.0,74.0,97.0,2,1,0,1,0,0.0887305333453595,1
scelidosaurus;united states;japan;animation,scelidosaurus,pikachu,3,4,0,3.0,-849.0,721.1331361128817,-1562.0,-1213.5,-865.0,-492.5,-120.0,2.0,721.0,33.94112549695428,697.0,709.0,721.0,733.0,745.0,1,1,0,2,0,0.08873506986251155,0
gnu;internet;united states;atlantic ocean;ocean,gnu,ocean,4,4,1,4.0,-614.25,669.5353488303163,-1582.0,-802.0,-370.5,-182.75,-134.0,3.0,-21.666666666666668,1283.461075893357,-1448.0,-552.5,343.0,691.5,1040.0,0,1,1,2,1,0.09807995032914528,0
gnu;internet;united states;atlantic ocean;ocean,gnu,ocean,4,4,1,4.0,-614.25,669.5353488303163,-1582.0,-802.0,-370.5,-182.75,-134.0,3.0,-21.666666666666668,1283.461075893357,-1448.0,-552.5,343.0,691.5,1040.0,3,1,0,1,0,0.09807995032914528,1
eldfell;tourism;leisure;education;technology;computer;internet;world wide web;mass media;podcasting,eldfell,podcasting,9,4,1,9.0,-96.55555555555556,42.261421861761555,-162.0,-123.0,-80.0,-66.0,-52.0,8.0,13.75,55.18475462351122,-32.0,-21.75,-15.0,39.0,103.0,5,2,1,1,1,0.031022682078020915,1
computer programming;programming language;computer;electricity;natural gas;helium;chemical element;magnesium;periodic table;radium,computer programming,radium,9,4,1,9.0,-123.22222222222223,50.4821200470468,-209.0,-150.0,-117.0,-108.0,-24.0,8.0,-16.125,63.57995528691188,-101.0,-52.75,-22.5,13.25,101.0,3,1,1,3,2,0.03104276567512021,0
egyptian pyramids;ancient egypt;africa;continent;north america;united states;computer;perl,egyptian pyramids,perl,7,4,1,7.0,-493.85714285714283,529.4788093246126,-1626.0,-503.0,-379.0,-200.0,-46.0,6.0,13.5,811.9255507742074,-1162.0,-359.0,39.0,317.0,1247.0,4,1,1,2,0,0.03532132437927269,1
la paz;bolivia;lake titicaca;river;amazon river;fresh water;fish;aquarium;goldfish,la paz,goldfish,8,4,1,8.0,-81.625,39.019912498986606,-155.0,-99.5,-70.0,-59.25,-31.0,7.0,2.4285714285714284,70.12336068875845,-95.0,-27.0,-22.0,32.0,124.0,1,0,1,4,3,0.03532791400680796,0
imperial japanese navy;egypt;africa;hyena,imperial japanese navy,african wild dog,3,4,0,3.0,-387.6666666666667,161.1252101110603,-545.0,-470.0,-395.0,-309.0,-223.0,2.0,86.0,333.75440072005046,-150.0,-32.0,86.0,204.0,322.0,2,1,0,1,0,0.11237302480834813,1
the legend of zelda series;nintendo;china;amur,the legend of zelda series,jiaogulan,3,4,0,3.0,-220.33333333333334,268.9913257585332,-529.0,-312.5,-96.0,-66.0,-36.0,2.0,-30.0,654.780879378743,-493.0,-261.5,-30.0,201.5,433.0,1,2,1,0,0,0.1123653688088347,0
deity;christianity;spain;christopher columbus;tropical cyclone;hurricane katrina;effect of hurricane katrina on new orleans,deity,effect of hurricane katrina on new orleans,6,4,1,6.0,-238.16666666666666,199.17672220083017,-586.0,-311.0,-147.0,-133.0,-55.0,5.0,61.6,235.90951655242736,-223.0,8.0,16.0,76.0,431.0,5,0,1,0,1,0.059680681642175305,1
anteater;south america;north america;united states;president of the united states;james k. polk,anteater,james k. polk,5,4,1,5.0,-581.8,608.8995812118777,-1626.0,-507.0,-455.0,-250.0,-71.0,4.0,44.75,971.0641499578354,-1119.0,-472.5,63.5,580.75,1171.0,1,0,2,1,2,0.05968078041033986,0
desert locust;cotton;united states;chicago,desert locust,chicago and north western railway,3,4,0,3.0,-720.0,764.0111255734435,-1581.0,-1018.5,-456.0,-289.5,-123.0,2.0,-166.5,1826.4568158048523,-1458.0,-812.25,-166.5,479.25,1125.0,2,0,1,0,1,0.1773123982010452,1
canadian football;french language;europe;poland,canadian football,potassium iodide,3,4,0,3.0,-592.6666666666666,372.1617032061915,-1016.0,-730.5,-445.0,-381.0,-317.0,2.0,-64.0,898.0256121069153,-699.0,-381.5,-64.0,253.5,571.0,0,0,1,1,2,0.17700045518583601,0
william shakespeare;england;europe;russia,william shakespeare,husein gradaščević,3,4,0,3.0,-848.3333333333334,224.89404912832472,-1103.0,-934.0,-765.0,-721.0,-677.0,2.0,44.0,540.2295808265224,-338.0,-147.0,44.0,235.0,426.0,2,1,0,1,0,0.2363752516948737,1
elementary algebra;arithmetic;africa;europe,elementary algebra,pelé,3,4,0,3.0,-550.6666666666666,562.3827285162066,-1143.0,-814.0,-485.0,-254.5,-24.0,2.0,-559.5,139.30003589374985,-658.0,-608.75,-559.5,-510.25,-461.0,1,1,1,1,0,0.238169835835093,0
definition of planet;helium;water;river;bog,definition of planet,bog,4,4,1,4.0,-173.5,80.07288346666846,-262.0,-230.5,-167.0,-110.0,-98.0,3.0,-5.333333333333333,141.08626202906268,-164.0,-61.0,42.0,74.0,106.0,3,1,0,0,1,0.08682849169883164,1
action potential;cell (biology);human;religion;philosophy,action potential,the simpsons,4,4,0,4.0,-197.25,100.77822185373186,-303.0,-252.0,-211.0,-156.25,-64.0,3.0,-57.0,108.3097410208334,-123.0,-119.5,-116.0,-24.0,68.0,2,1,0,2,0,0.08684714043239677,0
rabat;arabic language;english language;united states;north america;earth;universe,rabat,creationism,6,4,0,6.0,-624.5,556.6559979017562,-1667.0,-689.75,-498.5,-238.25,-178.0,5.0,5.0,761.1694949221231,-1014.0,-450.0,166.0,358.0,965.0,4,0,1,1,1,0.0794900982285804,1
las palmas de gran canaria;atlantic ocean;albatross;gull;great black-backed gull,las palmas de gran canaria,great black-backed gull,4,4,1,4.0,-119.75,100.08454759185689,-252.0,-162.75,-105.0,-62.0,-17.0,3.0,78.33333333333333,35.27510926040249,56.0,58.0,60.0,89.5,119.0,1,2,2,0,0,0.07948974403223022,0
crocodile;nile;africa;united states;u.s. state,crocodile,prr gg1,4,4,0,4.0,-680.5,741.6380518824529,-1761.0,-821.25,-438.5,-297.75,-84.0,3.0,-95.0,1352.844041270094,-1253.0,-838.5,-424.0,484.0,1392.0,3,0,1,0,1,0.08102389915008747,1
batman;scotland;atlantic ocean;antarctica;penguin,batman,penguin,4,4,1,4.0,-254.25,125.51859092049538,-360.0,-346.5,-284.5,-192.25,-88.0,3.0,84.66666666666667,88.96253893259417,-18.0,57.5,133.0,136.0,139.0,0,0,0,4,1,0.08102600156788796,0
batman;chemistry;sodium;potassium;banana,batman,banana,4,4,1,4.0,-98.0,12.909944487358056,-111.0,-108.0,-98.0,-88.0,-85.0,3.0,-1.3333333333333333,22.479620400116488,-26.0,-11.0,4.0,11.0,18.0,3,0,1,1,0,0.08353675506500678,1
cookiecutter shark;symmetry;crystal;chemistry;chemical element,cookiecutter shark,aluminium chloride,4,4,0,4.0,-103.75,63.850737401119076,-185.0,-128.0,-100.0,-75.75,-30.0,3.0,-51.666666666666664,60.797478017869565,-94.0,-86.5,-79.0,-30.5,18.0,0,2,1,0,2,0.08353630846704911,0
crystal;chemistry;atom;uranium;nuclear weapon;history of nuclear weapons,crystal,history of nuclear weapons,5,4,1,5.0,-94.0,36.55817282086182,-122.0,-116.0,-109.0,-91.0,-32.0,4.0,14.75,51.87404617596999,-25.0,-16.0,-3.0,27.75,90.0,3,0,1,1,1,0.060528185435808485,1
