path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing
oleg of novgorod;jew;united states;baseball;jackie robinson,oleg of novgorod,jackie robinson,4,4,1,0,0,2,3,0,2,"[0.015790231337752567, 0.11324400597339558, 0.08267822831567623, 0.2270272606847175]","[0.005837489781463067, 0.01012746406839665, 0.056637503497615656, 0.2270272606847175, 0.999999999999999]","[True, False, True]","[True, True, True, True]",False,True,4.0,-572.75,721.6288866169369,-1635.0,-676.5,-313.5,-209.75,-29.0,3.0,80.33333333333333,1338.7928642375316,-1365.0,-518.5,328.0,803.0,1278.0,0,1,0,0,0.08664671509438095,1,0.11178122109874795,0,0.07334657526144144,0,0.1335896007721446
antelope;united states;computer;internet,antelope,gmail,3,4,0,0,2,2,0,0,2,"[0.029967244473473577, 0.036229024125313446, 0.15508945232527868]","[0.010254422347101659, 0.07585687426678714, 0.15508945232527868, 1.0000000000000027]","[True, True]","[True, True, True]",True,True,3.0,-702.0,761.7210775605464,-1572.0,-975.5,-379.0,-267.0,-155.0,2.0,708.5,685.1864709697645,224.0,466.25,708.5,950.75,1193.0,0,0,0,0,0.08829482873980646,0,0.27273222383690493,0,0.12219766994996281,1,0.4765221337279354
bernard hinault;france;european union;portugal,bernard hinault,marco polo,3,4,0,0,0,1,2,1,3,"[0.11808218568965215, 0.28587086995307237, 0.15730855957334083]","[0.021475916485642142, 0.13820264793468626, 0.15730855957334083, 0.9999999999999999]","[True, False]","[True, True, True]",False,True,3.0,-582.6666666666666,334.31173077433783,-962.0,-708.5,-455.0,-393.0,-331.0,2.0,253.5,533.8656197958434,-124.0,64.75,253.5,442.25,631.0,0,1,0,0,0.10621866304997044,1,0.21589124443708171,0,0.1435045892781737,0,0.47315799831973876
cockatiel;animal;fish;whale shark;shark;blue shark,cockatiel,blue shark,5,4,1,0,2,2,1,1,0,"[0.016055933104976286, 0.08052941499456591, 0.14220433716838257, 0.6094239201003544, 0.6224067072735587]","[0.023067450848283315, 0.029940835514912115, 0.16556840504737852, 0.4496611596110009, 0.6224067072735587, 0.9999999999999988]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-157.6,199.6066131169005,-498.0,-173.0,-63.0,-37.0,-17.0,4.0,115.25,162.9138320299006,-46.0,8.0,91.0,198.25,325.0,0,0,0,0,0.07545402436793541,0,0.07775856233242834,0,0.06286088625566309,1,0.05104073720119265
1973 oil crisis;wheat;seed;bird;woodpecker;ivory-billed woodpecker,1973 oil crisis,ivory-billed woodpecker,5,4,1,1,0,1,2,2,2,"[0.02783314310227686, 0.050492128558374004, 0.027362206022894353, 0.014400495890897414, 0.5921143718167966]","[0.016892837572784238, 0.01390839879724306, 0.015252938279040637, 0.14273190354527465, 0.5921143718167966, 0.9999999999999989]","[True, False, False, True]","[False, True, True, True, True]",False,False,5.0,-110.6,93.91645223282234,-264.0,-108.0,-101.0,-69.0,-11.0,4.0,24.25,147.9355152310177,-163.0,-35.5,32.5,92.25,195.0,0,0,0,0,0.08129421634134877,0,0.06298899789321048,0,0.05944215796621344,0,0.05103578542426282
henry david thoreau;philosophy;geometry;mathematics,henry david thoreau,henry h. rogers,3,4,0,1,1,0,1,1,3,"[0.044650260784067884, 0.05077391305416286, 0.2810634442344968]","[0.017817553931922213, 0.10681466990250439, 0.2810634442344968, 1.0000000000000009]","[True, True]","[True, True, True]",True,True,3.0,-168.33333333333334,38.52704677669096,-210.0,-185.5,-161.0,-147.5,-134.0,2.0,24.5,72.8319984622144,-27.0,-1.25,24.5,50.25,76.0,0,0,0,0,0.12679394804347255,0,0.13323050477567078,0,0.10183358221506889,1,0.3802537493842802
yamoussoukro;capital;london;charles dickens,yamoussoukro,c. s. lewis,3,4,0,1,1,0,1,1,4,"[0.096614409267538, 0.13564225923440942, 0.07133254806850943]","[0.005225873942538541, 0.01646974955071467, 0.07133254806850943, 0.9999999999999999]","[True, False]","[True, True, True]",False,True,3.0,-323.6666666666667,282.68415826383574,-649.0,-416.5,-184.0,-161.0,-138.0,2.0,23.0,690.1362184380704,-465.0,-221.0,23.0,267.0,511.0,0,0,0,0,0.12922707943881448,0,0.13556732972626684,0,0.08931142106491834,0,0.3805003449460296
pericles;princeton university;united states;gulf of mexico;hurricane katrina;effect of hurricane katrina on new orleans,pericles,effect of hurricane katrina on new orleans,5,4,1,0,5,0,0,1,4,"[0.011343942322109692, 0.07277817506504917, 0.14291890284617878, 0.2964908782542528, 0.6170385525996962]","[0.014139141172057723, 0.02511436500208914, 0.08820677472817579, 0.14652207720407814, 0.6170385525996962, 1.0000000000000007]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-422.2,663.4483401139835,-1587.0,-351.0,-68.0,-55.0,-50.0,4.0,-1.25,1150.4081522080182,-1537.0,-374.5,148.0,521.25,1236.0,0,0,0,0,0.06685490883751664,0,0.08846530037325392,0,0.04552279485967202,1,0.02286070672873065
muhammad;princeton university;united states;electronics;telephone;thomas edison,muhammad,thomas edison,5,4,1,0,2,2,1,1,5,"[0.020927919765213878, 0.07277817506504917, 0.02172907770942325, 0.09034154569427835, 0.176880916021435]","[0.009988358435014652, 0.016241927263894743, 0.041239617755090156, 0.024340632466654275, 0.176880916021435, 0.9999999999999994]","[True, False, True, True]","[True, True, False, True, True]",False,False,5.0,-415.6,666.8645289712148,-1587.0,-340.0,-66.0,-55.0,-30.0,4.0,9.0,1147.4574792412427,-1521.0,-361.5,155.0,525.5,1247.0,0,0,0,0,0.06789379488164868,0,0.08607798517725529,0,0.0461373518139222,0,0.022881650123205283
leonhard euler;russia;people's republic of china;tibet;lhasa,leonhard euler,lhasa,4,4,1,1,1,1,1,1,3,"[0.060483978513444954, 0.18280135135703626, 0.2717494503359192, 0.42696191563159175]","[0.005352907781719323, 0.036071242193145815, 0.10276199491710998, 0.42696191563159175, 0.9999999999999999]","[True, True, True]","[True, True, True, True]",True,True,4.0,-279.75,233.66839038831645,-551.0,-428.75,-267.5,-118.5,-33.0,3.0,172.66666666666666,64.04946005497106,114.0,138.5,163.0,202.0,241.0,0,0,0,0,0.09020064328305043,0,0.08891661100960112,0,0.07742592682437648,1,0.14322355730615918
yellow river;china;badminton;tennis;pete sampras,yellow river,pete sampras,4,4,1,1,2,1,0,1,3,"[0.16246568500126518, 0.02724936151500212, 0.3303945724134541, 0.2486120290719753]","[0.00844292258592217, 0.023466785487154713, 0.08137628598303563, 0.2486120290719753, 0.9999999999999973]","[False, True, False]","[True, True, True, True]",False,True,4.0,-188.75,210.18464105003804,-502.0,-204.25,-101.0,-85.5,-51.0,3.0,150.33333333333334,214.46289500361905,8.0,27.0,46.0,221.5,397.0,0,0,0,0,0.09827695385486931,0,0.08948709768164662,0,0.08532174935851561,0,0.14332305764778125
brazil;steel;sulfur;periodic table;bohrium,brazil,bohrium,4,4,1,2,0,1,1,1,4,"[0.022462127517900964, 0.054841700027837406, 0.0680873739035929, 0.2256559383779278]","[0.005931440225587938, 0.014694053859758565, 0.03225024283834397, 0.2256559383779278, 0.9999999999999986]","[True, True, True]","[True, True, True, True]",True,True,4.0,-161.5,37.810933163129775,-196.0,-192.25,-165.0,-134.25,-120.0,3.0,19.0,78.86063656856949,-71.0,-9.5,52.0,64.0,76.0,0,0,0,0,0.09863733648436984,0,0.10277840912341682,0,0.07868194805796512,1,0.16744810860347914
hydrology;water;atom;periodic table;praseodymium,hydrology,praseodymium,4,4,1,1,1,1,2,0,3,"[0.21099959822368924, 0.07505222550841797, 0.36068707993341986, 0.13021800921220875]","[0.009899830085599958, 0.029781026627119237, 0.0859555305497442, 0.13021800921220875, 0.9999999999999996]","[False, True, False]","[True, True, True, True]",False,True,4.0,-175.0,36.71511950137164,-214.0,-202.0,-174.0,-147.0,-138.0,3.0,25.333333333333332,19.73153144926499,12.0,14.0,16.0,32.0,48.0,0,0,0,0,0.09896304119966141,0,0.10614832575650071,0,0.0848510757474623,0,0.16797001687447338
alzheimer's disease;pneumonia;tobacco smoking;brazil,alzheimer's disease,vole,3,4,0,1,2,1,0,0,1,"[0.05269044499555074, 0.047143439958820386, 0.022713237597592008]","[0.012802758678165233, 0.006699710348364307, 0.022713237597592008, 1.0000000000000027]","[False, False]","[False, True, True]",False,False,3.0,-135.33333333333334,141.81090696181775,-299.0,-178.5,-58.0,-53.5,-49.0,2.0,-120.5,183.1406563273158,-250.0,-185.25,-120.5,-55.75,9.0,0,0,0,0,0.1416715822265272,0,0.1354133105043386,0,0.08496865016539737,0,0.3512472656907847
banana;tropics;rainforest;amazon rainforest,banana,tree frog,3,4,0,1,1,1,1,0,0,"[0.03857491268060212, 0.21391222013478567, 0.4121389993755125]","[0.020400026349729847, 0.0848364155936337, 0.4121389993755125, 1.0000000000000013]","[True, True]","[True, True, True]",True,True,3.0,-69.66666666666667,29.955522584881297,-103.0,-82.0,-61.0,-53.0,-45.0,2.0,29.0,18.384776310850235,16.0,22.5,29.0,35.5,42.0,0,0,0,0,0.13008206030656996,0,0.11599402362674649,0,0.08737172673066766,1,0.3520272391264831
common cuckoo;africa;earth;planet;definition of planet,common cuckoo,definition of planet,4,4,1,1,1,2,0,1,3,"[0.013675623603990116, 0.09484044748725055, 0.27185376332025557, 0.7483879637809902]","[0.006143404580904036, 0.02158137050797717, 0.26523209253206764, 0.7483879637809902, 1.0000000000000024]","[True, True, True]","[True, True, True, True]",True,True,4.0,-303.5,217.28706051365936,-491.0,-482.0,-335.5,-157.0,-52.0,3.0,146.33333333333334,137.60935045749375,12.0,76.0,140.0,213.5,287.0,0,0,0,0,0.08976866919052807,0,0.07307227272277073,0,0.07697722983480791,1,0.13870197938782886
momentum;albert einstein;brazil;south america;panama canal,momentum,panama canal,4,4,1,2,1,1,1,0,3,"[0.03284932861262251, 0.016571090792817808, 0.31008750953035497, 0.09455681111745398]","[0.005307740793294485, 0.012383039058855872, 0.028472798235556842, 0.09455681111745398, 1.0000000000000036]","[False, True, False]","[True, True, True, True]",False,True,4.0,-223.5,128.7206277175496,-346.0,-328.0,-226.0,-121.5,-96.0,3.0,-11.333333333333334,223.1083443830224,-250.0,-113.0,24.0,108.0,192.0,0,0,0,0,0.09517584714895844,0,0.081516683116593,0,0.0701785951202133,0,0.138659078657017
jesus;europe;atlantic ocean;whale;sperm whale,jesus,sperm whale,4,4,1,1,1,1,0,2,3,"[0.029326113305438533, 0.1785057150001124, 0.045134994763146204, 0.57525917411227]","[0.008643956417301583, 0.025947402076226676, 0.050277560159831175, 0.57525917411227, 1.0000000000000024]","[True, False, True]","[True, True, True, True]",False,True,4.0,-397.25,424.4183274396461,-990.0,-552.75,-282.0,-126.5,-35.0,3.0,318.3333333333333,237.9754889339096,122.0,186.0,250.0,416.5,583.0,0,0,0,0,0.08258856235604588,0,0.0987406075397158,0,0.0865131720455324,0,0.13359416080996683
honey bee;california;united states;united states constitution;fourteenth amendment to the united states constitution,honey bee,fourteenth amendment to the united states constitution,4,4,1,1,1,1,1,1,3,"[0.023917509408958298, 0.21403081917738626, 0.27542872830020654, 0.6331471704354767]","[0.009529562925304824, 0.08170392864676725, 0.26912756000273774, 0.6331471704354767, 0.9999999999999987]","[True, True, True]","[True, True, True, True]",True,True,4.0,-558.25,698.3081339924374,-1588.0,-651.25,-303.0,-210.0,-39.0,3.0,76.0,1299.5603102588198,-1321.0,-510.5,300.0,774.5,1249.0,0,0,0,0,0.08746862366600562,0,0.11097452023268593,0,0.07537857421842145,1,0.13387181319802025
william butler yeats;london;world war ii;philippines,william butler yeats,battle of rennell island,3,4,0,0,0,2,0,2,3,"[0.03840669843609372, 0.08180450047726688, 0.10224225346154506]","[0.01610381450347482, 0.08393352575225344, 0.10224225346154506, 1.0000000000000007]","[True, True]","[True, True, True]",True,True,3.0,-580.6666666666666,281.05218969674183,-851.0,-726.0,-601.0,-445.5,-290.0,2.0,155.5,573.46359954229,-250.0,-47.25,155.5,358.25,561.0,0,0,1,0,0.11289449021735329,0,0.13174178185744842,1,0.14286809056245112,1,0.4375484261731706
gas turbine-electric locomotive;north america;united states;american popular music,gas turbine-electric locomotive,bohemian rhapsody,3,4,0,3,0,0,1,0,2,"[0.021256918979384934, 0.3308730019703287, 0.14444065992290775]","[0.015155302708544713, 0.05713603363415369, 0.14444065992290775, 1.0000000000000009]","[True, False]","[True, True, True]",False,True,3.0,-780.0,734.94965813993,-1626.0,-1020.5,-415.0,-357.0,-299.0,2.0,58.0,1794.6370106514576,-1211.0,-576.5,58.0,692.5,1327.0,1,0,0,1,0.12442686035446703,0,0.18421937757715584,0,0.09640452679856339,0,0.438166636765971
super mario 64;europe;africa;african great lakes;lake malawi,super mario 64,lake malawi,4,4,1,1,2,1,0,1,2,"[0.014099085573146035, 0.20733258691597292, 0.21822922345090393, 0.36891441386268836]","[0.004055659138988413, 0.04027194832816496, 0.07151932354453265, 0.36891441386268836, 1.0000000000000022]","[True, True, True]","[True, True, True, True]",True,True,4.0,-454.75,410.5129920802345,-939.0,-710.25,-427.0,-171.5,-26.0,3.0,304.3333333333333,110.00151514108038,194.0,249.5,305.0,359.5,414.0,0,0,0,0,0.08004778677412154,0,0.09311222535473161,0,0.08214057099517733,1,0.1385319801772809
j. r. r. tolkien;united states;canada;montreal;montreal metro,j. r. r. tolkien,montreal metro,4,4,1,0,0,3,0,2,4,"[0.03631371599113804, 0.28943270675633215, 0.18969698798456294, 0.45747094968999813]","[0.010727117754008005, 0.05951129075401272, 0.07404766262997489, 0.45747094968999813, 1.0000000000000027]","[True, False, True]","[True, True, True, True]",False,True,4.0,-666.0,722.6110064665959,-1605.0,-1048.5,-490.0,-107.5,-79.0,3.0,508.6666666666667,407.6141966778553,38.0,390.0,742.0,744.0,746.0,0,0,0,0,0.056036586032266654,0,0.16513237743085948,0,0.05691281060364422,0,0.13856839692951028
fish;ernest hemingway;united states;hip hop music;tupac shakur,fish,tupac shakur,4,4,1,2,1,1,1,0,2,"[0.020873924526410594, 0.04569622785733771, 0.07465012830427427, 0.09766881587136937]","[0.005131718585447128, 0.01227485248725777, 0.03222238459365511, 0.09766881587136937, 0.9999999999999979]","[True, True, True]","[True, True, True, True]",True,True,4.0,-504.0,738.414969151267,-1591.0,-654.25,-196.0,-45.75,-33.0,3.0,-5.666666666666667,1426.978042344497,-1558.0,-633.0,292.0,770.5,1249.0,0,0,0,0,0.07822923628684328,0,0.10141235557796736,0,0.04653107907476814,1,0.09820286937240963
mestizo;united states;computer;computer and video games;nintendo,mestizo,pac-man,4,4,0,1,0,1,0,3,2,"[0.13805827300601486, 0.036229024125313446, 0.1505697059933653, 0.3810670737217536]","[0.01534239914938302, 0.04247205171286558, 0.033503805884821186, 0.3810670737217536, 1.0000000000000016]","[False, True, True]","[True, False, True, True]",False,False,4.0,-524.0,738.6803548671554,-1608.0,-686.25,-217.5,-55.25,-53.0,3.0,517.3333333333334,637.8968046113206,-3.0,161.5,326.0,777.5,1229.0,0,0,1,0,0.06892911653607894,0,0.0957747347813026,1,0.0853266799940231,0,0.09824098994457571
scattered disc;neptune;earth;geography,scattered disc,mount pinatubo,3,4,0,0,1,1,2,0,3,"[0.15952600518031332, 0.20208109030353616, 0.2127093930373146]","[0.013864458035288716, 0.03662130788663082, 0.2127093930373146, 1.0000000000000002]","[True, True]","[True, True, True]",True,True,3.0,-162.0,130.64072871811456,-289.0,-229.0,-169.0,-98.5,-28.0,2.0,-70.5,269.4076836320746,-261.0,-165.75,-70.5,24.75,120.0,0,1,0,0,0.13834749227609383,1,0.09518333826622012,0,0.0852559701478872,1,0.33654485192490635
carnivore;hyena;africa;zambia,carnivore,chinyingi,3,4,0,0,1,1,0,2,2,"[0.10079487695212883, 0.030977729016402278, 0.2583018291708211]","[0.003597668151259522, 0.006787024869598197, 0.2583018291708211, 1.0000000000000013]","[False, True]","[True, True, True]",False,True,3.0,-270.3333333333333,224.1903952744928,-489.0,-385.0,-281.0,-161.0,-41.0,2.0,-120.0,463.8620484583752,-448.0,-284.0,-120.0,44.0,208.0,0,0,1,0,0.14177272593885157,0,0.08872560949535897,1,0.08848866318184938,0,0.3362950166672613
frederick douglass;united states;moon;soviet union,frederick douglass,juice,3,4,0,1,0,2,0,1,4,"[0.07026601092970763, 0.059399143662697676, 0.04208335246163711]","[0.018246785204745982, 0.1920413940465923, 0.04208335246163711, 1.0000000000000007]","[False, False]","[True, False, True]",False,False,3.0,-796.3333333333334,675.4645315139303,-1576.0,-1000.5,-425.0,-406.5,-388.0,2.0,594.0,787.7169542418139,37.0,315.5,594.0,872.5,1151.0,0,0,0,0,0.08815559293148645,0,0.3899835535361935,0,0.15540339108876855,0,0.5506724211470004
great lakes;united states;middle east;israel,great lakes,humus,3,4,0,1,1,0,1,1,4,"[0.13497733312301355, 0.15092532280258622, 0.28900193628803444]","[0.02623809727920389, 0.14678109237353254, 0.28900193628803444, 1.0000000000000018]","[True, True]","[True, True, True]",True,True,3.0,-796.6666666666666,677.7317561788981,-1572.0,-1036.5,-501.0,-409.0,-317.0,2.0,627.5,627.2037149124676,184.0,405.75,627.5,849.25,1071.0,0,0,0,0,0.08734593182645786,0,0.33440239239194536,0,0.15756411052557517,1,0.5259430219169193
ivory-billed woodpecker;cuba;atlantic ocean;africa;mali;bamako,ivory-billed woodpecker,bamako,5,4,1,4,0,1,0,1,5,"[0.025972503417031077, 0.04206704755864929, 0.1427463457463413, 0.14828804256638967, 0.29467185453954103]","[0.006165335861646682, 0.009366866923603202, 0.013561971728828741, 0.05461561244394552, 0.29467185453954103, 0.9999999999999988]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-282.6,210.3634949319867,-600.0,-319.0,-284.0,-182.0,-28.0,4.0,38.5,292.79856557025687,-281.0,-173.0,59.5,271.0,316.0,1,0,0,1,0.0786542018716873,0,0.06006792818977663,0,0.0747149720854463,1,0.059877359279752344
michael jordan;geography;science;chemistry;periodic table;americium,michael jordan,americium,5,4,1,3,2,1,0,0,4,"[0.01013391787779037, 0.15923431884911013, 0.12308299063279333, 0.22399737325706182, 0.136472992514937]","[0.007817900086293919, 0.013469897679733204, 0.021031095389745957, 0.07669012528112076, 0.136472992514937, 1.000000000000001]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-133.2,43.56259863690411,-180.0,-157.0,-144.0,-119.0,-66.0,4.0,-19.5,74.85318964479737,-114.0,-57.0,-12.5,25.0,61.0,1,0,0,1,0.08294856957001516,0,0.07147623579356735,0,0.06471120977626045,0,0.0598382490082016
the last supper (leonardo);italy;renaissance;italian renaissance,the last supper (leonardo),leaning tower of pisa,3,4,0,1,0,0,1,2,2,"[0.03765988369117453, 0.18786102471150523, 0.7452074925231139]","[0.1002012218470276, 0.29230022741589323, 0.7452074925231139, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-283.0,257.0350170696592,-570.0,-387.5,-205.0,-139.5,-74.0,2.0,248.0,165.46298679765212,131.0,189.5,248.0,306.5,365.0,0,0,1,0,0.11476216895422514,0,0.1486865479263018,1,0.10122330461384811,1,0.3884323084410405
scottish episcopal church;scotland;science;chemistry,scottish episcopal church,chemical synapse,3,4,0,0,2,0,0,2,3,"[0.38351113975780343, 0.03247922295413886, 0.12308299063279333]","[0.008786118459529592, 0.016637900839397, 0.12308299063279333, 1.0000000000000009]","[False, True]","[True, True, True]",False,True,3.0,-237.33333333333337,114.69234208670312,-348.0,-296.5,-245.0,-182.0,-119.0,2.0,114.5,16.263455967290593,103.0,108.75,114.5,120.25,126.0,0,0,1,0,0.12097491469316947,0,0.13609034800594316,1,0.10997905491120347,0,0.38827625878355476
the legend of zelda series;japan;agriculture;fruit;banana,the legend of zelda series,banana,4,4,1,2,1,1,0,1,1,"[0.04503881271818526, 0.05731477039120859, 0.08489266397251435, 0.1328422172401853]","[0.010128693253872967, 0.02861479693681517, 0.09577151930813471, 0.1328422172401853, 1.0000000000000002]","[True, True, True]","[True, True, True, True]",True,True,4.0,-291.25,221.81730470517095,-583.0,-398.5,-250.5,-143.25,-81.0,3.0,167.33333333333334,81.64761682580414,83.0,128.0,173.0,209.5,246.0,0,0,0,0,0.0898246637211256,0,0.1092673386133869,0,0.08354794795772726,1,0.15733945791311046
london;tide;ocean;whale;sperm whale,london,sperm whale,4,4,1,0,1,1,3,0,1,"[0.016921518666831444, 0.12114238291394105, 0.041113814132306054, 0.57525917411227]","[0.014941046672258158, 0.016023350092346098, 0.0366733952908424, 0.57525917411227, 1.0000000000000024]","[True, False, True]","[True, True, True, True]",False,True,4.0,-84.0,42.481368465089105,-138.0,-100.5,-81.5,-65.0,-35.0,3.0,34.333333333333336,19.13983629327412,13.0,26.5,40.0,45.0,50.0,0,1,0,0,0.10352629079042784,1,0.09236217884686176,0,0.07353681862487363,0,0.15741407960900514
wasp;scientific classification;human;brain,wasp,electrical resistance,3,4,0,1,0,0,3,0,2,"[0.03214367543910229, 0.1375068143422942, 0.24259367585682892]","[0.012222153904636329, 0.027531503361317013, 0.24259367585682892, 0.9999999999999993]","[True, True]","[True, True, True]",True,True,3.0,-302.0,196.58840250635336,-529.0,-359.0,-189.0,-188.5,-188.0,2.0,170.0,241.83051916579925,-1.0,84.5,170.0,255.5,341.0,0,1,0,0,0.11630708145607553,1,0.18437263480318178,0,0.11009711545845552,1,0.4204643967932907
library;islam;india;united states dollar,library,economy of india,3,4,0,1,1,1,1,0,3,"[0.04366165258561059, 0.07029236332913204, 0.04164559762417167]","[0.019728530456725415, 0.023904253496952504, 0.04164559762417167, 0.9999999999999997]","[True, False]","[True, True, True]",False,True,3.0,-437.6666666666667,230.94876776751445,-699.0,-526.0,-353.0,-307.0,-261.0,2.0,46.0,554.3717164502533,-346.0,-150.0,46.0,242.0,438.0,0,0,0,0,0.12170088266802692,0,0.16115309707553807,0,0.11879358000318062,0,0.4231503207160447
macintosh;george w. bush;england;henry i of england;british monarchy;henry vi of england,macintosh,henry vi of england,5,4,1,2,0,1,2,1,2,"[0.024574718193839416, 0.0577383007997205, 0.1833644429442996, 0.24263330944729575, 0.2990608209688999]","[0.009688154235202629, 0.032688796070441, 0.1871621812352464, 0.4049742841094481, 0.2990608209688999, 1.0000000000000018]","[True, True, True, True]","[True, True, True, False, True]",True,False,5.0,-270.6,316.81587712739395,-833.0,-189.0,-128.0,-124.0,-79.0,4.0,1.0,555.5423776214856,-705.0,-210.0,32.5,243.5,644.0,0,0,0,0,0.07614892387636407,0,0.07716200920596143,0,0.06578681494131913,1,0.03961023790949593
liberalism;england;great britain;bbc;doctor who;eastenders,liberalism,yes minister,5,4,0,1,1,1,1,2,3,"[0.06781968075967618, 0.3109344525135859, 0.053822760324509264, 0.35391173927673536, 0.22446037988488987]","[0.01703822473718881, 0.04038878756948065, 0.029389411915306255, 0.19537292688449034, 0.22446037988488987, 0.9999999999999972]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-306.8,326.0516830197323,-850.0,-350.0,-206.0,-75.0,-53.0,4.0,199.25,207.82905635802388,22.0,103.75,137.5,233.0,500.0,0,0,0,0,0.066373690502132,0,0.07412226970342013,0,0.06754871013094159,0,0.03959463150413865
applied mathematics;republic of ireland;20th century;film;charlie chaplin,applied mathematics,charlie chaplin,4,4,1,0,2,0,0,3,3,"[0.026208127733861847, 0.06800616902343408, 0.09701294799763431, 0.15628233612141657]","[0.0035852284880989772, 0.02377759187785106, 0.03838446232810717, 0.15628233612141657, 0.9999999999999984]","[True, True, True]","[True, True, True, True]",True,True,4.0,-188.0,140.68167376504067,-358.0,-262.75,-183.5,-108.75,-27.0,3.0,36.333333333333336,227.01174712629592,-222.0,-47.5,127.0,165.5,204.0,0,0,1,0,0.09911932822285877,0,0.0905591801238782,1,0.06974113786461475,1,0.1560483129105431
japan;volcano;crust (geology);granite;spain,japan,soil moisture,4,4,0,0,0,3,1,1,3,"[0.04253984676413816, 0.14095709937533704, 0.1748068915722108, 0.023413488762341932]","[0.10929886552118158, 0.03288249014661681, 0.014160973026498767, 0.023413488762341932, 1.0000000000000024]","[True, True, False]","[False, False, True, True]",False,False,4.0,-239.0,226.52740820189211,-563.0,-309.5,-164.0,-93.5,-65.0,3.0,-112.66666666666669,336.34109670590857,-498.0,-230.0,38.0,80.0,122.0,0,0,0,0,0.1014298320846745,0,0.12310327403749569,0,0.06553103748770849,0,0.15604514548334003
forest;biosphere;life;organism,forest,three laws of robotics,3,4,0,0,0,2,1,1,0,"[0.06017199865479234, 0.12335723975628898, 0.4051279705994851]","[0.07499413503605268, 0.1649112019393883, 0.4051279705994851, 0.9999999999999994]","[True, True]","[True, True, True]",True,True,3.0,-56.0,23.302360395462088,-75.0,-69.0,-63.0,-46.5,-30.0,2.0,-16.5,40.30508652763321,-45.0,-30.75,-16.5,-2.25,12.0,0,0,0,0,0.13396312263304402,0,0.10621637071234627,0,0.08475433266002173,1,0.34257776717383337
radish;harry potter;basketball;sport,radish,autorack,3,4,0,2,1,0,1,0,2,"[0.04110748323690584, 0.022023596231839235, 0.10761513649504273]","[0.009268639323968061, 0.01940363043783473, 0.10761513649504273, 0.9999999999999983]","[False, True]","[True, True, True]",False,True,3.0,-79.0,42.579337712087536,-115.0,-102.5,-90.0,-61.0,-32.0,2.0,-29.0,76.36753236814714,-83.0,-56.0,-29.0,-2.0,25.0,1,0,0,1,0.13482599379898771,0,0.10407823929283122,0,0.08564493638654871,0,0.34231971384208615
abadan;20th century;film;silent film,abadan,alfred hitchcock,3,4,0,0,2,1,0,1,2,"[0.02705904727740774, 0.09701294799763431, 0.4355725684893608]","[0.019117361018348957, 0.06837398065123218, 0.4355725684893608, 1.000000000000001]","[True, True]","[True, True, True]",True,True,3.0,-190.66666666666663,148.66180859028097,-315.0,-273.0,-231.0,-128.5,-26.0,2.0,144.5,85.55992052357225,84.0,114.25,144.5,174.75,205.0,0,0,0,0,0.12287189148586032,0,0.09970208553223198,0,0.09570385343820777,1,0.3570239159778865
king kong (1933 film);dinosaur;carnivore;shark,king kong (1933 film),nurse sharks,3,4,0,0,1,0,2,1,0,"[0.09907061815819285, 0.0984360868881266, 0.07891631746723732]","[0.014080583555352048, 0.0388687285939686, 0.07891631746723732, 0.9999999999999953]","[False, False]","[True, True, True]",False,True,3.0,-102.33333333333331,32.88363321370273,-127.0,-121.0,-115.0,-90.0,-65.0,2.0,25.0,52.32590180780452,-12.0,6.5,25.0,43.5,62.0,0,1,0,0,0.12958200419680696,1,0.11145562152800863,0,0.09137158367830493,0,0.35678146296101354
manufacturing;semiconductor;light;telescope;spherical aberration,manufacturing,spherical aberration,4,4,1,0,2,2,0,1,1,"[0.05534976966400041, 0.06129948778625003, 0.10808892210332396, 0.22171428224838557]","[0.003895149426779776, 0.010456205991040126, 0.10657996029515734, 0.22171428224838557, 0.9999999999999997]","[True, True, True]","[True, True, True, True]",True,True,4.0,-71.75,38.69862185315303,-114.0,-96.0,-74.0,-49.75,-25.0,3.0,11.0,67.66830868286867,-32.0,-28.0,-24.0,32.5,89.0,0,0,0,0,0.10502132309047102,0,0.0768456992088809,0,0.07115629291632289,1,0.14233147150250844
