path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing
stem cell;cancer;sun;solar system;extrasolar planet,stem cell,extrasolar planet,4,4,1,0,1,2,1,1,3,"[0.1747375680882202, 0.026432014313507005, 0.4573841217676378, 0.4300046271511393]","[0.005624523684937227, 0.015366214347028841, 0.16691165521031875, 0.4300046271511393, 1.000000000000001]","[False, True, False]","[True, True, True, True]",False,True,4.0,-145.5,57.766772456144714,-215.0,-182.0,-136.0,-99.5,-95.0,3.0,2.0,101.72511980823616,-114.0,-35.0,44.0,60.0,76.0,0,0,0,0,0.0990143407923537,0,0.10021044868552367,0,0.07294248667044859,0,0.15878916937444248
pompeii;archaeology;paleontology;dinosaur;sauropodomorpha,pompeii,sauropodomorpha,4,4,1,2,2,1,0,0,3,"[0.055658358454011354, 0.05956971167480801, 0.14380975217288816, 0.22888870223617572]","[0.00854515949289591, 0.023296498558342104, 0.03251659624949571, 0.22888870223617572, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True,4.0,-95.5,21.205345238091898,-119.0,-108.5,-96.5,-83.5,-70.0,3.0,-5.666666666666667,37.58102358017053,-49.0,-17.5,14.0,16.0,18.0,0,0,0,0,0.10351762270477992,0,0.0966983197906015,0,0.07405687065351883,1,0.16092436746616012
wombat;australia;united states;president of the united states;calvin coolidge,wombat,calvin coolidge,4,4,1,0,1,2,1,1,4,"[0.07579785741327179, 0.2049404741940757, 0.3235514638662403, 0.16593381836693474]","[0.0038939341205778506, 0.02471929490928681, 0.07597710537247435, 0.16593381836693474, 0.999999999999998]","[True, True, False]","[True, True, True, True]",False,True,4.0,-682.5,670.5303870817489,-1635.0,-837.75,-513.5,-358.25,-68.0,3.0,168.0,1137.423843604485,-1063.0,-338.0,387.0,783.5,1180.0,0,0,0,0,0.08563051882653805,0,0.11467996409403629,0,0.09758143283681628,0,0.16077139290420506
angelica;iceland;internet;microsoft;bill gates,angelica,bill gates,4,4,1,2,1,0,1,1,4,"[0.008771698728294527, 0.03702981481555883, 0.10797815927192343, 0.4294909464746497]","[0.0007325623433215209, 0.02553792107755232, 0.07577434230512314, 0.4294909464746497, 1.0000000000000004]","[True, True, True]","[True, True, True, True]",True,True,4.0,-99.25,61.15213269652444,-162.0,-141.75,-104.5,-62.0,-26.0,3.0,36.333333333333336,58.38093296045665,-27.0,10.5,48.0,68.0,88.0,0,0,0,0,0.10173555482134476,0,0.08438799423618329,0,0.07031349386705898,1,0.14942425559579847
ivory-billed woodpecker;cornell university;internet;linux;x window system,ivory-billed woodpecker,x window system,4,4,1,1,1,0,1,2,3,"[0.10818628708489447, 0.04694912461394908, 0.06961921306416098, 0.15465202184336707]","[0.01600749528836698, 0.027379629792838703, 0.1397652068992375, 0.15465202184336707, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True,4.0,-82.25,73.17274082607538,-187.0,-103.75,-59.5,-38.0,-23.0,3.0,6.666666666666667,133.6650041459369,-144.0,-45.5,53.0,82.0,111.0,0,0,0,0,0.10236519003305376,0,0.0906473709176271,0,0.06606489367037019,0,0.14945111964871613
hyena;animal;bird;goose;shelduck,hyena,shelduck,4,4,1,1,1,0,3,0,1,"[0.028832094245248064, 0.06409316059672879, 0.1155470634328335, 0.13457066985720792]","[0.007847605230940006, 0.015627901693523134, 0.049708566023346036, 0.13457066985720792, 0.9999999999999976]","[True, True, True]","[True, True, True, True]",True,True,4.0,-213.5,221.1809214195474,-504.0,-324.0,-168.0,-57.5,-14.0,3.0,163.33333333333334,94.32567695666611,58.0,125.0,192.0,216.0,240.0,0,1,0,0,0.09046450106263122,1,0.09694291720743384,0,0.0691698396485605,1,0.14338524712906356
windows vista;bill gates;leonardo da vinci;vatican city;pope pius xii,windows vista,pope pius xii,4,4,1,1,1,1,1,1,4,"[0.14940367883821948, 0.036255289269925245, 0.035672250711541155, 0.3256918269920444]","[0.011504371500837702, 0.023528083226097146, 0.027901911946084854, 0.3256918269920444, 0.9999999999999998]","[False, False, True]","[True, True, True, True]",False,True,4.0,-59.75,37.36642878306676,-112.0,-71.5,-51.0,-39.25,-25.0,3.0,-6.333333333333333,65.22525073415459,-54.0,-43.5,-33.0,17.5,68.0,0,0,0,0,0.1059738087952705,0,0.08102910265150723,0,0.07043252011554599,0,0.14344087267144123
immanuel kant;lithuania;world trade organization;people's republic of china,immanuel kant,black pepper,3,4,0,2,0,1,0,1,4,"[0.02125110214322065, 0.04118730315891019, 0.07727874535274103]","[0.022850385958718182, 0.07843853647657056, 0.07727874535274103, 1.000000000000002]","[True, True]","[True, False, True]",True,False,3.0,-184.66666666666663,149.8743918530892,-355.0,-240.5,-126.0,-99.5,-73.0,2.0,-114.5,236.88077169749343,-282.0,-198.25,-114.5,-30.75,53.0,1,0,0,1,0.1399376237560421,0,0.13016670931420493,0,0.08959682224039908,1,0.3557240233665415
"business;manufacturing;infrastructure;washington, d.c.",business,boeing 747,3,4,0,1,1,1,1,0,1,"[0.12901511303977028, 0.0612404632281519, 0.0685688939594984]","[0.06110089335662197, 0.02011576406381734, 0.0685688939594984, 1.0000000000000024]","[False, True]","[False, True, True]",False,False,3.0,-107.0,63.3798075099633,-180.0,-127.5,-75.0,-70.5,-66.0,2.0,-52.5,86.97413408594535,-114.0,-83.25,-52.5,-21.75,9.0,0,0,0,0,0.1353246480447889,0,0.1261057757003009,0,0.08886862095670314,0,0.35580680029783746
telephone;star trek;human rights;confucius,telephone,number,3,4,0,0,2,1,1,0,1,"[0.02294257243151522, 0.023819910688667983, 0.04740203679151252]","[0.010540734545821896, 0.01304941191501462, 0.04740203679151252, 0.9999999999999989]","[True, True]","[True, True, True]",True,True,3.0,-72.33333333333333,31.942656954820357,-96.0,-90.5,-85.0,-60.5,-36.0,2.0,-30.0,26.87005768508881,-49.0,-39.5,-30.0,-20.5,-11.0,0,0,0,0,0.1346238302745712,0,0.1081370005317151,0,0.08712917598905458,1,0.3451816026142902
the hitchhiker's guide to the galaxy;myocardial infarction;oxygen;dna,the hitchhiker's guide to the galaxy,thalassemia,3,4,0,1,3,0,0,0,2,"[0.011364165176311378, 0.051807787401708875, 0.026827286602663848]","[0.021913770169408757, 0.014169700855619754, 0.026827286602663848, 0.9999999999999994]","[True, False]","[False, True, True]",False,False,3.0,-131.33333333333334,86.04843597261564,-219.0,-173.5,-128.0,-87.5,-47.0,2.0,-40.5,185.969083452062,-172.0,-106.25,-40.5,25.25,91.0,0,0,0,0,0.13522443790213073,0,0.10511736314784469,0,0.0868634198440573,0,0.34517353620062774
edward jenner;england;cricket;australia,edward jenner,donald bradman,3,4,0,1,1,1,1,0,2,"[0.03961243789230081, 0.0870938570687393, 0.06396457730019282]","[0.01920447242585922, 0.12746324560149935, 0.06396457730019282, 1.0000000000000033]","[True, False]","[True, False, True]",False,False,3.0,-533.3333333333334,251.4961895006231,-753.0,-670.5,-588.0,-423.5,-259.0,2.0,82.5,581.9488809165287,-329.0,-123.25,82.5,288.25,494.0,0,0,0,0,0.11880723334260339,0,0.11129795317002596,0,0.13457874199616504,0,0.4190302266731975
tropical storm franklin (2005);atlantic ocean;united states;u.s. state,tropical storm franklin (2005),wright brothers,3,4,0,1,0,2,0,1,2,"[0.06810023194550464, 0.1937470081230291, 0.44841659139115103]","[0.014427521273157181, 0.08307321872759137, 0.44841659139115103, 1.0000000000000016]","[True, True]","[True, True, True]",True,True,3.0,-766.3333333333334,788.0903078539498,-1674.0,-1021.5,-369.0,-312.5,-256.0,2.0,-56.5,1925.4517651709689,-1418.0,-737.25,-56.5,624.25,1305.0,0,0,0,0,0.13478402086682442,0,0.17492742577078457,0,0.0857161458023277,1,0.4164314962217734
battle of the little bighorn;england;british empire;india,battle of the little bighorn,economy of india,3,4,0,1,1,0,0,2,3,"[0.026107546238372255, 0.2394202431294305, 0.2601823126927008]","[0.029047789430487855, 0.09234749802961838, 0.2601823126927008, 0.9999999999999981]","[True, True]","[True, True, True]",True,True,3.0,-602.3333333333334,251.61544732653704,-757.0,-747.5,-738.0,-525.0,-312.0,2.0,9.5,615.8900064134829,-426.0,-208.25,9.5,227.25,445.0,0,0,1,0,0.12214694884339959,0,0.0991082796637543,1,0.1531768309273167,1,0.43487981287261324
great pyramid of giza;mexico;united states;education in the united states,great pyramid of giza,eagle scout (boy scouts of america),3,4,0,0,2,1,0,1,2,"[0.03041825921945377, 0.30149003094917387, 0.26873149331585383]","[0.028065061871433542, 0.13030418669822547, 0.26873149331585383, 0.9999999999999986]","[True, False]","[True, True, True]",False,True,3.0,-732.0,765.5827845504365,-1616.0,-955.5,-295.0,-290.0,-285.0,2.0,-5.0,1875.247183706724,-1331.0,-668.0,-5.0,658.0,1321.0,0,0,0,0,0.13066871948272163,0,0.20662099866297823,0,0.08638026570717507,0,0.4360946090417838
confucius;life;animal;insect;wasp,confucius,wasp,4,4,1,1,1,1,1,1,1,"[0.033499970453118734, 0.09214194797109078, 0.10126777360083801, 0.15352249986871122]","[0.005752629286184881, 0.04086771111198856, 0.03304319870509517, 0.15352249986871122, 1.0000000000000013]","[True, True, True]","[True, False, True, True]",True,False,4.0,-188.0,214.55846134173623,-505.0,-225.25,-102.0,-64.75,-43.0,3.0,9.666666666666666,408.8145463817711,-433.0,-172.0,89.0,231.0,373.0,0,0,0,0,0.09733282758192233,0,0.09502262631071097,0,0.06635508218832188,1,0.14054860558692156
tuatara;new zealand;united states;amtrak;railway post office,tuatara,railway post office,4,4,1,1,1,1,0,2,3,"[0.07337861708896455, 0.18397568740660916, 0.11731702602868647, 0.14645631859419436]","[0.005603856813657925, 0.017994772230640287, 0.05709551798027179, 0.14645631859419436, 1.0000000000000004]","[True, False, True]","[True, True, True, True]",False,True,4.0,-584.75,712.8545316776301,-1635.0,-666.0,-329.0,-247.75,-46.0,3.0,89.66666666666667,1318.285376287446,-1320.0,-511.5,297.0,794.5,1292.0,0,0,0,0,0.08903226957300733,0,0.11328270776766806,0,0.08360751489635186,0,0.14046537018789806
music of barbados;pumpkin;vegetable;lettuce,music of barbados,celery,3,4,0,1,1,0,0,2,0,"[0.015609131626972892, 0.058893669984897576, 0.08179422360905714]","[0.007826504180162529, 0.015692981942038952, 0.08179422360905714, 1.0000000000000007]","[True, True]","[True, True, True]",True,True,3.0,-36.333333333333336,21.571586249817916,-61.0,-44.0,-27.0,-24.0,-21.0,2.0,-3.0,52.32590180780452,-40.0,-21.5,-3.0,15.5,34.0,0,0,1,0,0.13351067296612817,0,0.10732988088079541,1,0.08168226353039547,1,0.34023579622070454
creative commons;richard stallman;emacs;pong,creative commons,monopoly (game),3,4,0,0,0,2,1,1,0,"[0.07656527434601171, 0.22778263872032103, 0.012160546827371232]","[0.007845875988511367, 0.010818587093706295, 0.012160546827371232, 1.000000000000001]","[True, False]","[True, True, True]",False,True,3.0,-22.333333333333332,4.163331998932265,-27.0,-24.0,-21.0,-20.0,-19.0,2.0,-1.0,9.899494936611664,-8.0,-4.5,-1.0,2.5,6.0,0,0,0,0,0.13329744534446455,0,0.10704456383010393,0,0.08202820368681188,0,0.33981271276829955
odin;poetry;rapping;reggae;bob marley,odin,bob marley,4,4,1,1,1,2,0,1,3,"[0.026187227447287912, 0.10200720770320301, 0.12091533240001513, 0.15483844044303616]","[0.006244779862883335, 0.007764070412631614, 0.024325450121714685, 0.15483844044303616, 1.0000000000000009]","[True, True, True]","[True, True, True, True]",True,True,4.0,-54.5,29.274562336608895,-97.0,-61.0,-45.0,-38.5,-31.0,3.0,22.0,22.538855339169288,8.0,9.0,10.0,29.0,48.0,0,0,0,0,0.10418931315426327,0,0.08801263948591344,0,0.07078258412375729,1,0.15055785461626062
stockholm;sweden;tennis;davis cup;fed cup,stockholm,fed cup,4,4,1,3,0,1,1,0,4,"[0.16572597440632594, 0.05086103769568555, 0.1082553830009928, 0.7318944327123712]","[0.010629382901895329, 0.03770508666307608, 0.08210912099148977, 0.7318944327123712, 0.9999999999999993]","[False, True, True]","[True, True, True, True]",False,True,4.0,-147.75,122.54896980391143,-311.0,-207.5,-113.5,-53.75,-53.0,3.0,85.66666666666667,75.59320957158344,-1.0,59.5,120.0,129.0,138.0,1,0,0,1,0.09449904909797263,0,0.10042404506721862,0,0.0686100271504965,0,0.1505863828975863
granite;finland;russia;ukraine;kiev;andriyivskyy descent,granite,andriyivskyy descent,5,4,1,2,0,1,1,2,6,"[0.016481683113479317, 0.2074332566439537, 0.313190719461793, 0.34088324901062345, 0.3557356425716718]","[0.007276899445041328, 0.022621609997561406, 0.05522484296620643, 0.14726397462503144, 0.3557356425716718, 1.000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-235.4,217.644894265866,-591.0,-274.0,-179.0,-92.0,-41.0,4.0,34.5,316.85801236516016,-412.0,-64.75,116.5,215.75,317.0,0,0,0,0,0.07399691681656335,0,0.07095749596977349,0,0.05330732461595147,1,0.04748828523563448
buddha;china;pi;computer;microsoft windows;windows xp,buddha,windows xp,5,4,1,1,0,3,2,0,4,"[0.07025223268923068, 0.022591000202361843, 0.038259025321287846, 0.10992155644157027, 0.7585308800280751]","[0.0029915247307641733, 0.010468647326772473, 0.008770946229782507, 0.11847913534197434, 0.7585308800280751, 0.9999999999999984]","[False, True, True, True]","[True, False, True, True, True]",False,False,5.0,-163.0,193.5355264544471,-504.0,-112.0,-98.0,-77.0,-24.0,4.0,120.0,192.7571875010977,-14.0,22.75,44.0,141.25,406.0,0,0,0,0,0.07839461754037601,0,0.06940768798618867,0,0.07308360887229519,0,0.04744854179917613
sperm whale;sound;music;musical instrument;clarinet,sperm whale,clarinet,4,4,1,0,1,2,0,2,2,"[0.017628614288633465, 0.06581091050574377, 0.11652589303264341, 0.16199098744806634]","[0.006940540801278732, 0.026955407098523954, 0.06628419760249742, 0.16199098744806634, 0.999999999999995]","[True, True, True]","[True, True, True, True]",True,True,4.0,-63.25,31.951786595848855,-102.0,-78.0,-63.0,-48.25,-25.0,3.0,10.333333333333334,49.21720566360237,-46.0,-7.0,32.0,38.5,45.0,0,0,0,0,0.10442964586100663,0,0.08872516314014756,0,0.06935486214181182,1,0.15398264790787033
human dignity;immanuel kant;russia;people's republic of china;republic of china,human dignity,republic of china,4,4,1,2,0,0,1,2,4,"[0.11151665872085655, 0.03665222886209335, 0.18280135135703626, 0.44870263444034536]","[0.017447896577166777, 0.016395661358371266, 0.11477307235174214, 0.44870263444034536, 1.0000000000000004]","[False, True, True]","[False, True, True, True]",False,False,4.0,-284.75,226.71770258774825,-548.0,-428.0,-274.5,-131.25,-42.0,3.0,-39.666666666666664,405.243548169904,-506.0,-173.0,160.0,193.5,227.0,0,0,0,0,0.09549509799508102,0,0.0973134000935059,0,0.06105295731029407,0,0.15353555237696448
music;india;socialism;mao zedong;china;republic of china;taiwan,music,flag of the republic of china,6,4,0,0,3,2,0,2,7,"[0.046539920716849106, 0.06688973746125036, 0.08267438687398782, 0.16168372624366778, 0.5434611911063396, 0.5556019965802366]","[0.016752321147182902, 0.044992099127821275, 0.033276052977662694, 0.08462139220825887, 0.3487647231325006, 0.5556019965802366, 0.9999999999999998]","[True, True, True, True, True]","[True, False, True, True, True, True]",True,False,6.0,-286.5,231.77294924127793,-633.0,-437.5,-171.0,-152.75,-71.0,5.0,96.8,355.8991430166698,-453.0,15.0,107.0,360.0,455.0,0,0,0,0,0.05898164475256492,0,0.05691748444823107,0,0.0433013040596742,1,0.01810063506214066
wind;earth;solar system;milky way;globular cluster;open cluster;star,wind,pleiades (star cluster),6,4,0,0,2,1,3,1,3,"[0.0842040508517707, 0.3319328545283022, 0.17404144716994094, 0.3090972737983697, 0.6838367069258339, 0.377974589666597]","[0.0575345601943257, 0.1760528459494877, 0.2633266409451847, 0.2127014629080334, 0.3691434170744004, 0.377974589666597, 0.9999999999999997]","[True, False, True, True, False]","[True, True, False, True, True, True]",False,False,6.0,-127.83333333333331,104.1871713152184,-288.0,-189.5,-102.5,-52.25,-20.0,5.0,35.0,80.85790004693419,-93.0,19.0,53.0,73.0,123.0,0,0,0,0,0.06162493622048649,0,0.05615106387591455,0,0.04491322511493795,0,0.018098042025242005
heron;canada;saudi arabia;somalia;mogadishu,heron,mogadishu,4,4,1,0,3,0,2,0,4,"[0.004832705044266976, 0.0774289293458975, 0.21853216082281102, 0.472565232382281]","[0.0018789191471339584, 0.0374749970085002, 0.050569716427918514, 0.472565232382281, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True,4.0,-283.5,199.76402745906648,-576.0,-327.75,-208.0,-163.75,-142.0,3.0,144.66666666666666,242.2030828320179,-74.0,14.5,103.0,254.0,405.0,0,0,0,0,0.09058605214433682,0,0.10493786318971028,0,0.09031360220328419,1,0.15388297570965515
the lion king;lion;mammal;horse;pony,the lion king,pony,4,4,1,3,1,0,1,0,1,"[0.17753854404836455, 0.06584703656220749, 0.05262786579354923, 0.287651651396113]","[0.002936531412305038, 0.00971602174556017, 0.015523696398810198, 0.287651651396113, 0.9999999999999989]","[False, False, True]","[True, True, True, True]",False,True,4.0,-119.75,79.71773119367276,-238.0,-130.75,-87.5,-76.5,-66.0,3.0,4.666666666666667,151.96819842760962,-158.0,-64.5,29.0,86.0,143.0,1,0,0,1,0.10162994922582237,0,0.09623594530847371,0,0.07293429084807283,0,0.15366609121934158
giza pyramid complex;nile;mediterranean sea;asia;north korea;united nations;rwandan genocide,giza pyramid complex,radium,6,4,0,0,1,2,4,0,4,"[0.038676136743361136, 0.08042954639220844, 0.08699863283355788, 0.13590242576289874, 0.13815486272849117, 0.17532640006776096]","[0.006318496459806713, 0.022404581905175355, 0.01047784889555903, 0.019309012646757308, 0.04450417233494419, 0.17532640006776096, 1.000000000000002]","[True, True, True, True, True]","[True, False, True, True, True, True]",True,False,6.0,-233.83333333333337,133.43675155918126,-416.0,-327.25,-215.0,-144.75,-71.0,5.0,-10.6,214.5583836628157,-193.0,-155.0,-152.0,209.0,238.0,0,1,0,0,0.06433595200675134,1,0.03536943236220925,0,0.05288698836946118,1,0.01834898210937884
paul of tarsus;martin luther;middle ages;industrial revolution;fossil fuel;global warming;ozone,paul of tarsus,ozone,6,4,1,3,1,1,1,1,3,"[0.1209652637425845, 0.052496680352234565, 0.10519003960101174, 0.12549090822691353, 0.20292735953238153, 0.13916018687023424]","[0.010338248798288804, 0.004662413590771728, 0.011891450485963075, 0.04408681029903666, 0.04645265663569161, 0.13916018687023424, 1.0000000000000009]","[False, True, True, True, False]","[False, True, True, True, True, True]",False,False,6.0,-115.16666666666669,79.6226517183814,-259.0,-138.25,-85.0,-66.25,-46.0,5.0,-3.2,123.23230096042192,-213.0,12.0,17.0,63.0,105.0,0,0,0,0,0.0637432169351869,0,0.05637134242910945,0,0.042813436307345056,0,0.01835135464911096
easter island;netherlands;republic of ireland;ireland,easter island,loch ness,3,4,0,2,0,1,0,1,4,"[0.04449321336006743, 0.14461567679344717, 0.7748718722867068]","[0.09055314394208848, 0.10994181845149571, 0.7748718722867068, 1.0000000000000009]","[True, True]","[True, True, True]",True,True,3.0,-323.6666666666667,71.02347029914361,-371.0,-364.5,-358.0,-300.0,-242.0,2.0,-6.5,173.24116139070415,-129.0,-67.75,-6.5,54.75,116.0,1,0,0,1,0.12475064402436482,0,0.1411174187795022,0,0.12656581116364116,1,0.41435703504487775
mediterranean sea;atlantic ocean;europe;british isles,mediterranean sea,chew magna,3,4,0,3,0,0,0,1,4,"[0.23570762949130383, 0.1785057150001124, 0.16501268735117072]","[0.05665240199446666, 0.14294579324589768, 0.16501268735117072, 0.9999999999999992]","[False, False]","[True, True, True]",False,True,3.0,-531.3333333333334,456.1319253607812,-1056.0,-682.5,-309.0,-269.0,-229.0,2.0,40.0,1112.9860735876257,-747.0,-353.5,40.0,433.5,827.0,1,0,0,1,0.12585127993119052,0,0.16027448508403971,0,0.09752087345689779,0,0.4125592703734098
fruit;halloween;great britain;england,fruit,new forest,3,4,0,1,0,0,2,1,2,"[0.05148859752794288, 0.06318094307882088, 0.3109344525135859]","[0.015136653471542253, 0.07266097725370115, 0.3109344525135859, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-353.0,382.2656144619864,-784.0,-502.0,-220.0,-137.5,-55.0,2.0,-364.5,282.13560569343247,-564.0,-464.25,-364.5,-264.75,-165.0,0,1,0,0,0.16039113992665105,1,0.1789736082185771,0,0.09696272455957151,1,0.355666119211046
