path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
christian bale;vietnam war;buddha;sanskrit;hinduism;brahman;trimurti,christian bale,trimurti,6,4,1,1,4,2,0,0,4,"[0.019747739242623515, 0.01387409187516394, 0.0381851950693258, 0.10066129540116861, 0.35283113159460316, 0.1994298733686609]","[0.006488062717426333, 0.010663229788378489, 0.023604018926805265, 0.05333767490922273, 0.29612663523417304, 0.1994298733686609, 1.0]","[False, True, True, True, False]","[True, True, True, True, False, True]",False,False,6.0,-85.66666666666667,53.16264352594467,-163.0,-108.75,-91.5,-54.75,-11.0,5.0,19.6,66.97611514562486,-55.0,-33.0,34.0,37.0,115.0,0,0,0,0,0.06332320246682177,0,0.05234101060658877,0,0.04922254358246074,0,0.018727708873878153,0,0.27374430381394327
space shuttle endeavour;british english;england;british empire;ottoman empire;suleiman the magnificent,space shuttle endeavour,suleiman the magnificent,5,4,1,1,0,1,2,2,3,"[0.010132196980278195, 0.292543064931993, 0.2394202431294305, 0.20000129150188464, 0.28577724088205164]","[0.004352750666993813, 0.015247097780879876, 0.03715115745206477, 0.08024082480587423, 0.28577724088205164, 1.0000000000000016]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-302.0,286.8492635514339,-770.0,-312.0,-291.0,-89.0,-48.0,4.0,-10.25,507.2385204878141,-722.0,-164.75,111.5,266.0,458.0,0,0,0,0,0.06744775507724766,0,0.04743342313116304,0,0.04531847611142604,0,0.0330567869066483,1,0.5212761080665549
the legend of zelda series;norse mythology;united states;medicine;tobacco;tobacco smoking;lung cancer,the legend of zelda series,lung cancer,6,4,1,1,3,1,1,1,2,"[0.017592547445294156, 0.04864604233119335, 0.06913112964750324, 0.02572326529764823, 0.47949076402677915, 0.32858373059607204]","[0.00905606641792329, 0.008620251539725097, 0.03279759536302229, 0.08365745645112592, 0.0841643570954465, 0.32858373059607204, 1.0000000000000007]","[True, True, False, True, False]","[False, True, True, True, True, True]",False,False,6.0,-372.1666666666667,602.0293735912447,-1572.0,-317.5,-87.0,-63.5,-37.0,5.0,-4.8,979.6069109596972,-1535.0,10.0,32.0,286.0,1183.0,0,0,0,0,0.05541526446068645,0,0.047612507991072445,0,0.02793611719872372,0,0.004237424510241625,0,0.2321518367114637
data encryption standard;united states;cinema of the united states;21st century,data encryption standard,maya mythology,3,4,0,1,0,1,0,2,1,"[0.04029533242069303, 0.13966124285229717, 0.06695641166120285]","[0.030278799163816487, 0.17246501124718897, 0.06695641166120285, 1.0000000000000024]","[True, False]","[True, False, True]",False,False,3.0,-640.3333333333334,800.5325310899823,-1554.0,-929.5,-305.0,-183.5,-62.0,2.0,746.0,711.3494218736668,243.0,494.5,746.0,997.5,1249.0,0,0,1,0,0.08927850923195789,0,0.2389899911261432,1,0.10483092679454489,0,0.4471606228144168,0,0.885036512518985
tropical storm franklin (2005);atlantic ocean;united states;u.s. state,tropical storm franklin (2005),wright brothers,3,4,0,1,0,2,0,1,2,"[0.06810023194550464, 0.1937470081230291, 0.44841659139115103]","[0.014427521273157181, 0.08307321872759137, 0.44841659139115103, 1.0000000000000016]","[True, True]","[True, True, True]",True,True,3.0,-766.3333333333334,788.0903078539498,-1674.0,-1021.5,-369.0,-312.5,-256.0,2.0,-56.5,1925.4517651709689,-1418.0,-737.25,-56.5,624.25,1305.0,0,0,0,0,0.13478402086682442,0,0.17492742577078457,0,0.0857161458023277,1,0.4164314962217734,1,0.8895269977228298
coffee;tea;agriculture;soil;soil structure,coffee,soil moisture,4,4,0,0,0,1,1,3,1,"[0.05321907707741156, 0.05084698285122722, 0.17089074151732758, 0.40722551101625454]","[0.016923135764117518, 0.00789167337759648, 0.06500686132748887, 0.40722551101625454, 0.9999999999999996]","[False, True, True]","[False, True, True, True]",False,False,4.0,-137.25,121.19509065964677,-311.0,-171.5,-100.0,-65.75,-38.0,3.0,12.333333333333334,220.68605151511804,-236.0,-74.5,87.0,136.5,186.0,0,0,1,0,0.09999571214051355,0,0.09640966868519485,1,0.06735834413947485,0,0.15223977156063864,0,0.6880833975597828
the cat in the hat;dr. seuss;united states;great lakes;niagara falls,the cat in the hat,niagara falls,4,4,1,0,1,1,2,1,3,"[0.5115110409541007, 0.047596508782515146, 0.13497733312301355, 0.0963483227979112]","[0.0040191472751290045, 0.012392459782408646, 0.06461919605739476, 0.0963483227979112, 1.0000000000000018]","[False, True, False]","[True, True, True, True]",False,True,4.0,-484.75,737.2861836944096,-1567.0,-645.25,-184.5,-24.0,-3.0,3.0,-9.333333333333334,1423.117118628447,-1564.0,-628.5,307.0,768.0,1229.0,0,0,0,0,0.07877205474583891,0,0.09709853289025272,0,0.0435130301954312,0,0.09619382625715228,1,0.7952913018714801
chicago bears;united states;computer;unix;x window system,chicago bears,x window system,4,4,1,1,1,0,1,2,1,"[0.11614914383129363, 0.036229024125313446, 0.11029280849056504, 0.21020094082901192]","[0.019946825558668717, 0.03103793459950812, 0.12331558895174366, 0.21020094082901192, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True,4.0,-505.5,718.1283543582814,-1556.0,-673.25,-220.5,-52.75,-25.0,3.0,510.3333333333333,594.0819247657122,37.0,177.0,317.0,747.0,1177.0,0,0,0,0,0.07102001710596963,0,0.09032095163614934,0,0.08491841845193922,0,0.098713166504437,1,0.657573506324797
dik-dik;human;literature;fiction;film,dik-dik,three laws of robotics,4,4,0,1,1,1,2,0,2,"[0.022511808454004852, 0.08856755763786227, 0.266923866039907, 0.04527993406497532]","[0.0032368830565230786, 0.05743035611826637, 0.06645005535932391, 0.04527993406497532, 1.0000000000000016]","[True, True, False]","[True, True, False, True]",False,False,4.0,-155.0,60.149812967290266,-215.0,-187.25,-166.0,-133.75,-73.0,3.0,8.0,118.11435137188028,-81.0,-59.0,-37.0,52.5,142.0,0,0,0,0,0.10483118313395565,0,0.08044585027805677,0,0.08305068821379781,0,0.15189937201688844,0,0.6575483442975308
vietnam war;australia;mammal;bird,vietnam war,whooping crane,3,4,0,1,0,2,0,1,3,"[0.07175560666250863, 0.03320123869922287, 0.11118409989828063]","[0.01804161382789439, 0.03188322743936157, 0.11118409989828063, 1.0000000000000004]","[False, True]","[True, True, True]",False,True,3.0,-384.0,180.15826375717543,-592.0,-437.5,-283.0,-280.0,-277.0,2.0,157.5,214.2533546995239,6.0,81.75,157.5,233.25,309.0,0,0,0,0,0.11353350237287445,0,0.21380828862500054,0,0.13009184629891113,0,0.4509894766738557,1,0.6650804564859557
gregorian chant;medieval music;renaissance;science;physics;magnetism;inductance,gregorian chant,inductance,6,4,1,2,0,2,1,2,5,"[0.36512589836434733, 0.19325717524651445, 0.09694663652282556, 0.2001297939734238, 0.14096188369329585, 0.10217814183219157]","[0.0033251687605035736, 0.00617135775399297, 0.0044174821101614315, 0.009490155084093703, 0.022335312776747742, 0.10217814183219157, 1.0000000000000009]","[False, False, True, False, False]","[True, False, True, True, True, True]",False,False,6.0,-134.66666666666666,82.41278218011249,-231.0,-188.5,-155.0,-69.75,-26.0,5.0,-3.8,118.61365857269558,-118.0,-65.0,-52.0,30.0,186.0,0,0,0,0,0.06224898521955575,0,0.03950601039602694,0,0.04774390880315772,0,0.015108855181776796,0,0.2710753752905526
geography of ireland;ireland;dublin;united kingdom;j. m. w. turner;watercolor painting,geography of ireland,watercolor painting,5,4,1,1,1,0,2,2,4,"[0.5516288254881473, 0.3799183008462137, 0.13491662363551304, 0.08767211356469398, 0.11047369638913482]","[0.014040926462712698, 0.017296348455020864, 0.009690671687992767, 0.024876225274342276, 0.11047369638913482, 1.0000000000000018]","[False, False, False, True]","[True, False, True, True, True]",False,False,5.0,-339.6,394.61411530760023,-1013.0,-350.0,-178.0,-137.0,-20.0,4.0,82.5,708.9214813127521,-876.0,-100.5,185.5,368.5,835.0,0,0,0,0,0.07305100045189032,0,0.07274915471714648,0,0.05403861273558287,0,0.03431853007047767,0,0.522338889375504
arctic monkeys;united states;medicine;eye;eyelid,arctic monkeys,eyelid,4,4,1,2,0,1,2,0,2,"[0.05144399611457915, 0.06913112964750324, 0.04068672895950803, 0.2652444437703997]","[0.002857616385884421, 0.011523590570363668, 0.023933322780224246, 0.2652444437703997, 0.9999999999999991]","[True, False, True]","[True, True, True, True]",False,True,4.0,-522.75,717.1733286544707,-1573.0,-685.0,-243.0,-80.75,-32.0,3.0,513.6666666666666,591.516976369515,65.0,178.5,292.0,738.0,1184.0,0,0,0,0,0.07260625965862148,0,0.08937257751579983,0,0.09192519223303394,0,0.10155808586617505,1,0.6542218858135279
pontiac's rebellion;europe;italy;renaissance,pontiac's rebellion,italo disco,3,4,0,1,1,0,1,1,3,"[0.03770302129885472, 0.23556807335006139, 0.18786102471150523]","[0.020763876782230507, 0.11019835254880725, 0.18786102471150523, 0.9999999999999997]","[True, False]","[True, True, True]",False,True,3.0,-620.6666666666666,379.92937940271656,-950.0,-828.5,-707.0,-456.0,-205.0,2.0,372.5,183.1406563273158,243.0,307.75,372.5,437.25,502.0,0,0,0,0,0.10195038636235584,0,0.1351934187429697,0,0.16234994840386574,0,0.44632477528299835,1,0.8227200347798113
johannes ockeghem;spain;spanish inquisition;age of enlightenment,johannes ockeghem,allegory in the middle ages,3,4,0,1,2,0,1,0,1,"[0.023129317462745273, 0.20583832490995993, 0.057413007944196986]","[0.013133504993199747, 0.07853554578706243, 0.057413007944196986, 1.000000000000001]","[True, False]","[True, False, True]",False,False,3.0,-247.33333333333337,255.25934524191925,-542.0,-324.0,-106.0,-100.0,-94.0,2.0,224.0,299.8132752230961,12.0,118.0,224.0,330.0,436.0,0,0,0,0,0.11675722336892112,0,0.1630507379764518,0,0.09321964301174111,0,0.39385023517975687,0,0.822125583245106
16th century;germany;united states;john f. kennedy;john f. kennedy assassination;ike altgens,16th century,ike altgens,5,4,1,2,2,2,0,0,4,"[0.06756354260527302, 0.2733093299477454, 0.10302254692654826, 0.551643012093228, 0.38928083839376343]","[0.007584563886419568, 0.017615146103737774, 0.03707284988602943, 0.24088200217810923, 0.38928083839376343, 1.0000000000000022]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-598.8,703.6769144998293,-1718.0,-832.0,-352.0,-74.0,-18.0,4.0,203.5,924.7924091383968,-886.0,-179.5,167.0,550.0,1366.0,0,0,0,0,0.052972952498494666,0,0.04337977806091541,0,0.04948336129831934,0,0.014210058595570563,1,0.449971695459311
cretaceous;great britain;england;london;london underground;double-decker bus,cretaceous,double-decker bus,5,4,1,2,1,0,1,2,5,"[0.026006310846911525, 0.3109344525135859, 0.2820032973974934, 0.30970065648173156, 0.08333053124218985]","[0.004886538573894427, 0.019883744206522176, 0.03706689604984746, 0.105789214755362, 0.08333053124218985, 1.0000000000000018]","[True, False, True, False]","[True, True, True, False, True]",False,False,5.0,-381.6,363.1250473321827,-784.0,-757.0,-227.0,-127.0,-13.0,4.0,53.5,486.2869523234198,-557.0,-119.0,70.5,243.0,630.0,0,0,0,0,0.07309555749577379,0,0.06936594052642771,0,0.04956015781568711,0,0.03585666062951995,0,0.4462278133751123
calcium;neutron;electron;electricity;electronics;computer;microsoft windows;windows 2000,calcium,windows 2000,7,4,1,1,0,0,4,3,7,"[0.06633178722869125, 0.20987908985485354, 0.23311008301444142, 0.10376353855217056, 0.149020251634912, 0.10992155644157027, 0.7661591680565218]","[0.0061466002205909365, 0.010106067966919388, 0.01019449273978433, 0.011520183752096569, 0.026074993113436775, 0.15387155350354026, 0.7661591680565218, 1.0000000000000004]","[True, True, False, True, False, True]","[True, True, True, True, True, True, True]",False,True,7.0,-109.14285714285714,59.859358977046,-199.0,-144.5,-99.0,-80.5,-16.0,6.0,24.0,43.40506882842141,-39.0,-5.75,33.5,57.0,70.0,0,1,0,0,0.05091705738130731,1,0.04604734147752702,0,0.041388146687344446,0,0.0073482221351441395,1,0.12379446144547934
mary i of scotland;scotland;time zone;earth;sun;star;planet;mu arae,mary i of scotland,mu arae,7,4,1,2,3,1,2,0,5,"[0.20637495552520943, 0.03591837099886716, 0.08062927525852513, 0.3696471419696379, 0.35786187768444117, 0.22554504012355006, 0.3607667949566972]","[0.005973731721058615, 0.01277968517786572, 0.024392812309037313, 0.1666618265277043, 0.13768242237666914, 0.20213672794686158, 0.3607667949566972, 1.0000000000000004]","[False, True, True, False, False, True]","[True, True, True, False, True, True, True]",False,False,7.0,-256.0,144.02314628790288,-461.0,-338.0,-299.0,-155.5,-45.0,6.0,54.166666666666664,91.42082184418749,-91.0,12.0,62.0,121.75,155.0,0,0,0,0,0.046074044076112465,0,0.03674333964221057,0,0.043501265676844446,0,0.006241896794364812,0,0.12360002974584558
economy of india;germany;carl friedrich gauss;mathematics;computer science;algebra;logic,economy of india,venn diagram,6,4,0,2,1,0,3,1,3,"[0.13944703227924862, 0.05200675181391487, 0.18465398407157602, 0.22923957168989784, 0.06439794162018689, 0.0301698840481901]","[0.015696070265203307, 0.014985989138062844, 0.024058804702122894, 0.1978380105910028, 0.13548893899206285, 0.0301698840481901, 1.000000000000002]","[False, True, True, False, False]","[False, True, True, False, False, True]",False,False,6.0,-221.66666666666663,280.20968339203887,-781.0,-180.25,-135.0,-70.25,-35.0,5.0,144.2,256.06190657729627,-25.0,15.0,66.0,68.0,597.0,0,0,0,0,0.05595462327082677,0,0.060473631937380964,0,0.06675707156595917,0,0.01184259052947823,0,0.22350576384642964
the legend of zelda series;computer and video games;tobacco;cancer;lung cancer,the legend of zelda series,lung cancer,4,4,1,1,1,1,0,2,0,"[0.27499250295036753, 0.020087026151964348, 0.0521938229917825, 0.582948489283782]","[0.00905606641792329, 0.01373435598522712, 0.0841643570954465, 0.582948489283782, 1.0000000000000007]","[False, True, True]","[True, True, True, True]",False,True,4.0,-79.0,48.873987628048795,-142.0,-103.0,-72.5,-48.5,-29.0,3.0,-8.666666666666666,82.97188278768498,-61.0,-56.5,-52.0,17.5,87.0,0,0,0,0,0.1057751234963305,0,0.07726517221118341,0,0.07139832327396335,0,0.13962378599140246,1,0.675755765178493
dolphin;australia;england;football (soccer);manchester;manchester united f.c.;wayne rooney,dolphin,wayne rooney,6,4,1,1,0,3,1,2,4,"[0.024906559788906896, 0.12746324560149935, 0.13556060659930488, 0.0470487957431463, 0.35086494818459807, 0.23711374202742624]","[0.007097655825189855, 0.02635654318249981, 0.09157021382589575, 0.13870821977877254, 0.14439878374698398, 0.23711374202742624, 1.0000000000000002]","[True, True, False, True, False]","[True, True, True, True, True, True]",False,True,6.0,-340.3333333333333,323.24397390619157,-835.0,-538.5,-250.5,-101.25,-20.0,5.0,113.6,268.4321143231562,-247.0,-13.0,91.0,292.0,445.0,0,0,0,0,0.05408940468782657,0,0.04879635601043893,0,0.04598808074474784,0,0.013893302875038874,1,0.22349282386750818
vulture;bird;vertebrate;mammal;human;technology;engineering,vulture,chromatic aberration,6,4,0,2,2,1,1,1,2,"[0.06136586235064077, 0.10803217840362948, 0.12828326186147, 0.09718576380595302, 0.24549923511982966, 0.17948478088438222]","[0.009052092482056141, 0.022690224759685018, 0.022961931945503836, 0.015296665858811889, 0.10858656914212236, 0.17948478088438222, 0.9999999999999994]","[True, True, False, True, False]","[True, True, False, True, True, True]",False,False,6.0,-180.5,61.229894659390034,-253.0,-208.75,-205.0,-132.25,-102.0,5.0,29.0,99.61676565719246,-108.0,0.0,5.0,97.0,151.0,0,0,0,0,0.05990311732159169,0,0.04709622362454947,0,0.0507205589285381,0,0.018514687398957622,0,0.22287623267784423
thomas aquinas;animal;energy;uranium;periodic table;roentgenium,thomas aquinas,roentgenium,5,4,1,3,0,1,1,1,3,"[0.008667303683962404, 0.09824388154360642, 0.050003795220546876, 0.0733709440817179, 0.21162540575863734]","[0.005604112163304015, 0.010612690743217834, 0.029214300168224627, 0.05339629715144087, 0.21162540575863734, 0.9999999999999986]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-210.0,170.2366000600341,-513.0,-159.0,-138.0,-128.0,-112.0,4.0,93.75,205.9957523833926,-31.0,-19.75,2.5,116.0,401.0,1,0,0,1,0.07635531769855478,0,0.078593152690924,0,0.08091063995458002,0,0.050532084684927155,1,0.36880366586725216
napster;united states;apollo 11;moon landing;john f. kennedy;space race;space exploration,napster,space shuttle endeavour,6,4,0,2,1,1,0,3,4,"[0.026167194696376288, 0.07146017801415079, 0.5935094962423313, 0.19947030009272257, 0.11858213732536492, 0.7223167144330218]","[0.009669036721077199, 0.09594155896661952, 0.19802934131614502, 0.4030853676651649, 0.05788203417702843, 0.7223167144330218, 0.9999999999999999]","[True, True, False, False, True]","[True, True, True, False, True, True]",False,False,6.0,-347.1666666666667,599.720073589893,-1553.0,-251.0,-74.0,-57.5,-20.0,5.0,300.0,544.1208505470086,-51.0,-6.0,24.0,289.0,1244.0,0,0,0,0,0.05236312056247884,0,0.06413556904092044,0,0.09252970263242968,0,0.007901105169882764,0,0.17365663953741126
star wars episode iv  a new hope;space station;human;agriculture;nutrition;health;body mass index,star wars episode iv  a new hope,body mass index,6,4,1,0,3,3,0,1,1,"[0.055737373565218164, 0.06952539217873198, 0.1084998007985389, 0.14409019868206907, 0.3078807071509715, 0.0339193012004449]","[0.006514930667217582, 0.05627143945216051, 0.036966072265251504, 0.02858799310619245, 0.03455241945009384, 0.0339193012004449, 0.9999999999999986]","[True, True, True, True, False]","[True, False, False, True, False, True]",False,False,6.0,-122.5,135.84218785046124,-376.0,-147.75,-69.5,-42.25,-13.0,5.0,4.2,197.35678351655412,-203.0,-139.0,5.0,54.0,304.0,0,0,0,0,0.06139457617620486,0,0.05502744315308363,0,0.05228464054458807,0,0.015326451391099326,0,0.24241837251969042
oleg of novgorod;kiev;russia;canada;canadian senate,oleg of novgorod,senate of canada,4,4,0,0,2,1,1,1,3,"[0.12460915958948815, 0.09731833299244168, 0.14113342800093623, 0.2489043835115804]","[0.006033722148671448, 0.01391707790294703, 0.038482439276159026, 0.2489043835115804, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True,4.0,-336.0,328.0853547478156,-674.0,-588.5,-316.0,-63.5,-38.0,3.0,-11.333333333333334,568.989748003717,-522.0,-318.0,-114.0,244.0,602.0,0,0,0,0,0.08721883969765373,0,0.03595560458797698,0,0.05701387099111977,0,0.07513948068871619,1,0.7349550723734273
john milton;england;europe;africa;niger;niger river,john milton,niger river,5,4,1,0,1,2,1,2,4,"[0.06390343223139977, 0.1743883890099941, 0.20733258691597292, 0.14716608773394402, 0.6453510096664009]","[0.004174794579783709, 0.027367497678350252, 0.03736970588752564, 0.12398487473014673, 0.6453510096664009, 0.9999999999999998]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-566.6,410.2246945272798,-1103.0,-762.0,-634.0,-275.0,-59.0,4.0,175.75,359.7345085846876,-341.0,76.75,287.5,386.5,469.0,0,0,0,0,0.06138511369473707,0,0.05103539406659768,0,0.062229378988967,0,0.04254681664658481,1,0.5363918920002467
jacques-louis david;united states;president of the united states;george w. bush;united states senate,jacques-louis david,barack obama,4,4,0,3,0,0,2,0,5,"[0.060337654965203914, 0.3235514638662403, 0.260446968480263, 0.10356180542126428]","[0.030668542906791153, 0.1685949460701095, 0.2884629298410389, 0.10356180542126428, 1.0000000000000007]","[True, False, False]","[True, True, False, True]",False,False,4.0,-585.25,669.2046896627867,-1567.0,-733.0,-312.0,-164.25,-150.0,3.0,472.3333333333333,569.826581806547,19.0,152.5,286.0,699.0,1112.0,1,0,0,1,0.07002878589082269,0,0.11549676284118975,0,0.10394368505573726,0,0.11794520126930744,0,0.5303485467102504
globular cluster;carbon;biosphere;animal;australian green tree frog;frog,globular cluster,frog,5,4,1,0,2,0,2,2,1,"[0.031503394043059255, 0.06480798564792518, 0.030080584159240722, 0.06489325044024397, 0.6375547081887945]","[0.008421374687969106, 0.014341544571056328, 0.015285555949696102, 0.05526654909038922, 0.6375547081887945, 1.0000000000000002]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-158.8,200.49738152903643,-512.0,-115.0,-93.0,-45.0,-29.0,4.0,17.5,368.9466989507653,-419.0,-116.75,3.0,137.25,483.0,0,0,0,0,0.07607807613977711,0,0.055523561077618334,0,0.056571785036567644,0,0.035208724234085324,1,0.48309805825176405
northwest africa;europe;world war ii;war;battle of marathon;battle of hastings,northwest africa,battle of lechaeum,5,4,0,2,1,2,0,1,3,"[0.1376303547416753, 0.16518653097644026, 0.2643240059628883, 0.07372990783206476, 0.1512101701475426]","[0.00837129630459406, 0.01881862718851616, 0.11583972105382205, 0.04800535499703664, 0.1512101701475426, 1.0000000000000027]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-428.8,465.3398757897285,-958.0,-908.0,-200.0,-50.0,-28.0,4.0,232.5,321.7260739614784,22.0,43.0,100.0,289.5,708.0,0,0,0,0,0.06355749954175569,0,0.07960855616853282,0,0.05517585083563804,0,0.034122299941494474,0,0.3458187505014273
henry fonda;united states;moon;solar system;comet;comet hyakutake,henry fonda,comet hyakutake,5,4,1,2,1,1,1,1,4,"[0.03700012466253659, 0.059399143662697676, 0.19708901460874667, 0.2843268623732793, 0.6281942242614056]","[0.004601271783173133, 0.01893137692371188, 0.08293682870848373, 0.19871312067877064, 0.6281942242614056, 1.000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-456.0,638.2444672693998,-1567.0,-425.0,-145.0,-101.0,-42.0,4.0,381.25,518.5154288929116,44.0,55.25,169.5,495.5,1142.0,0,0,0,0,0.06414172344022606,0,0.10219209776370874,0,0.10720822654556278,1,0.03656877456829201,1,0.3436145895130356
slavery;animal rights;bonobo;mammal;bird;woodpecker;great spotted woodpecker,slavery,great spotted woodpecker,6,4,1,0,1,2,2,2,2,"[0.057468151632238305, 0.06068725141901724, 0.03690892700775254, 0.11118409989828063, 0.014400495890897414, 0.4916312441024579]","[0.015331936608341486, 0.009578844281407994, 0.043636257213870336, 0.020729024617256505, 0.08353443147258388, 0.4916312441024579, 0.999999999999999]","[True, False, True, False, True]","[False, True, False, True, True, True]",False,False,6.0,-121.16666666666669,105.2718702534854,-277.0,-190.5,-97.5,-42.0,-10.0,5.0,23.2,149.13819095054092,-179.0,-65.0,59.0,93.0,208.0,0,0,0,0,0.060324876985347456,0,0.05180308519361818,0,0.04505422188210089,0,0.016683665133417756,0,0.2657405415450799
plum;united states;coal;carbon;periodic table;tellurium,plum,tellurium,5,4,1,0,0,4,1,1,4,"[0.024456959718917384, 0.05480726765551796, 0.15148674952378313, 0.10897071021802836, 0.11334165058138669]","[0.007021190982344135, 0.01848385539224702, 0.023035719486234355, 0.07003728009685599, 0.11334165058138669, 1.0000000000000018]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-492.8,607.7579287841501,-1562.0,-415.0,-180.0,-162.0,-145.0,4.0,354.25,541.3547050378953,-18.0,21.75,144.0,476.5,1147.0,0,0,0,0,0.0624069631926511,0,0.11886264029327955,0,0.12020073587669071,0,0.03978957091506958,1,0.2599593144943477
space shuttle program;boeing 747;saudi arabia;europe;forest;biosphere;plant,space shuttle program,borage,6,4,0,0,0,1,3,3,2,"[0.0870271472075918, 0.026755555218828015, 0.07876526791359134, 0.09986773597228123, 0.06017199865479234, 0.04587416450424108]","[0.013475567483651191, 0.0055357705314313405, 0.01986769115821585, 0.03656446288090574, 0.07412157122148694, 0.04587416450424108, 1.0000000000000018]","[False, True, True, False, False]","[False, True, True, True, False, True]",False,False,6.0,-287.3333333333333,402.1604986403646,-1091.0,-217.75,-174.0,-60.5,-30.0,5.0,-34.4,657.179047140123,-948.0,-175.0,-110.0,192.0,869.0,0,0,0,0,0.05584734009920256,0,0.028822674009920494,0,0.04062261041927163,0,0.005649927515182811,0,0.2517892091033424
arctic monkeys;united kingdom;europe;russia,arctic monkeys,history of post-soviet russia,3,4,0,1,0,0,3,0,3,"[0.11952546519214387, 0.2417890222080024, 0.2850980740633511]","[0.040495427321245926, 0.13938674102189832, 0.2850980740633511, 1.0000000000000022]","[True, True]","[True, True, True]",True,True,3.0,-923.3333333333334,219.69600208773332,-1099.0,-1046.5,-994.0,-835.5,-677.0,2.0,158.5,372.64527368531054,-105.0,26.75,158.5,290.25,422.0,0,1,0,0,0.0988037975436934,1,0.2694819244547731,0,0.2811653722831013,1,0.5846763369542286,1,0.4059436478314574
postage stamp;united states;world health organization;aids;virus;rabies,postage stamp,rabies,5,4,1,0,1,0,1,4,3,"[0.054457470566512886, 0.15071981839842055, 0.09575870494343403, 0.10439672852778277, 0.17185909674472147]","[0.011235199100846662, 0.0599830872490328, 0.04416906694442603, 0.08853772047475665, 0.17185909674472147, 1.0000000000000007]","[True, False, True, True]","[True, False, True, True, True]",False,False,5.0,-429.8,647.0924972521317,-1567.0,-349.0,-120.0,-72.0,-41.0,4.0,381.5,564.8188500159439,31.0,43.75,138.5,476.25,1218.0,0,0,1,0,0.06353459184635384,0,0.09033919140027608,1,0.10569184765389743,0,0.03150598930604692,0,0.3616922775175635
love;human;science;chemistry;periodic table,love,periodic table (large version),4,4,0,1,0,1,2,1,2,"[0.10306689857343461, 0.17746020337699847, 0.12308299063279333, 0.22399737325706182]","[0.016908613935490657, 0.04183007550508296, 0.04493997761505215, 0.22399737325706182, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True,4.0,-182.25,64.1320252811859,-270.0,-204.75,-170.0,-147.5,-119.0,3.0,8.666666666666666,125.67550808862217,-87.0,-62.5,-38.0,56.5,151.0,0,0,0,0,0.10179781819121049,0,0.09132852956371557,0,0.08617289895451521,0,0.15515161860805662,1,0.5962627300402153
rule of st benedict;christian monasticism;19th century;united states;president of the united states;martin van buren,rule of st benedict,martin van buren,5,4,1,0,1,2,2,1,4,"[0.32103118051821117, 0.04978353466524633, 0.2156585701134629, 0.3235514638662403, 0.1891894542498425]","[0.014382463785377969, 0.013741025878414147, 0.06374548342599083, 0.08978156909233521, 0.1891894542498425, 1.0000000000000027]","[False, True, True, False]","[False, True, True, True, True]",False,False,5.0,-511.6,697.0432554727146,-1716.0,-455.0,-310.0,-65.0,-12.0,4.0,-13.25,1126.52248830934,-1406.0,-575.0,46.0,607.75,1261.0,0,0,0,0,0.05924369888780117,0,0.03601084506713839,0,0.05248396320363612,0,0.016950736279555567,0,0.5078467291760221
marcus allen;american football;mexico;north america;south america;ecuador;cotopaxi,marcus allen,cotopaxi,6,4,1,2,1,0,3,1,5,"[0.26217134043335627, 0.04421094576728317, 0.2665572512131032, 0.40199036560535073, 0.21791811445416792, 0.17307479085282154]","[0.00469646725130193, 0.005838142822770472, 0.01496100016081409, 0.02416664441969558, 0.05343761982956242, 0.17307479085282154, 0.9999999999999993]","[False, True, True, False, False]","[True, True, True, True, True, True]",False,True,6.0,-227.16666666666663,164.95383192477422,-475.0,-311.0,-229.5,-93.25,-43.0,5.0,4.8,191.19021941511548,-220.0,-188.0,129.0,147.0,156.0,0,0,0,0,0.055957256286981664,0,0.06129303226933548,0,0.051607547556433354,0,0.0200211099027294,1,0.2424461945754645
