path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
taoism;tourism;leisure;europe;united kingdom;the beatles;i want to hold your hand,taoism,i want to hold your hand,6,4,1,4,1,1,1,0,5,"[0.022985963192073102, 0.13645917420040288, 0.030538100584142965, 0.2417890222080024, 0.11260174569806237, 0.6631664447852234]","[0.018258510978883823, 0.02273626377943566, 0.030375779192623308, 0.020176296099484906, 0.06714585670206599, 0.6631664447852234, 0.999999999999999]","[True, False, True, False, True]","[True, True, False, True, True, True]",False,False,6.0,-432.1666666666667,474.8614183808437,-1129.0,-762.5,-197.5,-91.5,-62.0,5.0,21.2,642.2528318349401,-875.0,-188.0,102.0,165.0,902.0,1,0,0,1,0.049726138884442536
fermium;cold war;nato;iraq;kuwait;iran;united arab emirates;emirate,fermium,emirate,7,4,1,2,1,2,1,2,8,"[0.021535765574680683, 0.13419160222759058, 0.05871273720977176, 0.19667890445523145, 0.11407048792156534, 0.09909058182409322, 0.15757463028542523]","[0.004111104273697206, 0.009335580795828434, 0.010845254528563813, 0.03456514917697225, 0.08948366689898331, 0.04497570483735665, 0.15757463028542523, 1.0000000000000002]","[True, False, True, False, False, True]","[True, True, True, True, False, True, True]",False,False,7.0,-160.14285714285714,79.16949869621206,-253.0,-215.0,-165.0,-124.0,-25.0,6.0,26.333333333333332,122.04534676367906,-126.0,-80.5,69.0,119.5,140.0,0,0,0,0,0.049705219076436706
italo disco;italy;black death;asia;russia;cold war;nuclear weapon;tsar bomba,italo disco,tsar bomba,7,4,1,4,1,0,2,1,5,"[0.026212290946003417, 0.08571809191360162, 0.08647144771550724, 0.17706183610297527, 0.2726776526197722, 0.14525319823214086, 0.34397198981388355]","[0.00645948594142103, 0.042738811930961934, 0.022479703966465536, 0.021507541732112875, 0.1126832519772745, 0.09586146641585336, 0.34397198981388355, 0.9999999999999991]","[True, True, True, True, False, True]","[True, False, False, True, False, True, True]",False,False,7.0,-310.14285714285717,237.9190538617624,-655.0,-485.5,-269.0,-120.5,-35.0,6.0,86.66666666666667,300.98416348151386,-285.0,-160.5,117.0,329.25,424.0,1,0,0,1,0.04154834097782465
eocene;climate change;united states;internet;world wide web;history of the internet;wikipedia;ward cunningham,eocene,ward cunningham,7,4,1,0,1,3,2,2,3,"[0.11148047229442878, 0.07912734084104163, 0.07585687426678714, 0.3934715901446399, 0.24161532312290632, 0.10592857317478659, 0.07149074944872295]","[0.004163974379448058, 0.007964574177492564, 0.022385024417369306, 0.037989245109507366, 0.02218365476712831, 0.04045276141998862, 0.07149074944872295, 0.9999999999999977]","[False, False, True, False, False, False]","[True, True, True, False, True, True, True]",False,False,7.0,-316.14285714285717,574.2819947759198,-1580.0,-244.0,-52.0,-36.5,-20.0,6.0,7.333333333333333,867.0111110399143,-1505.0,-13.75,21.5,278.75,1167.0,0,0,0,0,0.04153119772998677
booby;fossil;oxygen;chemical element;periodic table;ununhexium,booby,ununhexium,5,4,1,0,3,1,1,1,4,"[0.06084999053026047, 0.05055411269748454, 0.18887416918770084, 0.42318001982105063, 0.2446452269047572]","[0.0028270790794132908, 0.014100325999749391, 0.037402453074781565, 0.2415152771530093, 0.2446452269047572, 0.9999999999999994]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-161.8,38.40182287340016,-227.0,-166.0,-142.0,-139.0,-135.0,4.0,-1.0,65.23291602659913,-92.0,-20.75,13.5,33.25,61.0,0,0,0,0,0.07923732670723183
booby;fossil;oxygen;chemical element;periodic table;ununhexium,booby,ununhexium,5,4,1,3,0,0,1,2,4,"[0.06084999053026047, 0.05055411269748454, 0.18887416918770084, 0.42318001982105063, 0.2446452269047572]","[0.0028270790794132908, 0.014100325999749391, 0.037402453074781565, 0.2415152771530093, 0.2446452269047572, 0.9999999999999994]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-161.8,38.40182287340016,-227.0,-166.0,-142.0,-139.0,-135.0,4.0,-1.0,65.23291602659913,-92.0,-20.75,13.5,33.25,61.0,1,0,0,1,0.07923732670723183
tropical storm leslie (2000);bill clinton;george w. bush;middle east;persian gulf;iran;persian empire,tropical storm leslie (2000),persian literature,6,4,0,4,2,0,1,0,5,"[0.032691761513237896, 0.2691330539161044, 0.06274666569042706, 0.30909973601142854, 0.3302548955032828, 0.5162834976959082]","[0.014567579167583292, 0.016244300540510726, 0.02900166549806936, 0.16554753338228415, 0.23540366453025569, 0.5162834976959082, 1.000000000000001]","[True, False, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-183.66666666666663,76.92507176900563,-291.0,-225.25,-184.5,-145.25,-71.0,5.0,-23.8,121.287674559289,-112.0,-108.0,-103.0,47.0,157.0,1,0,0,1,0.0657794172154502
ununtrium;united states;united kingdom;arctic monkeys;top of the pops;bbc,ununtrium,blue peter,5,4,0,1,1,1,2,1,4,"[0.02359279011192603, 0.2907991039224705, 0.11952546519214387, 0.21974955476038513, 0.2798314942969551]","[0.005965770530744794, 0.062226035426767724, 0.11269756362335381, 0.07429280166955259, 0.2798314942969551, 1.000000000000003]","[True, False, True, True]","[True, True, False, True, True]",False,False,5.0,-643.0,713.9968487325417,-1563.0,-1264.0,-189.0,-171.0,-28.0,4.0,343.5,534.9302135169908,-161.0,67.0,221.0,497.5,1093.0,0,0,0,0,0.0657769332500879
the anarchy;england;atlantic ocean;whale;humpback whale,the anarchy,humpback whale,4,4,1,3,0,2,0,0,2,"[0.13789478067709768, 0.08187541538266625, 0.045134994763146204, 0.5614388893820424]","[0.00769995300734007, 0.027011149118611442, 0.07220441928818902, 0.5614388893820424, 0.9999999999999982]","[False, False, True]","[True, True, True, True]",False,True,4.0,-343.25,320.0087238394187,-759.0,-504.75,-288.5,-127.0,-37.0,3.0,240.66666666666663,111.19502386947596,120.0,191.5,263.0,301.0,339.0,1,0,0,1,0.08505331260298475
yellow river;china;united states;tennis;pete sampras,yellow river,pete sampras,4,4,1,1,0,1,2,1,4,"[0.16246568500126518, 0.13939169431433518, 0.0678095667051858, 0.2486120290719753]","[0.00844292258592217, 0.023466785487154713, 0.10483392969711443, 0.2486120290719753, 0.9999999999999973]","[False, False, True]","[True, True, True, True]",False,True,4.0,-640.75,691.9356304358569,-1639.0,-786.25,-436.5,-291.0,-51.0,3.0,150.33333333333334,1211.4439043279442,-1137.0,-408.5,320.0,794.0,1268.0,0,0,0,0,0.08506531463445136
corundum;russia;united states;president of the united states;george washington,corundum,james garfield,4,4,0,4,1,0,0,0,4,"[0.018598077404442567, 0.24756651162775425, 0.3235514638662403, 0.23152627272029663]","[0.004367920660615008, 0.06418590210370012, 0.2006209110502504, 0.23152627272029663, 1.0000000000000016]","[True, True, False]","[True, True, True, True]",False,True,4.0,-686.25,670.4711651766489,-1654.0,-808.75,-491.0,-368.5,-109.0,3.0,139.33333333333334,1176.6912650875477,-1127.0,-390.5,346.0,772.5,1199.0,1,0,0,1,0.08618707645327248
matilda of boulogne;france;atlantic ocean;dolphin;orca,matilda of boulogne,orca,4,4,1,1,1,0,1,2,3,"[0.022215657895270087, 0.13318488600393127, 0.04277465317762995, 0.1724229829575962]","[0.0032137502754423022, 0.027504296861504095, 0.052724335268652084, 0.1724229829575962, 1.000000000000001]","[True, False, True]","[True, True, True, True]",False,True,4.0,-372.0,410.67586569783555,-961.0,-490.0,-243.0,-125.0,-41.0,3.0,306.6666666666667,280.35215949468505,112.0,146.0,180.0,404.0,628.0,0,0,0,0,0.08618464181192359
bee;flower;latin;europe;england;fifa,bee,fifa,5,4,1,3,2,1,0,0,4,"[0.2549472266783, 0.023551221619466975, 0.13573076304962306, 0.1743883890099941, 0.09399917880651111]","[0.004100990137456761, 0.007180353091746888, 0.014822084861461877, 0.05409999254479578, 0.09399917880651111, 0.9999999999999989]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-526.6,395.56579730810904,-960.0,-908.0,-467.0,-193.0,-105.0,4.0,-22.0,543.4721704006563,-493.0,-394.75,-155.0,217.75,715.0,1,0,0,1,0.06529532311512233
socialism;democracy;united states;japan;mario;sonic the hedgehog (character),socialism,sonic the hedgehog (character),5,4,1,1,1,0,2,2,5,"[0.18374080062662354, 0.16732170862500673, 0.21683861812763297, 0.024251655877533716, 0.04187041623899801]","[0.004247778742480799, 0.006115891666126404, 0.014335975648448839, 0.015147909496764615, 0.04187041623899801, 0.9999999999999998]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-554.2,670.4444048539744,-1593.0,-865.0,-192.0,-103.0,-18.0,4.0,43.5,1012.1075371059474,-1401.0,-286.5,406.5,736.5,762.0,0,0,0,0,0.06528856133792203
finance;money;water;climate;weather;forest;tree;plant;canola;agriculture;food;cereal;vitamin;b vitamins,finance,mustard plant,13,4,0,7,3,2,1,1,4,"[0.11844946839006933, 0.040642180205927754, 0.07687392496866534, 0.23177074728887959, 0.04023699830428432, 0.17838541014513365, 0.15195176086379616, 0.04625811940082956, 0.06236693230523165, 0.2178763632479046, 0.12049771260359118, 0.052374131504096116, 0.8141738651033066]","[0.0036364796379153553, 0.006754007078981153, 0.032993515749859384, 0.005855114991945789, 0.011326779775551717, 0.010787074417282593, 0.008342300284913624, 0.024991908103876425, 0.017503663529142816, 0.04321644332912647, 0.08001851992794361, 0.032775856959498396, 0.8141738651033066, 1.0000000000000004]","[False, True, True, False, True, False, False, True, True, False, False, True]","[True, True, False, True, False, False, True, False, True, True, False, True, True]",False,False,13.0,-123.0,85.26234026032049,-267.0,-218.0,-104.0,-66.0,-29.0,12.0,0.5833333333333334,130.44780100821473,-182.0,-86.0,25.5,60.5,224.0,1,0,0,1,0.010239633422897925
"phonograph cylinder;thomas edison;united states;united states declaration of independence;thomas jefferson;richmond, virginia;james i of england;charles i of england;charles ii of england;james ii of england;william iii of england;mary ii of england;william and mary",phonograph cylinder,william and mary,12,4,1,2,1,2,3,5,5,"[0.24251456763434082, 0.041239617755090156, 0.21122641612645374, 0.3015320463738091, 0.1236575951593174, 0.08434240886097599, 0.39392734219279946, 0.725735800319573, 0.5655326378096078, 0.5239979429763267, 0.6423248326671184, 0.6271001915602636]","[0.0059089852561995905, 0.02035055833307623, 0.03212391494679203, 0.05786934151613697, 0.04694500217738645, 0.046961732008887445, 0.18103487668024865, 0.12834797151529304, 0.1552906754093236, 0.31039769223908126, 0.5150061153789778, 0.6271001915602636, 1.0000000000000002]","[False, True, True, False, False, True, True, False, False, True, False]","[True, True, True, False, True, True, False, True, True, True, True, True]",False,False,12.0,-215.83333333333337,432.72662655923233,-1570.0,-99.0,-84.0,-58.0,-22.0,11.0,-0.9090909090909092,635.7987817769792,-1548.0,-9.5,19.0,24.0,1260.0,0,0,0,0,0.010155577925121811
valparaíso;panama canal;united states;california;film;video,valparaíso,video,5,4,1,3,0,2,0,1,4,"[0.034264917405456743, 0.0741872411314196, 0.21403081917738626, 0.02491800278698393, 0.11825428855389009]","[0.004289659347467036, 0.011656254777662838, 0.02751561723120085, 0.01032841108884916, 0.11825428855389009, 0.9999999999999999]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-473.2,651.1445308071012,-1577.0,-543.0,-177.0,-40.0,-29.0,4.0,2.75,1093.5195090471257,-1537.0,-273.25,257.0,533.0,1034.0,1,0,0,1,0.06193648087711531
axe;copper;integrated circuit;computer;microsoft windows;windows xp;windows 2000,axe,windows 2000,6,4,1,2,1,1,1,2,5,"[0.039519636893284464, 0.04496595381373801, 0.15883146607412876, 0.10992155644157027, 0.7585308800280751, 0.6115988593612378]","[0.007546388470994698, 0.009094009468053029, 0.03807501526333705, 0.15387155350354026, 0.7661591680565218, 0.6115988593612378, 1.0000000000000004]","[True, True, False, True, False]","[True, True, True, True, False, True]",False,False,6.0,-83.33333333333333,58.52748642019976,-179.0,-103.5,-83.5,-37.25,-22.0,5.0,31.4,42.098693566427926,-18.0,2.0,31.0,53.0,89.0,0,0,0,0,0.06193500925431804
child;economics;science;latin,child,avocado,3,4,0,2,1,0,1,0,3,"[0.1294888393440717, 0.1389898709968254, 0.06425253347344415]","[0.03394753291202368, 0.02884070992599861, 0.06425253347344415, 1.0000000000000009]","[True, False]","[False, True, True]",False,False,3.0,-255.66666666666663,197.14292615595755,-481.0,-326.0,-171.0,-143.0,-115.0,2.0,-183.0,179.60512242138307,-310.0,-246.5,-183.0,-119.5,-56.0,1,0,0,1,0.14309449209578676
seawater;ship;20th century;19th century,seawater,alice's adventures in wonderland,3,4,0,0,1,3,0,0,3,"[0.03495515924189726, 0.04568647257611673, 0.41310306308209394]","[0.018242351284384187, 0.03252252706166776, 0.41310306308209394, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-252.33333333333337,170.52956732875776,-377.0,-349.5,-322.0,-190.0,-58.0,2.0,-159.5,147.78531726798843,-264.0,-211.75,-159.5,-107.25,-55.0,0,0,0,0,0.14330200802071186
nitrification;bacteria;human;science,nitrification,order of the bath,3,4,0,2,0,0,1,1,2,"[0.18047897435601, 0.07405340889888248, 0.17746020337699847]","[0.018432358405316183, 0.04099288902339916, 0.17746020337699847, 0.9999999999999984]","[False, True]","[True, True, True]",False,True,3.0,-195.66666666666663,78.83104295474806,-270.0,-237.0,-204.0,-158.5,-113.0,2.0,-78.5,17.67766952966369,-91.0,-84.75,-78.5,-72.25,-66.0,1,0,0,1,0.1345361583708111
telephone;star trek;human rights;confucius,telephone,number,3,4,0,0,2,1,1,0,1,"[0.02294257243151522, 0.023819910688667983, 0.04740203679151252]","[0.010540734545821896, 0.01304941191501462, 0.04740203679151252, 0.9999999999999989]","[True, True]","[True, True, True]",True,True,3.0,-72.33333333333333,31.942656954820357,-96.0,-90.5,-85.0,-60.5,-36.0,2.0,-30.0,26.87005768508881,-49.0,-39.5,-30.0,-20.5,-11.0,0,0,0,0,0.1346238302745712
behavioral finance;psychology;20th century;music,behavioral finance,garage (dance music),3,4,0,2,0,0,1,1,3,"[0.20803747846901463, 0.037279732372905716, 0.09916129688939385]","[0.026452898306264662, 0.03946060276737782, 0.09916129688939385, 1.000000000000001]","[False, True]","[True, True, True]",False,True,3.0,-197.0,133.63756956784272,-334.0,-262.0,-190.0,-128.5,-67.0,2.0,-61.5,290.62088706767105,-267.0,-164.25,-61.5,41.25,144.0,1,0,0,1,0.13607061263042725
voting;belgium;big bang;christianity,voting,tyrannosaurus,3,4,0,0,1,1,1,1,3,"[0.04444772154637833, 0.03384069645903983, 0.024645113210103108]","[0.014783989284706124, 0.05763950882310481, 0.024645113210103108, 1.0000000000000024]","[False, False]","[True, False, True]",False,False,3.0,-238.0,148.50252523105456,-387.0,-312.0,-237.0,-163.5,-90.0,2.0,-75.0,313.9554108468271,-297.0,-186.0,-75.0,36.0,147.0,0,0,0,0,0.1360440400833485
marjoram;europe;cold war;nuclear weapon;history of nuclear weapons,marjoram,history of nuclear weapons,4,4,1,3,0,0,1,1,3,"[0.013489697200019725, 0.1283270120952604, 0.14525319823214086, 0.8012166309337476]","[0.003937563317751868, 0.05494866717577517, 0.2709837590508501, 0.8012166309337476, 1.000000000000002]","[True, True, True]","[True, True, True, True]",True,True,4.0,-358.5,425.1764339659478,-969.0,-484.5,-216.5,-90.5,-32.0,3.0,312.3333333333333,296.7428741070851,78.0,145.5,213.0,429.5,646.0,1,0,0,1,0.08342324857785452
achilles tendon;achilles;black sea;mediterranean sea;atlantic ocean;ocean,achilles tendon,ocean,5,4,1,1,2,1,0,2,3,"[0.4789700473306632, 0.023940353184589102, 0.41648091235165235, 0.23570762949130383, 0.38150928545766527]","[0.007702426435033084, 0.008520275316983237, 0.11812600640875107, 0.14731281469294402, 0.38150928545766527, 1.0000000000000016]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-166.6,113.69388725872643,-309.0,-214.0,-199.0,-97.0,-14.0,4.0,-46.25,105.11382719065396,-117.0,-100.5,-89.0,-34.75,110.0,0,0,0,0,0.08340149459092637
the lion king;lion;mammal;horse;pony,the lion king,pony,4,4,1,3,1,0,1,0,1,"[0.17753854404836455, 0.06584703656220749, 0.05262786579354923, 0.287651651396113]","[0.002936531412305038, 0.00971602174556017, 0.015523696398810198, 0.287651651396113, 0.9999999999999989]","[False, False, True]","[True, True, True, True]",False,True,4.0,-119.75,79.71773119367276,-238.0,-130.75,-87.5,-76.5,-66.0,3.0,4.666666666666667,151.96819842760962,-158.0,-64.5,29.0,86.0,143.0,1,0,0,1,0.10162994922582237
algerian civil war;petroleum;nitrogen;periodic table;chlorine,algerian civil war,tin(ii) chloride,4,4,0,1,0,1,0,3,2,"[0.028949817521492442, 0.04436887062262376, 0.0702607485710457, 0.11027541935897064]","[0.007511321267184356, 0.04153194345490492, 0.0843305402438083, 0.11027541935897064, 0.9999999999999983]","[True, True, True]","[True, True, True, True]",True,True,4.0,-179.5,18.15672510852843,-197.0,-187.25,-183.5,-175.75,-154.0,3.0,-4.333333333333333,36.29508690350986,-43.0,-21.0,1.0,15.0,29.0,0,0,1,0,0.10161496490905193
basil;greece;european space agency;comet halley;moon;tide;gravitation;force;acceleration,basil,acceleration,8,4,1,5,1,0,2,1,3,"[0.03207801619457513, 0.09098892191060154, 0.059263810051187124, 0.03201566466860803, 0.45319284798876625, 0.1715443763151846, 0.29727431299107765, 0.4477589734377027]","[0.003519823417821066, 0.00936596078193606, 0.01587439906678357, 0.005531165088694668, 0.029176578567157708, 0.04036797519861371, 0.16630518587189844, 0.4477589734377027, 0.9999999999999993]","[True, False, False, True, False, True, True]","[True, True, False, True, True, True, True, True]",False,False,8.0,-111.875,73.67774911250828,-261.0,-137.25,-105.0,-54.25,-34.0,7.0,32.42857142857143,78.30465533810265,-98.0,-10.5,66.0,76.0,128.0,1,0,0,1,0.036527166881927836
rubidium;earth;canada;united kingdom;england;history of anglo-saxon england;alfred the great;england,rubidium,edward iv of england,7,4,0,1,2,3,1,1,7,"[0.03366816615660303, 0.04505182620376974, 0.19820719235402356, 0.5659328445737464, 0.34764683857242545, 0.25815648204850616, 0.13346058047598353]","[0.012339518923505625, 0.043803590044888166, 0.12755303981991215, 0.5659328445737464, 1.0000000000000024, 0.34764683857242545, 0.13346058047598353, 1.0000000000000024]","[True, True, True, False, False, False]","[True, True, True, True, False, False, True]",False,False,7.0,-562.7142857142857,385.1392450727893,-1033.0,-847.5,-687.0,-235.5,-53.0,6.0,-80.16666666666667,517.4991465371384,-725.0,-379.0,-115.0,119.75,743.0,0,0,0,0,0.036533297560788984
delhi;river;bog;insect;arthropod,delhi,drosophila melanogaster,4,4,0,3,1,0,1,0,1,"[0.021570204012452028, 0.02508749177212628, 0.0163726972216773, 0.1984937008121247]","[0.005004534212366891, 0.0072468764009215704, 0.007846073346988024, 0.1984937008121247, 1.0]","[True, False, True]","[True, True, True, True]",False,True,4.0,-113.25,25.473842793474773,-132.0,-130.5,-122.0,-104.75,-77.0,3.0,17.666666666666668,36.52852766446155,-18.0,-1.0,16.0,35.5,55.0,1,0,0,1,0.10288461496780273
