path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
mediterranean sea;atlantic ocean;europe;british isles,mediterranean sea,chew magna,3,4,0,3,0,0,0,1,4,"[0.23570762949130383, 0.1785057150001124, 0.16501268735117072]","[0.05665240199446666, 0.14294579324589768, 0.16501268735117072, 0.9999999999999992]","[False, False]","[True, True, True]",False,True,3.0,-531.3333333333334,456.1319253607812,-1056.0,-682.5,-309.0,-269.0,-229.0,2.0,40.0,1112.9860735876257,-747.0,-353.5,40.0,433.5,827.0,1,0,0,1,0.12585127993119052
canadian football;french language;france;julius caesar,canadian football,enzyme kinetics,3,4,0,1,1,2,0,0,2,"[0.02419372498279218, 0.30480994070258877, 0.044287838541721344]","[0.008268723162826484, 0.02342014004457531, 0.044287838541721344, 0.9999999999999966]","[True, False]","[True, True, True]",False,True,3.0,-497.0,480.96257650673823,-1042.0,-679.5,-317.0,-224.5,-132.0,2.0,92.5,1156.119587240005,-725.0,-316.25,92.5,501.25,910.0,0,0,0,0,0.1256599200502028
eyelid;vertebrate;human;monaco;france;louis xiv of france,eyelid,louis xiv of france,5,4,1,3,0,0,2,1,2,"[0.042497315394471435, 0.10297000933199717, 0.04100226616414165, 0.16201164268434767, 0.2622582006672423]","[0.003971132682918536, 0.004837184154496287, 0.0340087718888597, 0.06789088758501406, 0.2622582006672423, 0.9999999999999993]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-302.2,384.57860054870446,-983.0,-187.0,-176.0,-117.0,-48.0,4.0,-17.25,682.8583918597861,-796.0,-295.0,-69.5,208.25,866.0,1,0,0,1,0.07557219048245914
acceleration;albert einstein;united states;internet;linux,acceleration,mozilla firefox,4,4,0,0,0,2,2,1,4,"[0.059409337281119426, 0.047795473276092036, 0.07585687426678714, 0.06961921306416098]","[0.004154818364346628, 0.011629853155719752, 0.026166471913414, 0.06961921306416098, 0.9999999999999987]","[False, True, False]","[True, True, True, True]",False,True,4.0,-554.75,737.2667427736043,-1636.0,-718.75,-253.5,-89.5,-76.0,3.0,6.0,1411.9054500921795,-1542.0,-602.5,337.0,780.0,1223.0,0,0,0,0,0.07557102842708317
sphere;david hilbert;paris;pablo picasso;cubism,sphere,paul cézanne,4,4,0,3,1,0,1,0,4,"[0.030687114550667922, 0.02418821772873777, 0.06175423176504917, 0.2302053855663293]","[0.017348169817543318, 0.009680233048773966, 0.0481804170876498, 0.2302053855663293, 0.9999999999999996]","[False, True, True]","[False, True, True, True]",False,False,4.0,-128.75,137.79302111016605,-319.0,-185.5,-88.0,-31.25,-20.0,3.0,-5.0,257.1439285691964,-299.0,-96.5,106.0,142.0,178.0,1,0,0,1,0.0982759287270429
yellow river;china;badminton;tennis;pete sampras,yellow river,pete sampras,4,4,1,1,2,1,0,1,3,"[0.16246568500126518, 0.02724936151500212, 0.3303945724134541, 0.2486120290719753]","[0.00844292258592217, 0.023466785487154713, 0.08137628598303563, 0.2486120290719753, 0.9999999999999973]","[False, True, False]","[True, True, True, True]",False,True,4.0,-188.75,210.18464105003804,-502.0,-204.25,-101.0,-85.5,-51.0,3.0,150.33333333333334,214.46289500361905,8.0,27.0,46.0,221.5,397.0,0,0,0,0,0.09827695385486931
board game;monopoly (game);game;computer,board game,asperger syndrome,3,4,0,2,1,1,0,0,0,"[0.40176405252159725, 0.3370913524530255, 0.10667481163253177]","[0.06448349764606717, 0.04052749704314673, 0.10667481163253177, 1.000000000000001]","[False, False]","[False, True, True]",False,False,3.0,-59.0,48.56953777832357,-114.0,-77.5,-41.0,-31.5,-22.0,2.0,-46.0,38.18376618407357,-73.0,-59.5,-46.0,-32.5,-19.0,1,0,0,1,0.1364918687737631
windows vista;bill gates;elizabeth ii of the united kingdom;george vi of the united kingdom,windows vista,stuttering,3,4,0,1,0,1,0,2,3,"[0.14940367883821948, 0.047291333797256946, 0.46987629466891595]","[0.0066575154645271565, 0.029887945719077127, 0.46987629466891595, 1.0000000000000002]","[False, True]","[True, True, True]",False,True,3.0,-100.33333333333331,67.41908730718129,-155.0,-138.0,-121.0,-73.0,-25.0,2.0,-48.0,115.9655121145938,-130.0,-89.0,-48.0,-7.0,34.0,0,0,1,0,0.13657512381949044
easter island;netherlands;republic of ireland;ireland,easter island,loch ness,3,4,0,2,0,1,0,1,4,"[0.04449321336006743, 0.14461567679344717, 0.7748718722867068]","[0.09055314394208848, 0.10994181845149571, 0.7748718722867068, 1.0000000000000009]","[True, True]","[True, True, True]",True,True,3.0,-323.6666666666667,71.02347029914361,-371.0,-364.5,-358.0,-300.0,-242.0,2.0,-6.5,173.24116139070415,-129.0,-67.75,-6.5,54.75,116.0,1,0,0,1,0.12475064402436482
mandan;19th century;italy;holy roman empire,mandan,war of the league of cambrai,3,4,0,1,1,1,1,0,3,"[0.022172634311287708, 0.11810894654670534, 0.13417316061026924]","[0.014592254037803088, 0.1319196966657632, 0.13417316061026924, 0.9999999999999992]","[True, True]","[True, True, True]",True,True,3.0,-397.0,281.437382023071,-715.0,-505.5,-296.0,-238.0,-180.0,2.0,58.0,674.5798692519663,-419.0,-180.5,58.0,296.5,535.0,0,0,0,0,0.12449908810220936
silurian;north america;pacific ocean;philippines;hello garci scandal,silurian,hello garci scandal,4,4,1,3,0,0,1,1,4,"[0.04671686534663844, 0.20551984821152994, 0.19288774720095977, 0.16225516784619368]","[0.0052605362331327845, 0.011661169797941705, 0.017379062682745472, 0.16225516784619368, 1.0000000000000002]","[True, False, False]","[True, True, True, True]",False,True,4.0,-247.5,154.890283749498,-425.0,-301.25,-259.0,-205.25,-47.0,3.0,126.0,109.82258419833327,2.0,83.5,165.0,188.0,211.0,1,0,0,1,0.10159794624733302
harald maddadsson;pope;20th century;united states;manifest destiny,harald maddadsson,bt tower,4,4,0,1,2,1,0,1,3,"[0.04111785203019313, 0.029297677280376928, 0.2029312432823103, 0.25228126381726135]","[0.011879576959597918, 0.028572469175594077, 0.06981879431306731, 0.25228126381726135, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True,4.0,-593.25,707.1616387597204,-1642.0,-661.75,-318.0,-249.5,-95.0,3.0,-68.66666666666667,1332.2883821955866,-1307.0,-773.5,-240.0,550.5,1341.0,0,0,0,0,0.10159708754712897
fashion;game;simcity;nintendo entertainment system;super mario bros.;computer and video games;pac-man,fashion,pac-man,6,4,1,4,1,1,0,1,2,"[0.03194227938777523, 0.16961567229212546, 0.13169316001602438, 0.33870897603122413, 0.19719611563037037, 0.19556672899043745]","[0.010315590321892252, 0.17484148054569, 0.07399105642954214, 0.08870881113307315, 0.08409681544488232, 0.19556672899043745, 0.9999999999999983]","[True, False, True, False, False]","[True, False, True, False, True, True]",False,False,6.0,-33.166666666666664,10.496030995889193,-50.0,-36.75,-32.5,-28.25,-19.0,5.0,0.2,20.06738647656939,-21.0,-9.0,-8.0,8.0,31.0,1,0,0,1,0.06544368652041195
king kong (1933 film);tyrannosaurus;cretaceous-tertiary extinction event;photosynthesis;light;galileo galilei;astronomy,king kong (1933 film),aberration of light,6,4,0,3,1,0,0,3,4,"[0.11821430917121425, 0.07677455984555669, 0.06538008395499086, 0.16680644639599404, 0.08505289872499867, 0.13452768974669224]","[0.019886134866207626, 0.023587104788144603, 0.06127819591129813, 0.04217872304334065, 0.1410249915879122, 0.13452768974669224, 1.0000000000000027]","[False, False, True, False, True]","[True, True, False, True, False, True]",False,False,6.0,-87.16666666666667,33.94947225903029,-141.0,-97.75,-89.5,-67.75,-42.0,5.0,-19.8,15.13935269422045,-43.0,-21.0,-19.0,-15.0,-1.0,0,0,0,0,0.06542636353790894
hindi;united states;medicine;cancer;hepatocellular carcinoma,hindi,hepatocellular carcinoma,4,4,1,3,0,1,0,1,3,"[0.04407237745510937, 0.06913112964750324, 0.13457396471613972, 0.3161398342824589]","[0.007799982699133349, 0.025447355564595268, 0.10480488522359156, 0.3161398342824589, 1.0000000000000007]","[True, True, True]","[True, True, True, True]",True,True,4.0,-536.75,715.2446551122677,-1586.0,-688.25,-264.0,-112.5,-33.0,3.0,517.6666666666666,592.7093160507377,106.0,178.0,250.0,723.5,1197.0,1,0,0,1,0.07558733244769694
cattle;animal;fish;whale shark;shark;great white shark,cattle,great white shark,5,4,1,1,2,0,1,2,0,"[0.04393188372321842, 0.08052941499456591, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.02467197000923506, 0.033592088122368795, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-165.6,213.84760929222472,-533.0,-173.0,-63.0,-42.0,-17.0,4.0,122.75,179.09285301206188,-46.0,4.25,88.5,207.0,360.0,0,0,0,0,0.07558626099173481
punctuated equilibrium;history of science;science;physical science;physics;engineering;architecture;industrial revolution;steel;metal;electron;electron beam welding,punctuated equilibrium,electron beam welding,11,4,1,6,2,2,2,0,7,"[0.09218967655920177, 0.504416234367901, 0.401165887229303, 0.3984501485055065, 0.07704671298013631, 0.1153839084416173, 0.08124797950156214, 0.20604001137362937, 0.12867234604542746, 0.09675295730803032, 0.21269778570457662]","[0.009508653805008642, 0.022208421085910608, 0.023250046230254118, 0.0354009595465028, 0.02639011279525665, 0.028113587246066878, 0.016672156401463883, 0.0703961474730414, 0.07538463321530008, 0.10191702088818688, 0.21269778570457662, 0.9999999999999991]","[True, False, False, False, True, False, True, False, False, True]","[True, True, True, False, True, False, True, True, True, True, True]",False,False,11.0,-136.9090909090909,83.41756954677419,-271.0,-185.0,-157.0,-71.0,-18.0,10.0,-0.4,146.27310833581893,-253.0,-60.75,-6.5,63.25,228.0,1,0,0,1,0.017092929071135844
mercantilism;niccolò machiavelli;italian renaissance;dark ages;vulgar latin;9th century;charlemagne;middle ages;book of kells;archbishop of canterbury;canterbury;canterbury cathedral,mercantilism,allegory in the middle ages,11,4,0,5,3,1,0,3,7,"[0.027598346326251074, 0.20339050978905338, 0.2064693600606539, 0.05782885036105687, 0.05154325077549273, 0.0862859337186232, 0.2323289776318615, 0.048058866510001894, 0.017919613338638632, 0.596626038661358, 0.3924973967803981]","[0.014825543028520238, 0.01698147321657403, 0.04444041803077259, 0.032921103918323695, 0.017492643867328996, 0.038493028219301714, 0.036875327052148923, 0.06802491398892997, 0.03840649667060457, 0.3377622680389199, 0.3924973967803981, 0.9999999999999993]","[True, True, False, False, True, True, False, False, True, False]","[True, True, False, False, True, False, True, False, True, True, True]",False,False,11.0,-80.63636363636364,73.74723415460777,-286.0,-90.5,-76.0,-36.0,-21.0,10.0,-1.2,99.94643009577126,-186.0,-46.25,-2.0,35.5,210.0,0,0,0,0,0.01713021495682256
barracuda;florida;cape canaveral;john f. kennedy;moon;solar system;uranus;jupiter,barracuda,planetary nebula,7,4,0,4,2,1,1,0,6,"[0.017895632466385453, 0.11043261048840997, 0.28142332930399117, 0.024619046801156064, 0.19708901460874667, 0.2825908344644927, 0.21417266291171275]","[0.006094875545791063, 0.03663218301743729, 0.024546846714600907, 0.011473645503725562, 0.1666510778774093, 0.35563482057975354, 0.21417266291171275, 0.9999999999999988]","[True, True, False, True, True, False]","[True, False, False, True, True, False, True]",False,False,7.0,-115.71428571428572,54.03922737454798,-199.0,-156.0,-91.0,-71.5,-65.0,6.0,12.666666666666666,83.48812290779249,-134.0,-12.25,29.5,67.5,97.0,1,0,0,1,0.04828152763735766
blood type;virus;ottoman empire;austria;turkey;alexander the great;mesopotamia;hammurabi,blood type,hammurabi,7,4,1,1,2,2,0,3,4,"[0.033354049429426456, 0.01685592391992364, 0.09940854959216648, 0.13228232918995037, 0.0442452761766694, 0.09213115287355383, 0.26694519153594354]","[0.002498641325736169, 0.006936047419922625, 0.03939152584691264, 0.020211332480233914, 0.022551370293768948, 0.0404222816912527, 0.26694519153594354, 1.0000000000000016]","[False, True, True, False, True, True]","[True, True, False, True, True, True, True]",False,False,7.0,-185.57142857142856,107.95810474879772,-314.0,-271.5,-190.0,-107.5,-37.0,6.0,-5.0,107.48581301734664,-153.0,-88.25,33.0,72.5,100.0,0,0,0,0,0.048228469363395594
selenium;electricity;benjamin franklin;england;james i of england;british monarchy;henry iii of england,selenium,henry iii of england,6,4,1,4,1,1,0,1,4,"[0.01224007073608417, 0.08548310406685172, 0.05642565234988927, 0.20885326270622695, 0.40407400573539687, 0.2898971200991573]","[0.004170326036726316, 0.010279248649285023, 0.02961162784349426, 0.18478522531625144, 0.17980690538704494, 0.2898971200991573, 1.0000000000000009]","[True, False, True, True, False]","[True, True, True, False, True, True]",False,False,6.0,-238.16666666666663,269.32836216534395,-778.0,-198.75,-134.0,-104.5,-68.0,5.0,1.6,457.6442941849051,-710.0,-34.0,70.0,123.0,559.0,1,0,0,1,0.058338939254464456
brasília;rio de janeiro;slavery;north america;europe;ireland;scotland,brasília,tiger woods,6,4,0,1,3,0,2,1,6,"[0.18635283503121786, 0.025211193715181764, 0.06018162574026363, 0.17836530050620195, 0.17206312114935826, 0.15760025830633892]","[0.030676924502358382, 0.03529137760655712, 0.037285753073803635, 0.08010566339323141, 0.12285956168864443, 0.15760025830633892, 1.0]","[False, True, True, False, False]","[True, True, True, True, True, True]",False,True,6.0,-432.6666666666667,338.1607112996225,-1008.0,-501.5,-441.5,-221.0,-36.0,5.0,-74.2,402.0543495598574,-498.0,-351.0,-123.0,69.0,532.0,0,0,0,0,0.05833221220987063
oil refinery;automobile;germany;danube;middle ages;art;theatre;drama,oil refinery,humour,7,4,0,4,0,0,1,3,7,"[0.11864325698233308, 0.09147040101264814, 0.13041454074286715, 0.031227327994972968, 0.09768946317164132, 0.04934393059264694, 0.3303000156015413]","[0.012841812151021838, 0.01673689366534203, 0.032701063060700856, 0.008771493421350944, 0.0792707309360058, 0.07609468140590064, 0.3303000156015413, 1.0000000000000004]","[False, True, False, True, False, True]","[True, True, False, True, False, True, True]",False,False,7.0,-243.71428571428572,244.30153109474793,-772.0,-242.0,-178.0,-110.0,-52.0,6.0,8.333333333333334,396.3824752264745,-670.0,-33.0,63.0,88.5,562.0,1,0,0,1,0.044011458065847775
thalassemia;kenya;united kingdom;hsbc;industry;computer;microsoft windows;macintosh,thalassemia,macintosh,7,4,1,0,4,2,1,1,4,"[0.013833578713106325, 0.10982409175591752, 0.08228921744150258, 0.025821558083450113, 0.048270034894639005, 0.10992155644157027, 0.16798921903375572]","[0.004189153025998377, 0.01498111432830548, 0.025265210884047377, 0.01629196636501834, 0.035330541492463056, 0.18243737546125482, 0.16798921903375572, 0.9999999999999988]","[True, False, False, True, True, True]","[True, True, False, True, True, False, True]",False,False,7.0,-251.0,378.9322718727803,-1103.0,-164.5,-121.0,-90.0,-24.0,6.0,16.166666666666668,606.6278650595162,-982.0,14.75,39.5,55.25,933.0,0,0,0,0,0.04400586168341389
rer;paris;garden;soil;geography;earth;desert;landscape;landform,rer,landform,8,4,1,6,1,0,1,1,4,"[0.23565246510223425, 0.03425951429469289, 0.04247325404485999, 0.06377681893099399, 0.2127093930373146, 0.08657028768998659, 0.03483910721758103, 0.058882198198117366]","[0.006596218986494328, 0.007799977188769915, 0.01383396908557674, 0.051089215554318994, 0.03691169346672545, 0.04297171536851442, 0.04510041549496257, 0.058882198198117366, 0.9999999999999996]","[False, True, True, True, False, False, True]","[True, True, True, False, True, True, True, True]",False,False,8.0,-144.625,113.34641906247288,-314.0,-203.75,-113.0,-75.25,-17.0,7.0,41.57142857142857,136.6185164888678,-225.0,14.0,26.0,140.0,182.0,1,0,0,1,0.03821398093784372
lake superior;canada;atlantic ocean;africa;north africa;tunisia;tunis;africa;north africa,lake superior,hannibal barca,8,4,0,4,0,2,2,1,9,"[0.07751154265109773, 0.11499015998017968, 0.1427463457463413, 0.4192155578415994, 0.24042305102300285, 0.3054419148032509, 0.07798985342046842, 0.4192155578415994]","[0.020155625270789332, 0.06961636030001504, 0.09337849632228544, 0.4192155578415994, 0.9999999999999996, 0.24042305102300285, 0.07039264490075543, 0.4192155578415994, 0.9999999999999996]","[True, True, True, False, True, False, True]","[True, True, True, True, False, False, True, True]",False,False,8.0,-348.75,203.19360929208096,-600.0,-518.75,-312.0,-264.25,-46.0,7.0,39.714285714285715,291.48568534647586,-449.0,-105.5,183.0,233.5,288.0,0,0,0,0,0.03820904495362985
chromatic aberration;photography;france;germany,chromatic aberration,merseburg incantations,3,4,0,2,2,0,0,0,3,"[0.15461026151165455, 0.023549670454943467, 0.29230208093916665]","[0.006895540664865537, 0.020371509402044893, 0.29230208093916665, 1.0000000000000009]","[False, True]","[True, True, True]",False,True,3.0,-611.3333333333334,498.0013386862864,-966.0,-896.0,-826.0,-434.0,-42.0,2.0,-392.0,752.3616151824866,-924.0,-658.0,-392.0,-126.0,140.0,1,0,0,1,0.16424044272496968
fruit;halloween;great britain;england,fruit,new forest,3,4,0,1,0,0,2,1,2,"[0.05148859752794288, 0.06318094307882088, 0.3109344525135859]","[0.015136653471542253, 0.07266097725370115, 0.3109344525135859, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-353.0,382.2656144619864,-784.0,-502.0,-220.0,-137.5,-55.0,2.0,-364.5,282.13560569343247,-564.0,-464.25,-364.5,-264.75,-165.0,0,1,0,0,0.16039113992665105
"wright brothers;columbus, ohio;united states;houston, texas;education;united states",wright brothers,university of texas at austin,5,4,0,3,0,1,0,2,4,"[0.07551852383500614, 0.16419555917488998, 0.1218780272250606, 0.03423135977607182, 0.1001130004379699]","[0.06133512954859306, 0.16419555917488998, 0.9999999999999998, 0.1218780272250606, 0.1001130004379699, 0.9999999999999998]","[True, False, False, True]","[True, True, False, False, True]",False,False,5.0,-728.6,793.0676515909598,-1588.0,-1588.0,-337.0,-113.0,-17.0,4.0,-392.75,1371.3536803708469,-1571.0,-1499.0,-625.5,480.75,1251.0,1,0,0,1,0.07442449205922248
giant panda;china;united nations;human rights;civil rights;libertarianism,giant panda,gnu project,5,4,0,1,1,1,3,0,2,"[0.07570703721428106, 0.11768631277048255, 0.2529931750613338, 0.6720498532499035, 0.2239061452690144]","[0.007812691744884552, 0.032741512703931434, 0.08647867445319264, 0.17826106328195795, 0.2239061452690144, 1.0000000000000022]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-255.8,213.7807287853608,-538.0,-419.0,-182.0,-102.0,-38.0,4.0,125.0,78.15795971407306,64.0,76.0,99.5,148.5,237.0,0,1,0,0,0.07442513534755113
solar system;moon;united states;president of the united states;william howard taft,solar system,william howard taft,4,4,1,3,1,1,0,0,5,"[0.19708901460874667, 0.059399143662697676, 0.3235514638662403, 0.210984775497478]","[0.005810744922923834, 0.00733722781646601, 0.10385280316566729, 0.210984775497478, 0.9999999999999982]","[False, True, False]","[True, True, True, True]",False,True,4.0,-577.5,698.5439618711672,-1597.0,-740.5,-322.0,-159.0,-69.0,3.0,40.0,1309.7373782556565,-1408.0,-511.0,386.0,764.0,1142.0,1,0,0,1,0.07842905155150777
california;oregon;united states;baseball;babe ruth,california,sandy koufax,4,4,0,0,2,1,2,0,5,"[0.13216226167986464, 0.1677732221201943, 0.08267822831567623, 0.16405210271871448]","[0.016242920479144544, 0.016777722162794013, 0.03595959282161238, 0.16405210271871448, 0.9999999999999996]","[True, False, True]","[True, True, True, True]",False,True,4.0,-512.0,726.9896835581644,-1581.0,-663.0,-217.5,-66.5,-32.0,3.0,15.333333333333334,1389.6230903857827,-1503.0,-589.0,325.0,774.5,1224.0,0,0,0,0,0.07843596723814573
neon;volcano;plate tectonics;africa;lion;zebra;plains zebra,neon,plains zebra,6,4,1,4,0,2,0,1,3,"[0.029151056289721932, 0.22161576094034172, 0.058802345913678875, 0.08824656998322776, 0.049161085266737646, 0.7855859288817388]","[0.002145359826283893, 0.006987948645751077, 0.013165020490302428, 0.03675154920348393, 0.036607074932895375, 0.7855859288817388, 0.9999999999999998]","[True, False, True, False, True]","[True, True, True, False, True, True]",False,False,6.0,-186.33333333333337,184.2776890094584,-515.0,-240.5,-135.5,-68.0,-11.0,5.0,28.2,256.6684631971758,-396.0,33.0,40.0,219.0,245.0,1,0,0,1,0.06178671786738966
liberia;united states;liberal democracy;election;democracy;alexander the great,liberia,history of democracy,5,4,0,1,0,2,1,2,4,"[0.1266049273648309, 0.16629949489279391, 0.3902941189694271, 0.4018453467538895, 0.04051727204964566]","[0.014430822398564889, 0.050266998299729575, 0.02654667771394954, 0.02243656421288993, 0.04051727204964566, 1.0000000000000016]","[True, True, True, False]","[True, False, False, True, True]",False,False,5.0,-455.4,629.1909884923654,-1570.0,-317.0,-181.0,-120.0,-89.0,4.0,362.5,607.8796481760734,-92.0,22.75,144.5,484.25,1253.0,0,0,0,0,0.061779709249908776
applied mathematics;game theory;ethics;kohlberg's stages of moral development;cancer;world war ii;nazi germany;swastika;nazism;adolf hitler;charlie chaplin,applied mathematics,charlie chaplin,10,4,1,6,1,2,1,1,7,"[0.08187286178344466, 0.06405870129714165, 0.21517967734048987, 0.029185234804793517, 0.01987923675618127, 0.3378407160120004, 0.0823387543888722, 0.15244740524747605, 0.5028494271888977, 0.036239690282228]","[0.0035852284880989772, 0.008087021171587062, 0.007073027503878576, 0.010574337020583387, 0.009472293905023153, 0.029363577716402117, 0.022392169363531486, 0.010767981471346744, 0.03169094609720246, 0.036239690282228, 0.9999999999999984]","[False, True, False, False, True, False, True, True, False]","[True, False, True, False, True, False, False, True, True, True]",False,False,10.0,-179.6,226.54271120475275,-783.0,-210.25,-95.0,-63.0,-20.0,9.0,-6.777777777777778,321.93080692043816,-679.0,-84.0,58.0,71.0,526.0,1,0,0,1,0.020396201490553895
brothers grimm;germany;gottfried leibniz;logic;computer science;computer programming;unix;ubuntu (linux distribution);openoffice.org;microsoft windows;windows vista,brothers grimm,windows vista,10,4,1,2,1,3,3,2,4,"[0.11043211761003233, 0.055031104817441834, 0.09318032160803257, 0.13548893899206285, 0.31068229556471755, 0.1533981761631166, 0.052829790762157255, 0.07682274176537254, 0.13711417611332907, 0.7302788218385103]","[0.014418974922692972, 0.018362459940475185, 0.012329394628466356, 0.010454616417818145, 0.05420725300071281, 0.08566601541005671, 0.07622774248246054, 0.08095537651168462, 0.11791798419632915, 0.7302788218385103, 0.9999999999999989]","[False, True, True, True, False, False, True, True, True]","[True, False, False, True, True, False, True, True, True, True]",False,False,10.0,-129.2,225.5520634650309,-747.0,-113.25,-44.5,-16.75,-11.0,9.0,81.55555555555556,177.64016375183226,-42.0,3.0,35.0,71.0,545.0,0,0,0,0,0.020477592481011553
atlantic coast line railroad;united states;california;computer;computer programming;programming language,atlantic coast line railroad,programming language,5,4,1,5,0,1,0,0,2,"[0.06652319762517768, 0.21403081917738626, 0.031796628273976765, 0.329411707483881, 0.7092891405968081]","[0.0031432299722134343, 0.04198000075038631, 0.023453130896736528, 0.2576384085681318, 0.7092891405968081, 1.0000000000000013]","[True, False, True, True]","[True, False, True, True, True]",False,False,5.0,-458.2,648.8714818821982,-1556.0,-543.0,-124.0,-44.0,-24.0,4.0,383.0,455.2559719542403,20.0,65.0,249.5,567.5,1013.0,1,0,0,1,0.059754418283622594
whale;japan;nintendo;computer and video games;pac-man;pikachu;pokémon trading card game,whale,pokémon trading card game,6,4,1,2,1,3,0,1,2,"[0.024920126078948647, 0.09135706186925696, 0.3810670737217536, 0.19556672899043745, 0.021369414254474674, 0.3589978461706867]","[0.010790556993243855, 0.07292959853842372, 0.18802238793039688, 0.16622796680450944, 0.07600195912939567, 0.3589978461706867, 0.9999999999999974]","[True, True, False, False, True]","[True, True, False, False, True, True]",False,False,6.0,-142.0,230.06520814760324,-605.0,-104.5,-44.0,-26.25,-14.0,5.0,118.2,205.44999391579452,9.0,13.0,16.0,70.0,483.0,0,0,0,0,0.05975736795382316
windows 2000;arabic language;hindi;india,windows 2000,economy of india,3,4,0,2,1,1,0,0,3,"[0.014769787503510432, 0.1809096843448365, 0.1587098337614564]","[0.012618448090561783, 0.03371052851445985, 0.1587098337614564, 0.9999999999999981]","[True, False]","[True, True, True]",False,True,3.0,-320.0,286.20971332224207,-646.0,-425.0,-204.0,-157.0,-110.0,2.0,-221.0,445.47727214752496,-536.0,-378.5,-221.0,-63.5,94.0,1,0,0,1,0.14710006551195576
polonium;poland;world war ii;united kingdom,polonium,monty python,3,4,0,1,0,0,1,2,4,"[0.02115531399965203, 0.16738711558618008, 0.16681492776032184]","[0.017105136713093806, 0.10955472517456588, 0.16681492776032184, 1.0000000000000027]","[True, False]","[True, True, True]",False,True,3.0,-736.6666666666666,394.1501405978861,-1089.0,-949.5,-810.0,-560.5,-311.0,2.0,-389.0,155.56349186104046,-499.0,-444.0,-389.0,-334.0,-279.0,0,0,1,0,0.1481936390814754
canaletto;george iii of the united kingdom;united states;cinema of the united states;star wars episode iv  a new hope,canaletto,star wars episode iv  a new hope,4,4,1,3,1,1,0,0,2,"[0.03990639837907386, 0.12578499454751454, 0.13966124285229717, 0.21861147949177906]","[0.016546403006899593, 0.06515067009139137, 0.05692998253246181, 0.21861147949177906, 1.0000000000000009]","[True, True, True]","[True, False, True, True]",True,False,4.0,-496.25,747.7554747375642,-1602.0,-629.25,-172.0,-39.0,-39.0,3.0,0.0,1448.4360531276484,-1563.0,-648.5,266.0,781.5,1297.0,1,0,0,1,0.07849388659242072
lemon;chemistry;alchemy;mysticism;christianity;eastern orthodox church,lemon,nostradamus,5,4,0,0,3,1,0,2,3,"[0.020188547271524, 0.2930815665014024, 0.08093323339263633, 0.13622038672472592, 0.4526861395566804]","[0.008390058397986882, 0.018287528448595318, 0.04309492635673307, 0.08817553959190147, 0.4526861395566804, 1.0]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-159.4,118.9319132949605,-372.0,-111.0,-110.0,-104.0,-100.0,4.0,1.5,216.14578413654056,-261.0,-73.5,-0.5,74.5,268.0,0,0,0,0,0.07849613806053964
spring heeled jack;fiction;film;20th century,spring heeled jack,the godfather,3,4,0,2,1,0,1,0,2,"[0.03043949675687291, 0.04527993406497532, 0.09701294799763431]","[0.023753593541749086, 0.01943476909657084, 0.09701294799763431, 0.9999999999999996]","[True, True]","[False, True, True]",True,False,3.0,-175.0,138.69751259485514,-323.0,-238.5,-154.0,-101.0,-48.0,2.0,-137.5,44.54772721475249,-169.0,-153.25,-137.5,-121.75,-106.0,1,0,0,1,0.14177421322325257
carnivore;hyena;africa;zambia,carnivore,chinyingi,3,4,0,0,1,1,0,2,2,"[0.10079487695212883, 0.030977729016402278, 0.2583018291708211]","[0.003597668151259522, 0.006787024869598197, 0.2583018291708211, 1.0000000000000013]","[False, True]","[True, True, True]",False,True,3.0,-270.3333333333333,224.1903952744928,-489.0,-385.0,-281.0,-161.0,-41.0,2.0,-120.0,463.8620484583752,-448.0,-284.0,-120.0,44.0,208.0,0,0,1,0,0.14177272593885157
