,link,#_clicks_norm,in_image
3735,sikkim,5.5,1
3736,silent film,100.0,0
3737,silicon,9.38,1
3738,silurian,1.71,1
3739,silver,5.19,1
3740,simón bolívar,0.93,1
3741,simcity,32.0,0
3742,simca vedette,0.0,0
3743,sinclair research ltd,8.0,0
3744,singapore,8.29,1
3745,sino-german cooperation (1911-1941),0.0,0
3746,sino-roman relations,2.0,0
3747,sirius,44.0,0
3748,sistine chapel ceiling,26.0,0
3749,sitting bull,17.0,1
3750,six-party talks concerning north korea's nuclear program,0.0,0
3751,skåneland,0.0,0
3752,ska,2.67,1
3753,skiing,100.0,0
3754,skylark,22.0,0
3755,slavery,302.0,0
3756,slavic mythology,24.0,0
3757,sleep,110.0,0
3758,slovakia,16.17,1
3759,slovenia,13.01,1
3760,smallpox,84.0,0
3761,smog,126.0,0
3762,snaefell mountain railway,0.0,0
3763,snake charming,0.0,0
3764,snow,222.0,0
3765,snow goose,28.0,0
3766,snowball earth,38.0,0
3767,snowdonia,14.0,1
3768,snowdonia national park,10.0,0
3769,snowy owl,40.0,0
3770,social anxiety,12.0,0
3771,social capital,8.0,0
3772,social contract (malaysia),10.0,0
3773,socialism,10.67,1
3774,society,352.0,0
3775,society of merchant venturers,22.0,0
3776,sociocultural evolution,14.0,0
3777,sociology,134.0,0
3778,socrates,23.04,1
3779,soddo language,24.0,0
3780,sodium,12.23,1
3781,sodium hydroxide,52.0,0
3782,sodium sulfate,18.0,1
3783,soil,358.0,0
3784,soil moisture,34.0,0
3785,soil ph,18.0,0
3786,soil profile,22.0,0
3787,soil salination,18.0,0
3788,soil science,80.0,0
3789,soil structure,30.0,0
3790,soils retrogression and degradation,12.0,0
3791,solar system,20.86,1
3792,solar eclipse,130.0,0
3793,solomon islands,16.0,1
3794,somalia,6.72,1
3795,song thrush,12.0,0
3796,sonic the hedgehog (character),56.0,0
3797,sony,296.0,0
3798,sorghum,26.0,0
3799,sorrel,8.0,0
3800,soukous,20.0,0
3801,sound,324.0,0
3802,soup,56.0,0
3803,south africa,93.26,1
3804,south america,11.84,1
3805,south china sea,94.0,0
3806,south georgia and the south sandwich islands,12.0,1
3807,south korea,26.06,1
3808,south ossetia,6.67,1
3809,southampton,4.22,1
3810,southern africa,7.2,1
3811,southern ocean,3.48,1
3812,southern pacific 4449,0.0,0
3813,southern rockhopper penguin,0.0,0
3814,southern united states,102.0,1
3815,soviet union,64.05,1
3816,soybean,398.0,0
3817,space invaders,70.0,0
3818,space race,14.4,1
3819,space shuttle challenger,82.0,0
3820,space shuttle challenger disaster,82.0,0
3821,space shuttle columbia,186.0,0
3822,space shuttle columbia disaster,84.0,0
3823,space shuttle endeavour,54.0,0
3824,space shuttle program,120.0,0
3825,space exploration,198.0,0
3826,space station,10.4,1
3827,space suit,32.0,0
3828,spacecraft propulsion,56.0,0
3829,spain,129.39,1
3830,spanish armada,58.0,0
3831,spanish inquisition,70.0,0
3832,spanish conquest of the inca empire,40.0,0
3833,spanish language,448.0,0
3834,sparrow,80.0,0
3835,sparrowhawk,16.0,0
3836,speaker of the british house of commons,30.0,0
3837,speaker of the united states house of representatives,16.0,0
3838,special relativity,4.75,1
3839,speech synthesis,54.0,0
3840,speed of light,5.0,1
3841,sperm whale,112.0,0
3842,sphere,3.79,1
3843,spherical aberration,36.0,0
3844,spider,120.0,0
3845,spinosaurus,20.0,0
3846,spirit of the american doughboy,0.0,0
3847,spix's macaw,0.0,0
3848,split infinitive,12.0,0
3849,sponsorship directdebit,0.0,0
3850,sport,226.0,0
3851,spotted flycatcher,0.0,0
3852,spring (season),32.0,0
3853,spring heeled jack,62.0,0
3854,sputnik 1,17.27,1
3855,sputnik 2,10.67,1
3856,sputnik program,64.0,0
3857,spyware,56.0,0
3858,squash (sport),12.0,0
3859,sri lanka,8.2,1
3860,sri lankan civil war,24.0,0
3861,st buryan,0.0,0
3862,st michael's mount,0.0,0
3863,st paul's cathedral,1.88,1
3864,stag beetle,32.0,1
3865,stage (theatre),66.0,0
3866,stained glass,38.0,0
3867,stanisław koniecpolski,2.0,0
3868,stanisław lem,0.0,0
3869,"stanley, falkland islands",12.0,0
3870,stanley baldwin,2.44,1
3871,star,422.0,0
3872,starcraft,14.0,0
3873,star fox  assault,0.0,0
3874,star trek,176.0,0
3875,star trek  deep space nine,52.0,0
3876,star trek  the original series,34.0,0
3877,star wars,16.14,1
3878,star wars episode iv  a new hope,176.0,0
3879,star anise,12.0,0
3880,stargate sg-1,32.0,0
3881,starling,20.0,0
3882,starship troopers,6.0,0
3883,statistics,122.0,0
3884,statue of zeus at olympia,32.0,0
3885,steam engine,200.0,0
3886,steel,5.48,1
3887,stefan edberg,11.56,1
3888,stegosaurus,70.0,0
3889,stem cell,78.0,0
3890,stephen harper,12.0,1
3891,stephen hawking,10.53,1
3892,stephen jay gould,36.0,0
3893,stephen trigg,0.0,0
3894,stephen of england,28.0,0
3895,steve davis,2.0,0
3896,stickleback,8.0,0
3897,still game,28.0,0
3898,stingray,20.0,0
3899,stock,50.0,0
3900,stock car (rail),4.0,0
3901,stockholm,13.83,1
3902,stoicism,12.0,0
3903,stone age,52.0,0
3904,stonehenge,10.83,1
3905,storm of october 1804,0.0,0
3906,stornoway,2.0,1
3907,stourbridge lion,0.0,0
3908,strait of malacca,30.0,0
3909,stratford-upon-avon,7.6,1
3910,string theory,90.0,0
3911,stroke,66.0,0
3912,strontium,5.85,1
3913,struthiomimus,0.0,0
3914,stuttering,24.0,0
3915,stuttgart,1.18,1
3916,styracosaurus,10.0,0
3917,sub-saharan africa,220.0,0
3918,suburbs of johannesburg,6.0,0
3919,sucre,52.0,1
3920,sudan,16.55,1
3921,sudanic languages,0.0,0
3922,sudoku,30.0,0
3923,suez canal,1.82,1
3924,suffrage,4.0,1
3925,sugar,274.0,0
3926,sugar beet,52.0,0
3927,sugarcane,98.0,0
3928,suikinkutsu,0.0,0
3929,suleiman the magnificent,30.0,0
3930,sulfur,5.97,1
3931,sulfuric acid,3.29,1
3932,sultan,2.86,1
3933,sumac,42.0,0
3934,sumatra,42.0,0
3935,sumer,38.0,0
3936,summer,110.0,0
3937,"summer hill, new south wales",6.0,0
3938,sumo,92.0,0
3939,sun,33.05,1
3940,sun tzu,14.0,0
3941,sun yat-sen,32.0,0
3942,sundew,30.0,0
3943,sunflower,72.0,0
3944,sunlight,186.0,0
3945,sunol water temple,6.0,0
3946,sunset boulevard (1950 film),8.0,0
3947,super 14,14.0,0
3948,super bowl xl,32.0,0
3949,super chief,32.0,0
3950,super mario 64,90.0,0
3951,super mario bros.,26.5,1
3952,superconductivity,58.0,0
3953,superman,284.0,0
3954,supermarine spitfire,38.0,0
3955,supply and demand,60.0,0
3956,supply chain management,10.0,0
3957,supreme court of the united states,5.62,1
3958,suriname,4.12,1
3959,surtsey,14.0,0
3960,sustainable forestry,0.0,0
3961,sutton hoo,20.0,0
3962,svalbard,6.29,1
3963,svartálfar,0.0,1
3964,swallow,24.0,0
3965,swan,40.0,0
3966,swastika,45.6,1
3967,swaziland,6.15,1
3968,sweden,79.48,1
3969,swedish allotment system,0.0,0
3970,swift,14.0,0
3971,swiss federal council,20.0,0
3972,swissair flight 111,0.0,0
3973,switzerland,75.82,1
3974,sydney,23.68,1
3975,sydney newman,7.0,1
3976,sydney riot of 1879,0.0,0
3977,sylvanus morley,4.0,0
3978,symmetry,70.0,0
3979,synthesizer,14.0,1
3980,syria,10.0,1
3981,t-34,22.0,0
3982,t. d. judah,0.0,0
3983,t. s. eliot,46.0,0
3984,tgv,26.0,0
3985,tacitean studies,0.0,0
3986,tagoi language,0.0,0
3987,taipei,30.86,1
3988,taiwan,9.73,1
3989,taj mahal,42.0,0
3990,tajikistan,3.17,1
3991,talc,28.0,0
3992,tamarind,20.0,0
3993,tamil language,62.0,0
3994,tamil people,38.0,0
3995,tank,138.0,0
3996,tansy,6.0,0
3997,tantalum,15.0,1
3998,tanzania,22.1,1
3999,tao te ching,24.0,0
4000,taoism,100.0,0
4001,tarragon,16.0,0
4002,tashkent,11.0,1
4003,tasmanian devil,36.0,0
4004,tawny owl,26.0,0
4005,tay-sachs disease,16.0,0
4006,tay rail bridge,28.0,0
4007,tex,5.11,1
4008,tea,4.42,1
4009,technetium,9.33,1
4010,technology,1056.0,0
4011,tehran,13.75,1
4012,tel aviv,15.16,1
4013,telecommunication,264.0,0
4014,telephone,52.68,1
4015,telephone exchange,46.0,0
4016,telescope,288.0,0
4017,television,23.06,1
4018,tellurium,22.67,1
4019,temperate,206.0,0
4020,temple of artemis,36.0,0
4021,templon,0.0,0
4022,tennis,4.26,1
4023,tennis masters cup,22.0,0
4024,"tenzin gyatso, 14th dalai lama",14.0,0
4025,tenzing norgay,3.67,1
4026,terbium,10.67,1
4027,terik,12.0,0
4028,tern,24.0,0
4029,terrorism,172.0,0
4030,textile,80.0,0
4031,thailand,21.0,1
4032,thalassemia,18.0,0
4033,thallium,18.0,1
4034,the absent-minded beggar,14.0,0
4035,the adventures of tintin,28.0,0
4036,the anarchy,22.0,0
4037,the ashes,46.0,0
4038,the bahamas,16.67,1
4039,the beano,26.0,0
4040,the beatles,49.81,1
4041,the beatles discography,38.0,0
4042,the blitz,36.0,0
4043,the broads,7.0,1
4044,the brothers karamazov,26.0,0
4045,the canadian,34.0,0
4046,the cantos,16.0,0
4047,the cat in the hat,82.0,0
4048,the catcher in the rye,0.0,0
4049,the catlins,0.0,0
4050,"the championships, wimbledon",76.0,0
4051,the children's machine,0.0,0
4052,the count of monte cristo,22.0,0
4053,the country wife,10.0,0
4054,the curious incident of the dog in the night-time,14.0,0
4055,the dandy,16.0,0
4056,the fairy-queen,8.0,0
4057,the famous five (characters),0.0,0
4058,the fens,26.0,0
4059,the frogs,0.0,0
4060,the gambia,1.97,1
4061,the godfather,70.0,0
4062,the great exhibition,8.0,0
4063,the hague,7.07,1
4064,the hitchhiker's guide to the galaxy,28.0,0
4065,the hobbit,6.62,1
4066,the holocaust,66.06,1
4067,the illuminatus! trilogy,8.0,0
4068,the importance of being earnest,0.0,0
4069,the iron bridge,12.0,0
4070,the king's regiment (liverpool),0.0,0
4071,the last supper (leonardo),32.0,0
4072,the legend of zelda series,76.0,0
4073,"the lion, the witch and the wardrobe",18.0,0
4074,the lion king,312.0,0
4075,the lorax,18.0,0
4076,the lord of the rings,9.27,1
4077,the lord of the rings film trilogy,114.0,0
4078,the magic flute,46.0,1
4079,the marriage of figaro,8.4,1
4080,the merchant of venice,20.0,0
4081,the mismeasure of man,12.0,0
4082,the old man and the sea,24.0,0
4083,the origin of species,8.38,1
4084,the oz books,0.0,0
4085,the picture of dorian gray,10.0,0
4086,the pilgrim's progress,6.0,0
4087,the quatermass experiment,6.0,0
4088,the relapse,0.5,1
4089,the rime of the ancient mariner,28.0,0
4090,the rite of spring,22.0,0
4091,the rolling stones,4.09,1
4092,the seagull,16.0,0
4093,the shawshank redemption,30.0,0
4094,the simpsons,148.0,0
4095,the smiths,18.0,0
4096,the supremes,15.0,1
4097,the temptations,8.67,1
4098,the wall street journal,66.0,0
4099,the waste land,22.0,0
4100,the west wing (tv series),4.0,0
4101,the x-files,48.0,0
4102,theatre,1636.0,0
4103,"theatre royal, drury lane",8.0,0
4104,theatre in the round,30.0,0
4105,theodore roosevelt,9.71,1
4106,therizinosaurus,8.0,0
4107,thermodynamic temperature,16.0,0
4108,thermodynamics,138.0,0
4109,theropoda,494.0,1
4110,theta,0.0,0
4111,thiamine,42.0,0
4112,third servile war,8.0,0
4113,thomas aquinas,40.0,0
4114,thomas becket,3.09,1
4115,thomas cranmer,8.18,1
4116,thomas edison,106.0,0
4117,thomas gainsborough,4.2,1
4118,thomas hobbes,1.26,1
4119,thomas jefferson,4.07,1
4120,thomas malthus,18.0,0
4121,thomas more,16.0,0
4122,thomas pynchon,1.71,1
4123,thomas samuel kuhn,12.0,0
4124,thor,12.29,1
4125,thorax,36.0,0
4126,thorium,6.89,1
4127,thrasybulus,16.0,0
4128,three gorges dam,26.0,0
4129,three laws of robotics,22.0,0
4130,three mile island accident,0.0,0
4131,thrush (bird),2.0,0
4132,thucydides,2.44,1
4133,thulium,22.0,1
4134,thunderstorm,26.67,1
4135,tiananmen square protests of 1989,44.0,0
4136,tibet,5.47,1
4137,tide,160.0,0
4138,tiger,34.5,1
4139,tiger woods,32.0,0
4140,tiger shark,72.0,0
4141,tigris,4.33,1
4142,tijuana,42.0,0
4143,tiktaalik,8.0,0
4144,tim berners-lee,54.0,0
4145,tim henman,40.0,1
4146,timbuktu,22.0,0
4147,time,254.0,0
4148,time zone,21080.0,1
4149,timeline of discovery of solar system planets and their natural satellites,24.0,0
4150,timken 1111,4.0,0
4151,timur,30.0,0
4152,tin,6.07,1
4153,tin(ii) chloride,16.0,0
4154,tin whistle,30.0,0
4155,tiridates i of armenia,0.0,0
4156,titanium,5.03,1
4157,titanosauridae,0.0,0
4158,to kill a mockingbird,4.0,0
4159,tobacco,206.0,0
4160,tobacco smoking,118.0,0
4161,tofu,46.0,0
4162,togo,1.68,1
4163,tokelau,6.0,1
4164,tokyo,35.05,1
4165,toluene,10.0,1
4166,tom and jerry (mgm),22.0,0
4167,tone cluster,0.0,0
4168,tonga,14.0,1
4169,tony blair,26.4,1
4170,tooth development,46.0,0
4171,tooth enamel,40.0,0
4172,top of the pops,28.0,0
4173,topology,2.0,1
4174,toraja,0.0,0
4175,tornado,102.0,0
4176,toronto,5.71,1
4177,tottenham hotspur f.c.,22.0,0
4178,tour de france,16.36,1
4179,tourette syndrome,36.0,0
4180,tourism,2.48,1
4181,tower bridge,64.0,0
4182,tower of london,9.96,1
4183,toy,120.0,0
4184,toy story,92.0,0
4185,trabancos river,0.0,0
4186,trade and usage of saffron,0.0,0
4187,trade union,70.0,0
4188,trafalgar square,10.0,1
4189,train,8.47,1
4190,trans-siberian railway,22.0,0
4191,transit of venus,22.0,0
4192,transport,150.0,0
4193,trapdoor spider,28.0,0
4194,treasure island,12.0,0
4195,treaty of devol,0.0,0
4196,treaty of versailles,2.08,1
4197,tree,59.13,1
4198,tree sparrow,40.0,0
4199,tree frog,38.0,0
4200,treecreeper,0.0,0
4201,trench warfare,6.77,1
4202,triassic,21.52,1
4203,triathlon,14.0,0
4204,tribe,80.0,0
4205,triceratops,6.0,1
4206,trichinosis,32.0,0
4207,triggerplant,0.0,0
4208,trigonometric function,54.0,0
4209,trigonometry,12.18,1
4210,trimurti,22.0,0
4211,trinidad and tobago,8.8,1
4212,trinity,2.67,1
4213,"trinity college, cambridge",34.0,0
4214,trinity test,38.0,0
4215,tripitaka,18.0,0
4216,tripoli,28.57,1
4217,triumph of the will,16.0,0
4218,trobairitz,0.0,0
4219,trojan war,336.0,0
4220,troodon,26.0,0
4221,troop sleeper,24.0,0
4222,tropical storm allison,16.0,0
4223,tropical storm ana (2003),14.0,0
4224,tropical storm bilis (2006),0.0,0
4225,tropical storm bonnie (2004),10.0,0
4226,tropical storm chris (2006),0.0,0
4227,tropical storm danielle (1992),0.0,0
4228,tropical storm delta (2005),10.0,0
4229,tropical storm franklin (2005),12.0,0
4230,tropical storm harvey (2005),6.0,0
4231,tropical storm henri (2003),4.0,0
4232,tropical storm isabel (1985),0.0,0
4233,tropical storm larry (2003),2.0,0
4234,tropical storm lee (2005),14.0,0
4235,tropical storm leslie (2000),4.0,0
4236,tropical storm matthew (2004),6.0,0
4237,tropical storm odette (2003),12.0,0
4238,tropical storm vamei,0.0,0
4239,tropical storm zeta (2005),18.0,0
4240,tropical cyclone,474.0,0
4241,tropics,226.0,0
4242,trout,80.0,0
4243,trumpet,15.38,1
4244,tsar bomba,7.0,1
4245,tsunami,148.0,0
4246,tuatara,32.0,0
4247,tuberculosis,106.0,0
4248,tufted duck,14.0,0
4249,tuna,146.0,0
4250,tungsten,5.61,1
4251,tunis,12.0,1
4252,tunisia,8.8,1
4253,tupac shakur,62.0,0
4254,turin,11.5,1
4255,turkey,45.43,1
4256,turkey (bird),90.0,0
4257,turkish republic of northern cyprus,1.18,1
4258,turkish literature,2.0,0
4259,turkmenistan,10.11,1
4260,turks and caicos islands,6.15,1
4261,turmeric,38.0,0
4262,turner syndrome,0.0,0
4263,turquoise,22.0,0
4264,turtle,136.0,0
4265,tutsi,2.86,1
4266,tuvalu,8.47,1
4267,tycho brahe,34.0,0
4268,typewriter,34.0,0
4269,typhoon ewiniar (2006),2.0,0
4270,typhoon saomai (2006),6.0,0
4271,tyrannosaurus,8.13,1
4272,u.s. navy marine mammal program,22.0,0
4273,u.s. open (tennis),50.0,0
4274,u.s. route 66,4.0,0
4275,u.s. state,430.0,0
4276,u2,82.0,0
4277,uss wisconsin (bb-64),0.0,0
4278,ubuntu (linux distribution),24.0,0
4279,uffington white horse,0.0,0
4280,uganda,14.22,1
4281,ukraine,17.16,1
4282,ukulele,1.14,1
4283,ulawun,16.0,0
4284,ultimatum game,28.0,0
4285,ultraviolet,188.0,0
4286,uluru,2.0,0
4287,ulysses s. grant,10.96,1
4288,umbrella cockatoo,0.0,0
4289,underground (stories),0.0,0
4290,union flag,2.22,1
4291,union station (san diego),10.0,0
4292,united arab emirates,30.2,1
4293,united kingdom,1194.46,1
4294,united kingdom national football team,4.0,0
4295,united malays national organisation,14.0,0
4296,united nations,38.39,1
4297,united states,1440.39,1
4298,united states bill of rights,80.0,0
4299,united states congress,138.0,0
4300,united states constitution,9.25,1
4301,united states declaration of independence,242.0,0
4302,united states house of representatives,5.78,1
4303,united states numbered highways,0.0,1
4304,united states senate,4.14,1
4305,united states virgin islands,5.11,1
4306,united states dollar,140.31,1
4307,united for peace and justice,0.0,0
4308,universe,40.0,1
4309,university,10.52,1
4310,university of bristol,3.78,1
4311,university of cambridge,76.82,1
4312,university of chicago,5.26,1
4313,university of texas at austin,22.0,0
4314,unix,138.0,0
4315,ununbium,0.0,1
4316,ununhexium,44.0,1
4317,ununoctium,56.0,0
4318,ununpentium,24.0,1
4319,ununquadium,64.0,1
4320,ununtrium,44.0,1
4321,upsilon andromedae,38.0,0
4322,upsilon andromedae b,20.0,0
4323,upsilon andromedae c,18.0,0
4324,upsilon andromedae d,32.0,0
4325,uranium,13.3,1
4326,uranus,3.53,1
4327,urial,14.0,0
4328,ursuline convent riots,0.0,0
4329,uruguay,15.7,1
4330,utilitarianism,10.29,1
4331,utrecht (city),22.0,0
4332,uzbekistan,5.97,1
4333,vacutainer,0.0,0
4334,valparaíso,0.4,1
4335,vampire,86.0,0
4336,vampire bat,68.0,0
4337,van halen,50.0,0
4338,vanadium,4.31,1
4339,vancouver,33.83,1
4340,vanilla,70.0,0
4341,vanuatu,6.82,1
4342,varanasi,26.0,0
4343,vasco da gama,22.0,0
4344,vatican city,23.62,1
4345,vegetable,486.0,0
4346,vegetation,82.0,0
4347,velociraptor,156.0,0
4348,venezuela,18.72,1
4349,venn diagram,12.0,0
4350,venus,6.2,1
4351,venus and adonis (opera),16.0,0
4352,vernon kell,0.0,0
4353,vertebrate,410.0,0
4354,vestigial structure,14.0,0
4355,vicia faba,26.0,0
4356,victor hugo,20.0,0
4357,"victoria, seychelles",12.0,0
4358,victoria cross,22.0,0
4359,victoria of the united kingdom,142.0,0
4360,video,118.0,0
4361,vienna,16.94,1
4362,vietnam,32.65,1
4363,vietnam war,6.27,1
4364,viking,1942.0,0
4365,vinaya,24.0,0
4366,vincent van gogh,32.0,1
4367,virgil,48.0,0
4368,virginian railway,20.0,0
4369,virtuti militari,2.5,1
4370,virus,302.0,0
4371,visual arts,7.82,1
4372,vitamin,280.0,0
4373,vitamin c,214.0,0
4374,vitamin d,202.0,0
4375,vitus bering,12.0,0
4376,vivien leigh,12.0,1
4377,vladimir lenin,10.0,1
4378,vodafone,22.0,0
4379,volcanic pipe,40.0,0
4380,volcano,598.0,0
4381,vole,10.0,0
4382,volga river,3.43,1
4383,volleyball,62.0,0
4384,volt,11.33,1
4385,voltaire,54.0,0
4386,voting,84.0,0
4387,vowel,56.0,0
4388,voynich manuscript,4.0,0
4389,vulgar latin,44.0,0
4390,vulture,22.0,0
4391,w. mark felt,18.0,1
4392,wta tour championships,36.0,0
4393,wader,20.0,0
4394,waheguru,12.0,0
4395,wake island,8.0,1
4396,wales,20.65,1
4397,wall street,10.57,1
4398,wallaby,32.0,0
4399,wallis and futuna,16.0,1
4400,walrus,50.0,0
4401,walt disney,3.0,1
4402,walt whitman,36.0,0
4403,walter raleigh,16.0,0
4404,walter scott,24.0,0
4405,war,14.21,1
4406,war and peace,26.0,0
4407,war in somalia (2006–present),6.0,0
4408,war of the league of cambrai,6.0,0
4409,war of the spanish succession,36.0,0
4410,ward cunningham,10.0,0
4411,warren g. harding,18.0,1
4412,wars of castro,0.0,0
4413,wars of the roses,74.0,0
4414,warsaw,57.89,1
4415,warsaw uprising (1794),0.0,0
4416,wasabi,78.0,0
4417,"washington, d.c.",46.0,1
4418,washington metro,36.0,0
4419,washington streetcars,0.0,0
4420,wasp,35.0,1
4421,waste management,30.0,0
4422,watch,80.0,0
4423,watchmen,26.0,0
4424,water,75.23,1
4425,water buffalo,24.0,0
4426,water polo,12.0,0
4427,water purification,32.0,0
4428,water resources,60.0,0
4429,watercolor painting,40.0,0
4430,watling street,14.0,0
4431,wave,176.0,0
4432,wave–particle duality,6.0,0
4433,wayne rooney,18.0,1
4434,weakest link,0.0,0
4435,weapon,196.0,0
4436,weasel,34.0,0
4437,weather,428.0,0
4438,weather forecasting,42.0,0
4439,weather map,0.0,0
4440,weed,164.0,0
4441,weight training,28.0,0
4442,weimar republic,1.04,1
4443,welding,94.0,0
4444,wellington,14.31,1
4445,welsh law,38.0,0
4446,wernher von braun,36.0,0
4447,wessex,46.0,0
4448,west bank,3.2,1
4449,west flemish,20.57,1
4450,west virginia,3.33,1
4451,western front (world war i),34.0,0
4452,western roman empire,6.74,1
4453,western sahara,12.8,1
4454,western painting,0.0,0
4455,westminster abbey,18.19,1
4456,westminster system,32.0,0
4457,weston-super-mare,12.0,0
4458,westport country playhouse,0.0,0
4459,weyauwega derailment,0.0,0
4460,weymouth,16.0,0
4461,weyto language,0.0,0
4462,whale,430.0,0
4463,whale shark,602.0,0
4464,whale song,26.0,0
4465,wheat,3.51,1
4466,where did our love go,12.0,0
4467,whipworm,10.0,0
4468,white's tree frog,0.0,1
4469,white-tailed eagle,46.0,1
4470,white mountain art,4.0,0
4471,white wagtail,0.0,0
4472,white cliffs of dover,14.0,1
4473,whitethroat,0.0,0
4474,whitney joins the jams,0.0,1
4475,whooping crane,12.0,0
4476,wigeon,0.0,0
4477,wikimedia foundation,11.67,1
4478,wikinews,14.0,1
4479,wikipedia,14.0,1
4480,wikipedia text of the gnu free documentation license,2.0,0
4481,wikisource,14.0,1
4482,wikispecies,18.0,1
4483,wild cat,38.0,0
4484,wildebeest,54.0,0
4485,willem barents,10.0,0
4486,william butler yeats,34.0,0
4487,william edington,4.0,0
4488,william ewart gladstone,9.75,1
4489,william gilbert,48.0,0
4490,william gladstone,6.0,0
4491,william harvey,16.0,0
4492,william henry harrison,6.6,1
4493,william hogarth,7.5,1
4494,william howard taft,12.0,1
4495,william iii of england,70.0,0
4496,william ii of england,38.0,0
4497,william iv of the united kingdom,64.0,0
4498,william i of england,50.0,0
4499,william mahone,14.0,0
4500,william mckinley,11.0,1
4501,william n. page,4.0,0
4502,william pitt the younger,2.67,1
4503,william renshaw,22.0,1
4504,william shakespeare,440.0,0
4505,william tecumseh sherman,20.0,0
4506,"william thomson, 1st baron kelvin",14.0,0
4507,william wilberforce,18.0,0
4508,william and mary,46.0,0
4509,william the silent,20.0,0
4510,wind,124.0,0
4511,windows 2000,6.0,1
4512,windows vista,15.08,1
4513,windows xp,30.95,1
4514,windsor castle,15.65,1
4515,wine,3.1,1
4516,winfield scott (ship),0.0,0
4517,winfield scott hancock,6.0,0
4518,winston churchill,8.12,1
4519,winston tunnel,0.0,0
4520,winter,3.21,1
4521,witold pilecki,12.0,0
4522,wolf brother,0.0,0
4523,wolfgang amadeus mozart,61.0,1
4524,wolverine,48.0,0
4525,wombat,62.0,0
4526,women's rights,36.0,0
4527,wood,444.0,0
4528,wood pigeon,16.0,0
4529,wood fuel,16.0,0
4530,woodpecker,86.0,0
4531,woodrow wilson,12.0,1
4532,woodruff,0.0,0
4533,woodworking,52.0,0
4534,workchoices,10.0,0
4535,work (thermodynamics),2.0,0
4536,working poor,34.0,0
4537,world bank group,14.0,0
4538,world health organization,12.14,1
4539,world heritage site,8.03,1
4540,world trade organization,3.18,1
4541,world war i,22.82,1
4542,world war ii,89.26,1
4543,world wide web,624.0,0
4544,worm,20.0,0
4545,wowpurchase,0.0,0
4546,wren,6.0,0
4547,wrench,18.0,0
4548,wrestling,48.0,0
4549,wright brothers,48.0,0
4550,writing,114.0,0
4551,wyndham robertson,0.0,0
4552,x-men  the last stand,0.0,0
4553,x window system,48.0,0
4554,x window system protocols and architecture,0.0,0
4555,x window core protocol,0.0,0
4556,xanadu house,12.0,0
4557,xenon,6.92,1
4558,yagan,4.0,0
4559,yak,44.0,0
4560,yamoussoukro,13.0,1
4561,yangtze river,84.0,0
4562,"yarralumla, australian capital territory",10.0,0
4563,yeast,126.0,0
4564,yellow river,78.0,0
4565,yellow fever,40.0,0
4566,yellowhammer,0.0,0
4567,yellowstone national park,192.0,0
4568,yemen,8.35,1
4569,yenisei river,14.0,0
4570,yes minister,10.0,0
4571,yeti,44.0,0
4572,yom kippur war,7.6,1
4573,york,1.31,1
4574,yorkshire dales,10.0,1
4575,yotsuya kaidan,8.0,0
4576,you're still the one,0.0,0
4577,ytterbium,14.0,1
4578,yttrium,6.0,1
4579,yugoslavia,7.95,1
4580,"yungay, peru",0.0,0
4581,yuri gagarin,56.0,0
4582,yuri knorosov,0.0,0
4583,zürich,3.0,1
4584,zx spectrum,2.73,1
4585,zachary taylor,6.0,1
4586,zambezi,36.0,0
4587,zambia,17.32,1
4588,zara yaqob,0.0,0
4589,zebra,1632.0,0
4590,zebra shark,48.0,0
4591,zeus,10.93,1
4592,zhang qian,6.0,0
4593,zheng he,18.0,0
4594,ziad jarrah,12.0,0
4595,zimbabwe,32.63,1
4596,zinc,7.64,1
4597,zinc chloride,38.0,0
4598,zion national park,10.0,0
4599,zionism,3.05,1
4600,zirconium,9.09,1
4601,zoroaster,24.0,0
4602,zuid-gelders,10.67,1
4603,zulu,74.0,0
